,County,Date,Total negative tests,Total cases,Deaths per day,Cases per day,Negative tests per day,Tests per day,Total deaths,7 day rolling case average,7 day rolling deaths average,7 day rolling tests average
59,Racine,5/13/2020,4185,785,0,22,50,72,17,32.285714285714285,0.2857142857142857,0.17173252279635257
60,Racine,5/14/2020,4393,833,0,48,208,256,17,34.714285714285715,0.14285714285714285,0.1796008869179601
61,Racine,5/15/2020,4738,920,1,87,345,432,18,40.857142857142854,0.2857142857142857,0.17976115650534255
62,Racine,5/16/2020,4931,1004,0,84,193,277,18,46.285714285714285,0.2857142857142857,0.2050632911392405
63,Racine,5/17/2020,5094,1017,0,13,163,176,18,44.714285714285715,0.2857142857142857,0.19710327455919396
64,Racine,5/18/2020,5179,1034,0,17,85,102,18,44.285714285714285,0.2857142857142857,0.18585131894484413
65,Racine,5/19/2020,5463,1061,1,27,284,311,19,42.57142857142857,0.2857142857142857,0.18327183271832717
66,Racine,5/20/2020,5883,1115,1,54,420,474,20,47.142857142857146,0.42857142857142855,0.16272189349112426
67,Racine,5/21/2020,6236,1166,0,51,353,404,20,47.57142857142857,0.42857142857142855,0.15303308823529413
68,Racine,5/22/2020,6924,1269,2,103,688,791,22,49.857142857142854,0.5714285714285714,0.13767258382642997
69,Racine,5/23/2020,7192,1311,0,42,268,310,22,43.857142857142854,0.5714285714285714,0.11954828660436137
70,Racine,5/24/2020,7801,1387,0,76,609,685,22,52.857142857142854,0.5714285714285714,0.12024699382515437
71,Racine,5/25/2020,8059,1394,3,7,258,265,25,51.42857142857143,1.0,0.11111111111111112
72,Racine,5/26/2020,8331,1395,0,1,272,273,25,47.714285714285715,0.8571428571428571,0.10430980637101811
73,Racine,5/27/2020,9348,1579,3,184,1017,1201,28,66.28571428571429,1.1428571428571428,0.11809620768643421
74,Racine,5/28/2020,9960,1605,5,26,612,638,33,62.714285714285715,1.8571428571428572,0.10545279846264714
75,Racine,5/29/2020,10597,1652,2,47,637,684,35,54.714285714285715,1.8571428571428572,0.09442800788954635
76,Racine,5/30/2020,10934,1714,1,62,337,399,36,57.57142857142857,2.0,0.09722557297949337
77,Racine,5/31/2020,11282,1722,1,8,348,356,37,47.857142857142854,2.142857142857143,0.08778825995807128
78,Racine,6/1/2020,11297,1733,3,11,15,26,40,48.42857142857143,2.142857142857143,0.09477215543751748
79,Racine,6/2/2020,11729,1762,1,29,432,461,41,52.42857142857143,2.2857142857142856,0.09747675962815405
80,Racine,6/3/2020,13106,1797,0,35,1377,1412,41,31.142857142857142,1.8571428571428572,0.05482897384305835
81,Racine,6/4/2020,13664,1838,3,41,558,599,44,33.285714285714285,1.5714285714285714,0.05918211836423672
82,Racine,6/5/2020,14182,1878,2,40,518,558,46,32.285714285714285,1.5714285714285714,0.059302020467069005
83,Racine,6/6/2020,14806,1906,1,28,624,652,47,27.428571428571427,1.5714285714285714,0.047244094488188976
84,Racine,6/7/2020,15475,1910,0,4,669,673,47,26.857142857142858,1.4285714285714286,0.042912577037206114
85,Racine,6/8/2020,15480,1911,0,1,5,6,47,25.428571428571427,1.0,0.04081632653061224
86,Racine,6/9/2020,16696,1939,4,28,1216,1244,51,25.285714285714285,1.4285714285714286,0.03440902021772939
87,Racine,6/10/2020,17007,1952,0,13,311,324,51,22.142857142857142,1.4285714285714286,0.03821499013806706
88,Racine,6/11/2020,17408,1966,0,14,401,415,51,18.285714285714285,1.0,0.03305785123966942
89,Racine,6/12/2020,17703,1975,1,9,295,304,52,13.857142857142858,0.8571428571428571,0.026810392482034272
90,Racine,6/13/2020,18017,1986,2,11,314,325,54,11.428571428571429,1.0,0.024308720753570344
91,Racine,6/14/2020,18239,1989,0,3,222,225,54,11.285714285714286,1.0,0.027787548364403798
92,Racine,6/15/2020,18336,1991,0,2,97,99,54,11.428571428571429,1.0,0.027247956403269755
93,Racine,6/16/2020,19120,2033,1,42,784,826,55,13.428571428571429,0.5714285714285714,0.03733121525019857
94,Racine,6/17/2020,19380,2039,1,6,260,266,56,12.428571428571429,0.7142857142857143,0.03536585365853658
95,Racine,6/18/2020,19770,2053,0,14,390,404,56,12.428571428571429,0.7142857142857143,0.03552470396080033
96,Racine,6/19/2020,20616,2066,1,13,846,859,57,13.0,0.7142857142857143,0.03029294274300932
97,Racine,6/20/2020,21056,2079,1,13,440,453,58,13.285714285714286,0.5714285714285714,0.029693486590038315
98,Racine,6/21/2020,21212,2081,0,2,156,158,58,13.142857142857142,0.5714285714285714,0.0300163132137031
99,Racine,6/22/2020,21702,2090,0,9,490,499,58,14.142857142857142,0.5714285714285714,0.02857142857142857
100,Racine,6/23/2020,22944,2107,2,17,1242,1259,60,10.571428571428571,0.7142857142857143,0.018984094407388404
101,Racine,6/24/2020,23409,2114,1,7,465,472,61,10.714285714285714,0.7142857142857143,0.018274853801169586
102,Racine,6/25/2020,23801,2124,0,10,392,402,61,10.142857142857142,0.7142857142857143,0.017308629936616284
103,Racine,6/26/2020,24143,2144,0,20,342,362,61,11.142857142857142,0.5714285714285714,0.02163661581137309
104,Racine,6/27/2020,24363,2148,0,4,220,224,61,9.857142857142858,0.42857142857142855,0.02043838862559242
105,Racine,6/28/2020,24530,2151,0,3,167,170,61,10.0,0.42857142857142855,0.02066115702479339
106,Racine,6/29/2020,24939,2155,0,4,409,413,61,9.285714285714286,0.42857142857142855,0.01968503937007874
107,Racine,6/30/2020,25716,2171,2,16,777,793,63,9.142857142857142,0.42857142857142855,0.02256699576868829
108,Racine,7/1/2020,26250,2176,0,5,534,539,63,8.857142857142858,0.2857142857142857,0.021357216672407853
109,Racine,7/2/2020,26983,2187,1,11,733,744,64,9.0,0.42857142857142855,0.019414483821263484
110,Racine,7/3/2020,27301,2194,1,7,318,325,65,7.142857142857143,0.5714285714285714,0.015586034912718205
111,Racine,7/4/2020,27296,2196,0,2,-5,-3,65,6.857142857142857,0.5714285714285714,0.0161019792016102
112,Racine,7/5/2020,27443,2217,0,21,147,168,65,9.428571428571429,0.5714285714285714,0.022155085599194362
113,Racine,7/6/2020,27446,2218,0,1,3,4,65,9.0,0.5714285714285714,0.0245136186770428
114,Racine,7/7/2020,28773,2253,0,35,1327,1362,65,11.714285714285714,0.2857142857142857,0.02612296909843899
115,Racine,7/8/2020,29236,2272,0,19,463,482,65,13.714285714285714,0.2857142857142857,0.03114860480207657
116,Racine,7/9/2020,29625,2294,0,22,389,411,65,15.285714285714286,0.14285714285714285,0.03892324481629684
117,Racine,7/10/2020,29928,2306,0,12,303,315,65,16.0,0.0,0.04089083607155897
118,Racine,7/11/2020,30612,2326,0,20,684,704,65,18.571428571428573,0.0,0.03772489843296576
119,Racine,7/12/2020,30723,2339,0,13,111,124,65,17.428571428571427,0.0,0.035861258083480306
120,Racine,7/13/2020,30795,2349,0,10,72,82,65,18.714285714285715,0.0,0.03764367816091954
121,Racine,7/14/2020,31653,2391,0,42,858,900,65,19.714285714285715,0.0,0.04572564612326044
122,Racine,7/15/2020,32119,2418,0,27,466,493,65,20.857142857142858,0.0,0.0482007263123143
123,Racine,7/16/2020,32809,2463,1,45,690,735,66,24.142857142857142,0.14285714285714285,0.05040262451535938
124,Racine,7/17/2020,33227,2519,0,56,418,474,66,30.428571428571427,0.14285714285714285,0.06064920273348519
125,Racine,7/18/2020,33928,2564,0,45,701,746,66,34.0,0.14285714285714285,0.06696679797411367
126,Racine,7/19/2020,34091,2589,0,25,163,188,66,35.714285714285715,0.14285714285714285,0.06909894969596461
127,Racine,7/20/2020,34091,2624,0,35,0,35,66,39.285714285714285,0.14285714285714285,0.07700924110893306
128,Racine,7/21/2020,35010,2715,3,91,919,1010,69,46.285714285714285,0.5714285714285714,0.08801955990220048
129,Racine,7/22/2020,36069,2739,0,24,1059,1083,69,45.857142857142854,0.5714285714285714,0.0751580426129712
130,Racine,7/23/2020,37304,2794,0,55,1235,1290,69,47.285714285714285,0.42857142857142855,0.06858682138416908
131,Racine,7/24/2020,37982,2839,0,45,678,723,69,45.714285714285715,0.42857142857142855,0.06305418719211822
132,Racine,7/25/2020,38434,2881,3,42,452,494,72,45.285714285714285,0.8571428571428571,0.06572672610408459
133,Racine,7/26/2020,38728,2906,0,25,294,319,72,45.285714285714285,0.8571428571428571,0.06398869600322972
134,Racine,7/27/2020,38745,2951,0,45,17,62,72,46.714285714285715,0.8571428571428571,0.06564946797831761
135,Racine,7/28/2020,39436,2984,1,33,691,724,73,38.42857142857143,0.5714285714285714,0.057294994675186374
136,Racine,7/29/2020,40335,3011,2,27,899,926,75,38.857142857142854,0.8571428571428571,0.059938298810048474
137,Racine,7/30/2020,40861,3058,0,47,526,573,75,37.714285714285715,0.8571428571428571,0.06909186076943208
138,Racine,7/31/2020,41244,3095,2,37,383,420,77,36.57142857142857,1.1428571428571428,0.07276861853325753
139,Racine,8/1/2020,41962,3191,-1,96,718,814,76,44.285714285714285,0.5714285714285714,0.08077123501823866
140,Racine,8/2/2020,42040,3245,0,54,78,132,76,48.42857142857143,0.5714285714285714,0.09285127362366476
141,Racine,8/3/2020,42041,3249,0,4,1,5,76,42.57142857142857,0.5714285714285714,0.08291597106288258
142,Racine,8/4/2020,42985,3311,1,62,944,1006,77,46.714285714285715,0.5714285714285714,0.08436532507739938
143,Racine,8/5/2020,43801,3343,1,32,816,848,78,47.42857142857143,0.42857142857142855,0.08741442864665615
144,Racine,8/6/2020,44658,3364,0,21,857,878,78,43.714285714285715,0.42857142857142855,0.0745795759200585
145,Racine,8/7/2020,45549,3459,0,95,891,986,78,52.0,0.14285714285714285,0.07796101949025487
146,Racine,8/8/2020,46166,3499,0,40,617,657,78,44.0,0.2857142857142857,0.06826241134751773
147,Racine,8/9/2020,46279,3514,0,15,113,128,78,38.42857142857143,0.2857142857142857,0.05967169476486247
148,Racine,8/10/2020,46566,3526,0,12,287,299,78,39.57142857142857,0.2857142857142857,0.05768429820907955
149,Racine,8/11/2020,47090,3567,1,41,524,565,79,36.57142857142857,0.2857142857142857,0.05870213253840862
150,Racine,8/12/2020,47234,3571,-1,4,144,148,78,32.57142857142857,0.0,0.06227806610215788
151,Racine,8/13/2020,48217,3599,0,28,983,1011,78,33.57142857142857,0.0,0.06193990511333684
152,Racine,8/14/2020,48773,3643,0,44,556,600,78,26.285714285714285,0.0,0.0539906103286385
153,Racine,8/15/2020,49078,3665,3,22,305,327,81,23.714285714285715,0.42857142857142855,0.05393112410656271
154,Racine,8/16/2020,49191,3676,0,11,113,124,81,23.142857142857142,0.42857142857142855,0.052700065061808715
155,Racine,8/17/2020,49204,3689,0,13,13,26,81,23.285714285714285,0.42857142857142855,0.05819350232059978
156,Racine,8/18/2020,49830,3723,2,34,626,660,83,22.285714285714285,0.5714285714285714,0.05386740331491712
157,Racine,8/19/2020,50203,3745,1,22,373,395,84,24.857142857142858,0.8571428571428571,0.05536111994909322
158,Racine,8/20/2020,50694,3762,1,17,491,508,85,23.285714285714285,1.0,0.06174242424242424
159,Racine,8/21/2020,51286,3794,0,32,592,624,85,21.571428571428573,1.0,0.05668168168168169
160,Racine,8/22/2020,51746,3826,0,32,460,492,85,23.0,0.5714285714285714,0.056910569105691054
161,Racine,8/23/2020,51794,3840,0,14,48,62,85,23.428571428571427,0.5714285714285714,0.059269967473798334
162,Racine,8/24/2020,51796,3840,0,0,2,2,85,21.571428571428573,0.5714285714285714,0.05504921618665695
163,Racine,8/25/2020,52300,3867,1,27,504,531,86,20.571428571428573,0.42857142857142855,0.055087987758224946
164,Racine,8/26/2020,52878,3897,0,30,578,608,86,21.714285714285715,0.2857142857142857,0.053767244428723035
165,Racine,8/27/2020,53555,3931,3,34,677,711,89,24.142857142857142,0.5714285714285714,0.05577557755775578
166,Racine,8/28/2020,53830,3960,0,29,275,304,89,23.714285714285715,0.5714285714285714,0.06125461254612546
167,Racine,8/29/2020,54442,3988,0,28,612,640,89,23.142857142857142,0.5714285714285714,0.05668299510146956
168,Racine,8/30/2020,54553,3998,0,10,111,121,89,22.571428571428573,0.5714285714285714,0.054165238258484745
169,Racine,8/31/2020,54559,4006,0,8,6,14,89,23.714285714285715,0.5714285714285714,0.05667463298053944
170,Racine,9/1/2020,55121,4026,1,20,562,582,90,22.714285714285715,0.5714285714285714,0.053355704697986575
171,Racine,9/2/2020,55240,4049,1,23,119,142,91,21.714285714285715,0.7142857142857143,0.060461416070007955
172,Racine,9/3/2020,55665,4063,0,14,425,439,91,18.857142857142858,0.2857142857142857,0.058876003568242644
173,Racine,9/4/2020,56318,4129,0,66,653,719,91,24.142857142857142,0.2857142857142857,0.0636055701919458
174,Racine,9/5/2020,56631,4147,0,18,313,331,91,22.714285714285715,0.2857142857142857,0.06771720613287904
175,Racine,9/6/2020,56796,4154,0,7,165,172,91,22.285714285714285,0.2857142857142857,0.06502709462275948
176,Racine,9/7/2020,56937,4158,0,4,141,145,91,21.714285714285715,0.2857142857142857,0.06007905138339921
177,Racine,9/8/2020,57017,4158,0,0,80,80,91,18.857142857142858,0.14285714285714285,0.0650887573964497
178,Racine,9/9/2020,57621,4193,1,35,604,639,92,20.571428571428573,0.14285714285714285,0.05702970297029703
179,Racine,9/10/2020,57918,4213,0,20,297,317,92,21.428571428571427,0.14285714285714285,0.062421972534332085
180,Racine,9/11/2020,58252,4226,0,13,334,347,92,13.857142857142858,0.14285714285714285,0.04775972427375677
181,Racine,9/12/2020,58863,4243,1,17,611,628,93,13.714285714285714,0.2857142857142857,0.041237113402061855
182,Racine,9/13/2020,58921,4259,0,16,58,74,93,15.0,0.2857142857142857,0.04708520179372198
183,Racine,9/14/2020,58923,4261,0,2,2,4,93,14.714285714285714,0.2857142857142857,0.04930588798468166
184,Racine,9/15/2020,59917,4299,1,38,994,1032,94,20.142857142857142,0.42857142857142855,0.04636632686616245
185,Racine,9/16/2020,60328,4321,0,22,411,433,94,18.285714285714285,0.2857142857142857,0.04514991181657848
186,Racine,9/17/2020,60579,4348,0,27,251,278,94,19.285714285714285,0.2857142857142857,0.048283261802575105
187,Racine,9/18/2020,61089,4377,0,29,510,539,94,21.571428571428573,0.2857142857142857,0.05053547523427042
188,Racine,9/19/2020,61576,4419,0,42,487,529,94,25.142857142857142,0.14285714285714285,0.060920733817930076
189,Racine,9/20/2020,61733,4425,0,6,157,163,94,23.714285714285715,0.14285714285714285,0.05574210879785091
