Date,Total Cases,Total Deaths,New Cases,New Deaths,New Cases 7 Day Average,New Deaths 7 Day Average
3/19/20,6,0,3,0,0.8571428571428571,0.0
3/20/20,6,0,0,0,0.8571428571428571,0.0
3/21/20,7,0,1,0,0.8571428571428571,0.0
3/22/20,7,0,0,0,0.8571428571428571,0.0
3/23/20,9,0,2,0,1.0,0.0
3/24/20,10,0,1,0,1.0,0.0
3/25/20,16,0,6,0,1.8571428571428572,0.0
3/26/20,28,0,12,0,3.142857142857143,0.0
3/27/20,28,0,0,0,3.142857142857143,0.0
3/28/20,38,0,10,0,4.428571428571429,0.0
3/29/20,42,0,4,0,5.0,0.0
3/30/20,40,0,-2,0,4.428571428571429,0.0
3/31/20,53,0,13,0,6.142857142857143,0.0
4/1/20,57,0,4,0,5.857142857142857,0.0
4/2/20,75,0,18,0,6.714285714285714,0.0
4/3/20,85,0,10,0,8.142857142857142,0.0
4/4/20,103,0,18,0,9.285714285714286,0.0
4/5/20,113,0,10,0,10.142857142857142,0.0
4/6/20,132,0,19,0,13.142857142857142,0.0
4/7/20,132,0,0,0,11.285714285714286,0.0
4/8/20,153,0,21,0,13.714285714285714,0.0
4/9/20,192,0,39,0,16.714285714285715,0.0
4/10/20,225,1,33,1,20.0,0.14285714285714285
4/11/20,252,2,27,1,21.285714285714285,0.2857142857142857
4/12/20,269,2,17,0,22.285714285714285,0.2857142857142857
4/13/20,292,2,23,0,22.857142857142858,0.2857142857142857
4/14/20,300,2,8,0,24.0,0.2857142857142857
4/15/20,346,4,46,2,27.571428571428573,0.5714285714285714
4/16/20,393,6,47,2,28.714285714285715,0.8571428571428571
4/17/20,451,7,58,1,32.285714285714285,0.8571428571428571
4/18/20,482,7,31,0,32.857142857142854,0.7142857142857143
4/19/20,505,8,23,1,33.714285714285715,0.8571428571428571
4/20/20,531,8,26,0,34.142857142857146,0.8571428571428571
4/21/20,540,9,9,1,34.285714285714285,1.0
4/22/20,587,9,47,0,34.42857142857143,0.7142857142857143
4/23/20,674,10,87,1,40.142857142857146,0.5714285714285714
4/24/20,706,10,32,0,36.42857142857143,0.42857142857142855
4/25/20,706,10,0,0,32.0,0.42857142857142855
4/26/20,780,12,74,2,39.285714285714285,0.5714285714285714
4/27/20,802,12,22,0,38.714285714285715,0.5714285714285714
4/28/20,829,12,27,0,41.285714285714285,0.42857142857142855
4/29/20,857,14,28,2,38.57142857142857,0.7142857142857143
4/30/20,887,18,30,4,30.428571428571427,1.1428571428571428
5/1/20,924,21,37,3,31.142857142857142,1.5714285714285714
5/2/20,961,22,37,1,36.42857142857143,1.7142857142857142
5/3/20,986,22,25,0,29.428571428571427,1.4285714285714286
5/4/20,998,22,12,0,28.0,1.4285714285714286
5/5/20,1029,22,31,0,28.571428571428573,1.4285714285714286
5/6/20,1080,22,51,0,31.857142857142858,1.1428571428571428
5/7/20,1119,23,39,1,33.142857142857146,0.7142857142857143
5/8/20,1190,30,71,7,38.0,1.2857142857142858
5/9/20,1276,32,86,2,45.0,1.4285714285714286
5/10/20,1322,32,46,0,48.0,1.4285714285714286
5/11/20,1340,33,18,1,48.857142857142854,1.5714285714285714
