,Region,Date,New Cases,Estimated Effective R,95% CI Low,95% CI High,one
39,San Francisco,2020-03-12,4,1.18461628222801,0.11610153159096301,2.25313103286506,1
40,San Francisco,2020-03-13,5,1.22389148294815,0.252819593019625,2.19496337287667,1
41,San Francisco,2020-03-14,5,1.26235936369231,0.276441235731736,2.2482774916528903,1
42,San Francisco,2020-03-15,6,1.29939940052516,0.38650454097796394,2.2122942600723503,1
43,San Francisco,2020-03-16,6,1.3341793235198,0.40934218278490997,2.2590164642546897,1
44,San Francisco,2020-03-17,3,1.36567360774549,0.0426392160245173,2.6887079994664598,1
45,San Francisco,2020-03-18,5,1.3927738583718001,0.35798402813934704,2.42756368860426,1
46,San Francisco,2020-03-19,22,1.4144256767850198,0.9173452669180849,1.91150608665196,1
47,San Francisco,2020-03-20,6,1.4297243038766398,0.47283691503008596,2.3866116927232004,1
48,San Francisco,2020-03-21,5,1.43800975601623,0.38682565491693,2.48919385711552,1
49,San Francisco,2020-03-22,27,1.43899805834465,0.9865042734899271,1.8914918431993701,1
50,San Francisco,2020-03-23,23,1.43291643418868,0.943700936862261,1.9221319315151,1
51,San Francisco,2020-03-24,18,1.4205688017274198,0.8699588715012779,1.9711787319535699,1
52,San Francisco,2020-03-25,29,1.4032812424642398,0.9721372207708101,1.83442526415767,1
53,San Francisco,2020-03-26,45,1.3827623165876899,1.03918934877989,1.7263352843955002,1
54,San Francisco,2020-03-27,56,1.3608436443079701,1.05530576632105,1.66638152229489,1
55,San Francisco,2020-03-28,26,1.33914333766708,0.894322446541432,1.7839642287927402,1
56,San Francisco,2020-03-29,35,1.31880381391923,0.938336910573847,1.6992707172646102,1
57,San Francisco,2020-03-30,31,1.30038699969125,0.8989496618560531,1.70182433752645,1
58,San Francisco,2020-03-31,26,1.2839419379086299,0.8483810466993291,1.7195028291179402,1
59,San Francisco,2020-04-01,37,1.26912414259678,0.9061180954672159,1.6321301897263403,1
60,San Francisco,2020-04-02,13,1.2553350184441898,0.6462604436709389,1.86440959321744,1
61,San Francisco,2020-04-03,50,1.2418413752389499,0.9329472363930409,1.5507355140848702,1
62,San Francisco,2020-04-04,29,1.22787383555097,0.82456339502011,1.63118427608183,1
63,San Francisco,2020-04-05,42,1.2127245038778,0.8796673849822422,1.54578162277335,1
64,San Francisco,2020-04-06,15,1.19585064069877,0.6424276183288821,1.7492736630686598,1
65,San Francisco,2020-04-07,36,1.1770214728983501,0.8226097251643141,1.5314332206323897,1
66,San Francisco,2020-04-08,57,1.15643046032734,0.877244650495125,1.43561627015956,1
67,San Francisco,2020-04-09,48,1.13468976144084,0.8333243911839878,1.43605513169768,1
68,San Francisco,2020-04-10,73,1.11269811120847,0.8707028246334341,1.35469339778351,1
69,San Francisco,2020-04-11,60,1.09140926585649,0.8270456060947611,1.35577292561822,1
70,San Francisco,2020-04-12,15,1.0716265702559302,0.547708474638812,1.59554466587304,1
71,San Francisco,2020-04-13,85,1.05387174472272,0.8356119076874471,1.27213158175798,1
72,San Francisco,2020-04-14,30,1.03835411490654,0.673680724696757,1.4030275051163101,1
73,San Francisco,2020-04-15,26,1.02503019611436,0.635827412338308,1.4142329798904199,1
74,San Francisco,2020-04-16,6,1.01372099240975,0.208004930123078,1.8194370546964198,1
75,San Francisco,2020-04-17,39,1.00428754090974,0.689733153940411,1.31884192787907,1
76,San Francisco,2020-04-18,79,0.9967201695616129,0.7765419565432391,1.21689838257999,1
77,San Francisco,2020-04-19,20,0.9910945666019391,0.5547328108229661,1.42745632238091,1
78,San Francisco,2020-04-20,59,0.9874590693673571,0.733865050122146,1.24105308861257,1
79,San Francisco,2020-04-21,15,0.9857544227152242,0.48324204427582,1.4882668011546298,1
80,San Francisco,2020-04-22,2,0.9858304481265071,-0.390443537690624,2.36210443394364,1
81,San Francisco,2020-04-23,69,0.987511973498326,0.7530051878106071,1.22201875918604,1
82,San Francisco,2020-04-24,38,0.9906078360804119,0.6741118658340239,1.3071038063268,1
83,San Francisco,2020-04-25,14,0.994847348346857,0.472301983779539,1.5173927129141798,1
84,San Francisco,2020-04-26,54,0.9997866259065921,0.733061355895311,1.26651189591787,1
85,San Francisco,2020-04-27,16,1.0047620099424701,0.5135379795440129,1.49598604034093,1
86,San Francisco,2020-04-28,44,1.0089118253965899,0.71208237346436,1.3057412773288302,1
87,San Francisco,2020-04-29,19,1.01127227979544,0.559034677304685,1.4635098822861898,1
88,San Francisco,2020-04-30,12,1.01097033142485,0.441995585850753,1.5799450769989398,1
89,San Francisco,2020-05-01,24,1.00745724171621,0.605827089206213,1.4090873942261999,1
90,San Francisco,2020-05-02,26,1.00073329485839,0.616142598772222,1.3853239909445603,1
91,San Francisco,2020-05-03,80,0.99139902021849,0.7731696503954371,1.2096283900415399,1
92,San Francisco,2020-05-04,60,0.9805165041514191,0.729908240840323,1.23112476746251,1
93,San Francisco,2020-05-05,68,0.969333985553837,0.7352698276079279,1.20339814349975,1
94,San Francisco,2020-05-06,19,0.959005224279678,0.518554416659225,1.39945603190013,1
95,San Francisco,2020-05-07,27,0.95046776936118,0.58262917589246,1.3183063628298999,1
96,San Francisco,2020-05-08,50,0.9444096021394409,0.674964057813838,1.21385514646504,1
97,San Francisco,2020-05-09,38,0.941262967441308,0.632698887993391,1.24982704688922,1
98,San Francisco,2020-05-10,52,0.941138623901595,0.677377635042751,1.2048996127604399,1
99,San Francisco,2020-05-11,11,0.9437413672033209,0.369457569768345,1.5180251646382998,1
100,San Francisco,2020-05-12,23,0.948371133431726,0.550244227428248,1.3464980394352002,1
101,San Francisco,2020-05-13,17,0.9540345512348171,0.48956044955251293,1.4185086529171202,1
102,San Francisco,2020-05-14,10,0.9596459292590609,0.35224889499898,1.5670429635191399,1
103,San Francisco,2020-05-15,25,0.964223418506249,0.579154173254933,1.3492926637575702,1
104,San Francisco,2020-05-16,33,0.9670527166679791,0.63139256167754,1.30271287165842,1
105,San Francisco,2020-05-17,32,0.9677561429716008,0.626755234718836,1.3087570512243702,1
106,San Francisco,2020-05-18,38,0.9662882847113259,0.653589264671938,1.2789873047507099,1
107,San Francisco,2020-05-19,51,0.962925717430272,0.693465037468621,1.23238639739192,1
108,San Francisco,2020-05-20,3,0.9582165467892951,-0.150302142625072,2.0667352362036597,1
109,San Francisco,2020-05-21,13,0.952945640448955,0.42193311641528497,1.48395816448262,1
110,San Francisco,2020-05-22,121,0.9480255923968249,0.774418463336332,1.12163272145732,1
111,San Francisco,2020-05-23,30,0.9442561035785658,0.596267229158011,1.29224497799912,1
112,San Francisco,2020-05-24,17,0.942050206751241,0.480278797959986,1.4038216155425,1
113,San Francisco,2020-05-25,19,0.9413192309604108,0.504669839242844,1.3779686226779801,1
114,San Francisco,2020-05-26,13,0.941615871691408,0.413599933219492,1.46963181016332,1
115,San Francisco,2020-05-27,9,0.942411410505981,0.307473556178617,1.5773492648333503,1
116,San Francisco,2020-05-28,29,0.9433384551895321,0.589441259803277,1.29723565057579,1
117,San Francisco,2020-05-29,36,0.9442781313355991,0.6264569659587851,1.2620992967124098,1
118,San Francisco,2020-05-30,59,0.9452975549200731,0.6968776452066999,1.1937174646334499,1
119,San Francisco,2020-05-31,26,0.946495167142622,0.571981555358933,1.32100877892631,1
120,San Francisco,2020-06-01,12,0.947882355139932,0.39609450917041494,1.4996702011094498,1
121,San Francisco,2020-06-02,17,0.949423015765669,0.485392501180742,1.4134535303506002,1
122,San Francisco,2020-06-03,26,0.951153878697096,0.57553824979959,1.3267695075946002,1
123,San Francisco,2020-06-04,31,0.95329227384537,0.608848153837099,1.29773639385364,1
124,San Francisco,2020-06-05,54,0.9562322617576541,0.6948027184227811,1.21766180509253,1
125,San Francisco,2020-06-06,14,0.9604294396123549,0.44567658595364007,1.47518229327107,1
126,San Francisco,2020-06-07,35,0.9662880067746871,0.639682557702163,1.29289345584721,1
127,San Francisco,2020-06-08,32,0.97409810831737,0.6310412158439219,1.3171550007908202,1
