MODIFIED_ZCTA,Total COVID Cases,Total COVID Deaths,Positive test rate,Neighborhood
10001,879,24,5.74,Chelsea/NoMad/West Chelsea
10002,3349,182,8.93,Chinatown/Lower East Side
10003,1537,36,4.41,East Village/Gramercy/Greenwich Village
10004,169,1,5.84,Financial District
10005,239,0,4.79,Financial District
10006,105,1,5.39,Financial District
10007,212,4,4.1,TriBeCa
10009,2024,80,6.31,Alphabet City/East Village/Stuyvesant Town-Cooper Village
10010,1022,27,4.53,Flatiron/Gramercy/Kips Bay
10011,1555,47,5.16,Chelsea
10012,720,11,4.87,Greenwich Village/SoHo
10013,903,22,4.89,Hudson Square/Little Italy/SoHo/TriBeCa
10014,957,27,4.81,Hudson Square/Meatpacking District/West Village
10016,1935,44,5.86,Kips Bay/Murray Hill/NoMad
10017,509,14,5.35,East Midtown/Murray Hill
10018,330,7,5.54,Hell's Kitchen/Midtown Manhattan
10019,1476,50,5.63,Hell's Kitchen/Midtown Manhattan
10021,1413,72,5.38,Lenox Hill/Upper East Side
10022,1012,38,5.32,East Midtown
10023,1606,58,4.72,Lincoln Square
10024,1676,76,5.11,Upper West Side
10025,2999,196,5.47,Manhattan Valley/Morningside Heights/Upper West Side
10026,1530,57,8.1,Central Harlem (South)
10027,2311,121,7.18,Central Harlem (South)/Morningside Heights/West Harlem
10028,1316,36,5.14,Upper East Side/Yorkville
10029,3751,235,9.72,East Harlem
10030,1216,63,9.17,Central Harlem (North)
10031,2884,143,10.72,Hamilton Heights/West Harlem
10032,3505,185,11.6,Washington Heights (South)
10033,3227,127,11.81,Washington Heights (North)/Washington Heights (South)
10034,2162,75,11.15,Inwood/Washington Heights (North)
10035,1910,141,10.28,East Harlem
10036,1141,43,6.57,Hell's Kitchen/Midtown Manhattan
10037,887,72,9.53,Central Harlem (North)/East Harlem
10038,764,32,6.49,Chinatown/Financial District
10039,1108,70,9.76,Central Harlem (North)/Washington Heights (South)
10040,2656,132,11.9,Washington Heights (North)
10044,418,37,7.46,Roosevelt Island
10065,934,32,5.09,Lenox Hill/Upper East Side
10069,237,3,5.4,Lincoln Square
10075,943,49,6.34,Lenox Hill/Upper East Side
10128,1769,48,5.13,Upper East Side/Yorkville
10280,195,1,4.57,Battery Park City
10282,146,14,5.01,Battery Park City
10301,2954,122,14.12,Silver Lake/St. George
10302,1556,40,16.2,Elm Park
10303,2010,57,14.72,Graniteville/Mariner's Harbor/Port Ivory
10304,3510,214,14.93,New Dorp/Todt Hill
10305,3515,98,15.84,Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze
10306,4840,159,15.81,Lighthouse Hill/Midland Beach/New Dorp/Oakwood
10307,1207,19,15.82,Tottenville
10308,2288,42,15.38,Great Kills
10309,2760,43,15.58,Charleston/Prince's Bay/Woodrow
10310,1878,44,14.22,Port Richmond/Randall Manor/West Brighton
10312,4874,79,15.33,Annadale/Rossville
10314,7327,263,15.62,Bloomfield/Freshkills Park
10451,3062,153,12.51,Concourse/Melrose
10452,5217,186,14.24,Concourse/Highbridge
10453,5233,181,14.38,Morris Heights/Mount Hope/University Heights
10454,2398,122,12.6,Mott Haven/Port Morris
10455,2629,118,13.05,Mott Haven
10456,5003,298,12.23,Claremont/Morrisania
10457,4477,199,13.12,Belmont/Claremont/Mount Hope/Tremont
10458,4692,140,13.36,Belmont/Fordham University/Kingsbridge
10459,3121,174,12.75,Charlotte Gardens/Hunts Point
10460,3568,144,13.4,Charlotte Gardens/Tremont/Van Nest/West Farms
10461,3670,149,13.87,Morris Park/Pelham Bay/Westchester Square
10462,4740,200,13.08,Parkchester/Pelham Parkway/Van Nest/Westchester Square
10463,4155,245,11.65,Kingsbridge/Marble Hill/Riverdale/Spuyten Duyvil
10464,276,11,11.43,City Island
10465,3142,103,13.89,Country Club/Throgs Neck
10466,4234,181,13.2,Edenwald/Wakefield
10467,6632,349,13.35,Allerton/Norwood/Pelham Parkway/Williamsbridge
10468,5511,237,14.84,Fordham/Kingsbridge/University Heights
10469,4818,385,13.98,Allerton/Baychester/Pelham Gardens/Williamsbridge
10470,1066,27,14.43,Wakefield/Woodlawn
10471,1425,96,10.69,Fieldston/North Riverdale/Riverdale
10472,4159,216,13.89,Soundview
10473,4068,166,13.66,Castle Hill/Clason Point/Soundview
10474,668,22,12.86,Hunts Point
10475,2639,191,12.37,Co-op City/Edenwald
11004,1023,72,10.88,Bellerose/Douglaston-Little Neck
11101,1716,45,7.43,Astoria (South)/Long Island City/Sunnyside
11102,1651,99,9.55,Astoria (North)
11103,1644,70,8.72,Astoria (North)/Astoria (South)
11104,1165,49,8.75,Sunnyside
11105,1572,55,9.1,Ditmars Steinway
11106,1782,67,9.21,Astoria (South)
11109,204,2,5.45,Long Island City
11201,1683,99,4.45,Brooklyn Heights/DUMBO/Downtown Brooklyn
11203,3737,255,11.96,East Flatbush (North)/East Flatbush (South)
11204,4899,169,14.88,Bensonhurst/Mapleton
11205,1672,60,7.47,Bedford-Stuyvesant (West)/Clinton Hill/Fort Greene
11206,3962,173,9.51,Williamsburg (South)
11207,4785,244,11.83,Cypress Hills/East New York
11208,5820,275,14.33,Cypress Hills/East New York
11209,3337,133,9.92,Bay Ridge/Fort Hamilton
11210,3817,170,13.62,Flatlands/Midwood
11211,4872,153,8.66,East Williamsburg/Williamsburg (North)/Williamsburg (South)
11212,3994,254,11.82,Ocean Hill-Brownsville
11213,3061,157,10.57,Crown Heights (East)
11214,4802,256,12.78,Bath Beach/Bensonhurst/Gravesend
11215,1764,54,4.67,Gowanus/Park Slope/Windsor Terrace
11216,1798,86,6.68,Bedford-Stuyvesant (West)/Crown Heights (West)
11217,1357,90,5.61,Boerum Hill/Park Slope
11218,3979,166,11.05,Kensington/Windsor Terrace
11219,5924,208,14.38,Borough Park
11220,5265,191,12.99,Sunset Park
11221,3406,164,8.84,Bedford-Stuyvesant (East)/Bushwick
11222,1268,36,5.7,Greenpoint
11223,5836,165,15.75,Gravesend/Homecrest
11224,2962,249,14.13,Brighton Beach/Coney Island/Seagate
11225,2338,150,8.74,Crown Heights (West)/Prospect Lefferts Gardens
11226,4506,316,10.43,Flatbush/Prospect Lefferts Gardens
11228,2386,101,12.8,Bath Beach/Dyker Heights
11229,5135,177,13.82,Gerritsen Beach/Homecrest/Sheepshead Bay
11230,7166,289,15.2,Midwood
11231,1104,41,5.41,Carroll Gardens/Cobble Hill/Red Hook
11232,1588,45,11.18,Sunset Park
11233,2793,162,9.38,Bedford-Stuyvesant (East)/Ocean Hill-Brownsville
11234,4929,209,12.65,Bergen Beach/Flatlands/Marine Park/Mill Basin
11235,5688,339,15.13,Brighton Beach/Manhattan Beach/Sheepshead Bay
11236,4862,321,12.4,Canarsie
11237,2295,110,9.92,Bushwick/East Williamsburg
11238,1773,112,5.64,Clinton Hill/Prospect Heights
11239,1010,102,14.12,East New York
11354,2605,331,10.6,Flushing/Murray Hill
11355,3741,195,11.57,Flushing/Murray Hill/Queensboro Hill
11356,1350,48,12.41,College Point
11357,2023,106,10.9,Whitestone
11358,1510,54,9.14,Auburndale/Murray Hill
11360,787,37,8.87,Bayside (North)
11361,1105,62,9.15,Bayside (North)/Bayside (South)
11362,712,42,9.29,Douglaston-Little Neck
11363,261,7,8.27,Douglaston-Little Neck
11364,1266,42,8.84,Bayside (South)/Oakland Gardens
11365,1987,83,10.62,Auburndale/Fresh Meadows/Pomonok/Utopia
11366,849,28,13.69,Fresh Meadows/Hillcrest
11367,2401,74,12.5,Kew Gardens Hills/Pomonok
11368,7934,456,14.72,Corona/North Corona
11369,2982,193,14.82,Airport/East Elmhurst
11370,2332,70,14.92,Jackson Heights/Rikers Island
11372,4472,285,12.92,Jackson Heights
11373,6323,294,13.55,Elmhurst
11374,2646,109,12.75,Rego Park
11375,3462,211,10.27,Forest Hills
11377,5512,229,12.37,Woodside
11378,1944,75,11.74,Maspeth
11379,2058,124,11.8,Middle Village
11385,5604,149,12.47,Glendale/Ridgewood
11411,1106,50,13.58,Cambria Heights
11412,2187,93,13.17,St. Albans
11413,2250,109,13.01,Laurelton/Rosedale
11414,1826,78,14.51,Hamilton Beach/Howard Beach/Lindenwood
11415,1173,63,11.86,Kew Gardens
11416,1762,72,15.47,Ozone Park
11417,2181,56,15.32,Ozone Park
11418,2479,98,14.54,Richmond Hill
11419,3352,121,16.91,Richmond Hill/South Ozone Park
11420,3212,107,16.05,South Ozone Park
11421,2811,112,15.9,Woodhaven
11422,1816,73,13.47,Rosedale
11423,2129,118,14.83,Hollis/Holliswood
11426,1173,40,14.44,Bellerose
11427,1470,45,14.27,Bellerose/Hollis Hills/Holliswood
11428,1262,62,14.69,Queens Village
11429,1747,82,13.72,Queens Village
11432,3846,256,14.17,Hillcrest/Jamaica Estates/Jamaica Hills
11433,1938,102,13.2,Jamaica
11434,3716,210,13.08,Airport/South Jamaica/Springfield Gardens/St. Albans
11435,3487,166,14.52,Briarwood/Jamaica
11436,1144,51,13.97,South Jamaica/South Ozone Park
11691,5001,392,15.32,Edgemere/Far Rockaway
11692,1186,95,12.58,Arverne/Edgemere
11693,701,31,12.65,Arverne/Broad Channel
11694,1547,89,13.86,Belle Harbor-Neponsit/Rockaway Park
11697,405,7,12.86,Breezy Point
