MODIFIED_ZCTA,Total COVID Cases,Total COVID Deaths,Positive test rate,Neighborhood
10001,1289,32,7.14,Chelsea/NoMad/West Chelsea
10002,5004,238,11.51,Chinatown/Lower East Side
10003,2322,45,6.0,East Village/Gramercy/Greenwich Village
10004,225,2,6.65,Financial District
10005,346,0,6.04,Financial District
10006,144,1,6.38,Financial District
10007,328,4,5.55,TriBeCa
10009,3043,108,8.45,Alphabet City/East Village/Stuyvesant Town-Cooper Village
10010,1473,36,5.71,Flatiron/Gramercy/Kips Bay
10011,2205,60,6.58,Chelsea
10012,1061,14,6.47,Greenwich Village/SoHo
10013,1410,31,6.77,Hudson Square/Little Italy/SoHo/TriBeCa
10014,1348,30,6.2,Hudson Square/Meatpacking District/West Village
10016,2664,61,7.19,Kips Bay/Murray Hill/NoMad
10017,707,17,6.38,East Midtown/Murray Hill
10018,464,8,6.17,Hell's Kitchen/Midtown Manhattan
10019,2099,60,7.08,Hell's Kitchen/Midtown Manhattan
10021,1944,83,6.66,Lenox Hill/Upper East Side
10022,1377,46,6.09,East Midtown
10023,2342,73,6.12,Lincoln Square
10024,2342,92,6.33,Upper West Side
10025,4422,236,7.19,Manhattan Valley/Morningside Heights/Upper West Side
10026,2285,72,10.61,Central Harlem (South)
10027,3357,150,9.2,Central Harlem (South)/Morningside Heights/West Harlem
10028,1851,46,6.54,Upper East Side/Yorkville
10029,5478,285,12.2,East Harlem
10030,1788,76,11.48,Central Harlem (North)
10031,4072,174,12.97,Hamilton Heights/West Harlem
10032,4783,214,13.78,Washington Heights (South)
10033,4305,150,13.77,Washington Heights (North)/Washington Heights (South)
10034,3155,99,14.23,Inwood/Washington Heights (North)
10035,2709,162,12.68,East Harlem
10036,1571,53,7.82,Hell's Kitchen/Midtown Manhattan
10037,1246,83,11.14,Central Harlem (North)/East Harlem
10038,1135,45,8.26,Chinatown/Financial District
10039,1624,82,12.15,Central Harlem (North)/Washington Heights (South)
10040,3748,148,14.71,Washington Heights (North)
10044,503,38,7.99,Roosevelt Island
10065,1250,38,6.05,Lenox Hill/Upper East Side
10069,341,3,6.9,Lincoln Square
10075,1325,64,8.01,Lenox Hill/Upper East Side
10128,2575,65,6.74,Upper East Side/Yorkville
10280,276,3,5.73,Battery Park City
10282,185,14,5.33,Battery Park City
10301,3830,137,16.23,Silver Lake/St. George
10302,2026,51,18.53,Elm Park
10303,2655,71,17.03,Graniteville/Mariner's Harbor/Port Ivory
10304,4637,243,17.34,New Dorp/Todt Hill
10305,4749,125,18.87,Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze
10306,6451,204,18.61,Lighthouse Hill/Midland Beach/New Dorp/Oakwood
10307,1613,25,18.67,Tottenville
10308,3081,58,18.15,Great Kills
10309,3740,56,18.51,Charleston/Prince's Bay/Woodrow
10310,2367,48,15.95,Port Richmond/Randall Manor/West Brighton
10312,6414,106,17.74,Annadale/Rossville
10314,9630,309,18.13,Bloomfield/Freshkills Park
10451,4323,177,15.03,Concourse/Melrose
10452,7274,227,16.82,Concourse/Highbridge
10453,7411,218,17.24,Morris Heights/Mount Hope/University Heights
