MODIFIED_ZCTA,Total COVID Cases,Total COVID Deaths,Positive test rate,Neighborhood
10001,408,24,8.47,Chelsea/NoMad/West Chelsea
10002,1175,159,11.92,Chinatown/Lower East Side
10003,495,34,6.44,East Village/Gramercy/Greenwich Village
10004,36,1,6.94,Financial District
10005,74,2,6.32,Financial District
10006,34,0,6.28,Financial District
10007,67,3,5.28,TriBeCa
10009,760,69,8.59,Alphabet City/East Village/Stuyvesant Town-Cooper Village
10010,290,19,5.54,Flatiron/Gramercy/Kips Bay
10011,558,43,6.99,Chelsea
10012,182,9,5.81,Greenwich Village/SoHo
10013,291,21,6.17,Hudson Square/Little Italy/SoHo/TriBeCa
10014,339,28,6.32,Hudson Square/Meatpacking District/West Village
10016,759,49,8.13,Kips Bay/Murray Hill/NoMad
10017,155,8,6.18,East Midtown/Murray Hill
10018,242,5,9.06,Hell's Kitchen/Midtown Manhattan
10019,648,42,8.22,Hell's Kitchen/Midtown Manhattan
10021,601,65,7.69,Lenox Hill/Upper East Side
10022,368,30,6.84,East Midtown
10023,599,53,6.33,Lincoln Square
10024,769,72,7.73,Upper West Side
10025,1449,172,8.27,Manhattan Valley/Morningside Heights/Upper West Side
10026,691,47,12.45,Central Harlem (South)
10027,1110,113,12.0,Central Harlem (South)/Morningside Heights/West Harlem
10028,504,31,6.91,Upper East Side/Yorkville
10029,1901,211,15.3,East Harlem
10030,536,56,13.83,Central Harlem (North)
10031,1419,131,14.43,Hamilton Heights/West Harlem
10032,1639,173,15.72,Washington Heights (South)
10033,1435,120,15.69,Washington Heights (North)/Washington Heights (South)
10034,777,70,12.8,Inwood/Washington Heights (North)
10035,1062,131,16.97,East Harlem
10036,471,39,9.45,Hell's Kitchen/Midtown Manhattan
10037,548,63,14.21,Central Harlem (North)/East Harlem
10038,262,28,9.21,Chinatown/Financial District
10039,556,64,15.44,Central Harlem (North)/Washington Heights (South)
10040,1193,118,16.43,Washington Heights (North)
10044,245,36,12.92,Roosevelt Island
10065,337,28,6.28,Lenox Hill/Upper East Side
10069,62,2,6.65,Lincoln Square
10075,434,45,9.5,Lenox Hill/Upper East Side
10128,673,42,6.91,Upper East Side/Yorkville
10280,60,0,6.22,Battery Park City
10282,77,15,11.41,Battery Park City
10301,1257,105,18.36,Silver Lake/St. George
10302,652,32,22.82,Elm Park
10303,912,45,20.8,Graniteville/Mariner's Harbor/Port Ivory
10304,1433,182,19.36,New Dorp/Todt Hill
10305,1294,80,18.99,Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze
10306,1506,82,17.04,Lighthouse Hill/Midland Beach/New Dorp/Oakwood
10307,400,15,18.86,Tottenville
10308,671,28,17.33,Great Kills
10309,870,31,17.65,Charleston/Prince's Bay/Woodrow
10310,729,33,17.61,Port Richmond/Randall Manor/West Brighton
10312,1572,59,17.94,Annadale/Rossville
10314,2759,201,18.78,Bloomfield/Freshkills Park
10451,1647,148,19.25,Concourse/Melrose
10452,2571,169,20.02,Concourse/Highbridge
10453,2540,163,21.22,Morris Heights/Mount Hope/University Heights
10454,1207,105,18.57,Mott Haven/Port Morris
10455,1377,107,20.16,Mott Haven
10456,2684,286,18.45,Claremont/Morrisania
10457,2299,185,19.08,Belmont/Claremont/Mount Hope/Tremont
10458,2228,125,19.56,Belmont/Fordham University/Kingsbridge
10459,1589,166,20.17,Charlotte Gardens/Hunts Point
10460,1768,126,19.95,Charlotte Gardens/Tremont/Van Nest/West Farms
10461,1919,137,19.81,Morris Park/Pelham Bay/Westchester Square
10462,2369,176,18.74,Parkchester/Pelham Parkway/Van Nest/Westchester Square
10463,2148,210,16.18,Kingsbridge/Marble Hill/Riverdale/Spuyten Duyvil
10464,129,9,15.39,City Island
10465,1554,83,19.43,Country Club/Throgs Neck
10466,2516,167,22.33,Edenwald/Wakefield
10467,3612,313,21.22,Allerton/Norwood/Pelham Parkway/Williamsbridge
10468,2942,219,20.05,Fordham/Kingsbridge/University Heights
10469,3154,353,22.07,Allerton/Baychester/Pelham Gardens/Williamsbridge
