MODIFIED_ZCTA,Total COVID Cases,Total COVID Deaths,Positive test rate,Neighborhood
10001,410,24,8.17,Chelsea/NoMad/West Chelsea
10002,1199,160,11.47,Chinatown/Lower East Side
10003,497,34,6.17,East Village/Gramercy/Greenwich Village
10004,36,1,6.58,Financial District
10005,75,2,6.02,Financial District
10006,34,0,5.94,Financial District
10007,67,3,5.04,TriBeCa
10009,764,69,8.27,Alphabet City/East Village/Stuyvesant Town-Cooper Village
10010,300,19,5.43,Flatiron/Gramercy/Kips Bay
10011,563,43,6.76,Chelsea
10012,184,9,5.6,Greenwich Village/SoHo
10013,295,21,5.93,Hudson Square/Little Italy/SoHo/TriBeCa
10014,344,28,6.16,Hudson Square/Meatpacking District/West Village
10016,768,49,7.87,Kips Bay/Murray Hill/NoMad
10017,155,8,5.92,East Midtown/Murray Hill
10018,243,5,8.85,Hell's Kitchen/Midtown Manhattan
10019,650,42,7.94,Hell's Kitchen/Midtown Manhattan
10021,603,65,7.25,Lenox Hill/Upper East Side
10022,369,30,6.62,East Midtown
10023,602,53,6.1,Lincoln Square
10024,777,72,7.47,Upper West Side
10025,1459,172,8.02,Manhattan Valley/Morningside Heights/Upper West Side
10026,697,47,12.04,Central Harlem (South)
10027,1117,113,11.62,Central Harlem (South)/Morningside Heights/West Harlem
10028,505,32,6.64,Upper East Side/Yorkville
10029,1910,211,14.6,East Harlem
10030,539,56,13.32,Central Harlem (North)
10031,1426,131,14.01,Hamilton Heights/West Harlem
10032,1653,173,15.38,Washington Heights (South)
10033,1442,120,15.28,Washington Heights (North)/Washington Heights (South)
10034,781,70,12.39,Inwood/Washington Heights (North)
10035,1069,133,16.42,East Harlem
10036,477,39,9.18,Hell's Kitchen/Midtown Manhattan
10037,551,63,13.79,Central Harlem (North)/East Harlem
10038,263,28,8.71,Chinatown/Financial District
10039,561,64,14.98,Central Harlem (North)/Washington Heights (South)
10040,1199,118,15.96,Washington Heights (North)
10044,247,36,12.62,Roosevelt Island
10065,336,28,6.02,Lenox Hill/Upper East Side
10069,62,2,6.39,Lincoln Square
10075,434,45,9.07,Lenox Hill/Upper East Side
10128,679,42,6.68,Upper East Side/Yorkville
10280,61,0,5.94,Battery Park City
10282,78,15,11.11,Battery Park City
10301,1262,106,17.9,Silver Lake/St. George
10302,652,32,22.15,Elm Park
10303,916,45,20.31,Graniteville/Mariner's Harbor/Port Ivory
10304,1433,182,18.73,New Dorp/Todt Hill
10305,1302,80,18.56,Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze
10306,1511,82,16.62,Lighthouse Hill/Midland Beach/New Dorp/Oakwood
10307,401,15,18.29,Tottenville
10308,675,28,16.76,Great Kills
10309,874,31,17.11,Charleston/Prince's Bay/Woodrow
10310,731,33,17.19,Port Richmond/Randall Manor/West Brighton
10312,1585,59,17.44,Annadale/Rossville
10314,2763,202,18.24,Bloomfield/Freshkills Park
10451,1650,148,18.31,Concourse/Melrose
10452,2586,169,19.41,Concourse/Highbridge
10453,2555,163,20.5,Morris Heights/Mount Hope/University Heights
10454,1214,105,17.95,Mott Haven/Port Morris
10455,1382,108,19.5,Mott Haven
10456,2701,287,17.89,Claremont/Morrisania
10457,2324,185,18.37,Belmont/Claremont/Mount Hope/Tremont
10458,2241,125,18.91,Belmont/Fordham University/Kingsbridge
10459,1598,166,19.59,Charlotte Gardens/Hunts Point
10460,1774,126,19.38,Charlotte Gardens/Tremont/Van Nest/West Farms
10461,1920,137,19.2,Morris Park/Pelham Bay/Westchester Square
10462,2376,177,18.18,Parkchester/Pelham Parkway/Van Nest/Westchester Square
10463,2156,211,15.82,Kingsbridge/Marble Hill/Riverdale/Spuyten Duyvil
10464,129,9,14.86,City Island
10465,1555,83,18.87,Country Club/Throgs Neck
10466,2526,167,21.76,Edenwald/Wakefield
10467,3631,316,20.58,Allerton/Norwood/Pelham Parkway/Williamsbridge
10468,2949,219,19.47,Fordham/Kingsbridge/University Heights
10469,3157,355,21.55,Allerton/Baychester/Pelham Gardens/Williamsbridge
10470,471,20,18.14,Wakefield/Woodlawn
10471,836,83,15.66,Fieldston/North Riverdale/Riverdale
10472,2120,188,21.8,Soundview
10473,2046,136,19.3,Castle Hill/Clason Point/Soundview
10474,343,21,20.08,Hunts Point
10475,1803,174,21.11,Co-op City/Edenwald
11004,613,67,14.77,Bellerose/Douglaston-Little Neck
11096,1,0,100.0,
11101,682,38,9.8,Astoria (South)/Long Island City/Sunnyside
11102,666,78,12.01,Astoria (North)
11103,609,52,10.52,Astoria (North)/Astoria (South)
11104,521,42,11.76,Sunnyside
11105,517,43,9.38,Ditmars Steinway
11106,701,52,11.74,Astoria (South)
11109,58,2,5.92,Long Island City
11201,777,94,6.49,Brooklyn Heights/DUMBO/Downtown Brooklyn
11203,2189,242,19.63,East Flatbush (North)/East Flatbush (South)
11204,2125,142,17.06,Bensonhurst/Mapleton
11205,789,50,11.11,Bedford-Stuyvesant (West)/Clinton Hill/Fort Greene
