MODIFIED_ZCTA,Total COVID Cases,Total COVID Deaths,Positive test rate,Neighborhood
10001,442,26,7.06,Chelsea/NoMad/West Chelsea
10002,1322,161,8.21,Chinatown/Lower East Side
10003,536,35,3.8,East Village/Gramercy/Greenwich Village
10004,40,1,5.25,Financial District
10005,94,2,4.84,Financial District
10006,39,0,4.89,Financial District
10007,72,3,3.88,TriBeCa
10009,835,69,5.75,Alphabet City/East Village/Stuyvesant Town-Cooper Village
10010,333,19,3.81,Flatiron/Gramercy/Kips Bay
10011,626,44,4.89,Chelsea
10012,219,9,3.72,Greenwich Village/SoHo
10013,327,21,4.2,Hudson Square/Little Italy/SoHo/TriBeCa
10014,374,29,4.38,Hudson Square/Meatpacking District/West Village
10016,836,50,6.04,Kips Bay/Murray Hill/NoMad
10017,166,8,4.28,East Midtown/Murray Hill
10018,213,5,9.73,Hell's Kitchen/Midtown Manhattan
10019,698,42,5.86,Hell's Kitchen/Midtown Manhattan
10021,634,65,5.32,Lenox Hill/Upper East Side
10022,398,32,5.17,East Midtown
10023,654,54,4.63,Lincoln Square
10024,832,75,5.52,Upper West Side
10025,1535,178,5.98,Manhattan Valley/Morningside Heights/Upper West Side
10026,755,47,8.89,Central Harlem (South)
10027,1180,113,8.32,Central Harlem (South)/Morningside Heights/West Harlem
10028,545,34,4.99,Upper East Side/Yorkville
10029,2026,213,10.55,East Harlem
10030,568,57,9.56,Central Harlem (North)
10031,1519,133,10.83,Hamilton Heights/West Harlem
10032,1752,175,12.08,Washington Heights (South)
10033,1523,121,11.45,Washington Heights (North)/Washington Heights (South)
10034,870,72,9.64,Inwood/Washington Heights (North)
10035,1130,136,12.22,East Harlem
10036,515,40,6.68,Hell's Kitchen/Midtown Manhattan
10037,581,63,11.19,Central Harlem (North)/East Harlem
10038,292,28,6.1,Chinatown/Financial District
10039,615,66,11.07,Central Harlem (North)/Washington Heights (South)
10040,1282,119,11.73,Washington Heights (North)
10044,260,36,9.63,Roosevelt Island
10065,360,28,4.45,Lenox Hill/Upper East Side
10069,69,2,4.34,Lincoln Square
10075,448,45,6.63,Lenox Hill/Upper East Side
10128,715,41,4.75,Upper East Side/Yorkville
10280,64,0,3.89,Battery Park City
10282,84,15,8.1,Battery Park City
10301,1315,107,14.08,Silver Lake/St. George
10302,686,32,17.74,Elm Park
10303,945,47,15.87,Graniteville/Mariner's Harbor/Port Ivory
10304,1527,183,14.82,New Dorp/Todt Hill
10305,1370,80,15.09,Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze
10306,1578,82,12.97,Lighthouse Hill/Midland Beach/New Dorp/Oakwood
10307,418,15,14.36,Tottenville
10308,707,28,12.63,Great Kills
10309,914,32,13.36,Charleston/Prince's Bay/Woodrow
10310,760,33,13.81,Port Richmond/Randall Manor/West Brighton
10312,1671,59,13.5,Annadale/Rossville
10314,2899,201,14.39,Bloomfield/Freshkills Park
10451,1744,152,14.23,Concourse/Melrose
10452,2749,175,15.07,Concourse/Highbridge
10453,2714,165,15.74,Morris Heights/Mount Hope/University Heights
10454,1280,106,14.74,Mott Haven/Port Morris
10455,1467,111,14.94,Mott Haven
10456,2846,291,14.18,Claremont/Morrisania
10457,2483,187,14.52,Belmont/Claremont/Mount Hope/Tremont
10458,2421,126,14.77,Belmont/Fordham University/Kingsbridge
10459,1674,166,14.59,Charlotte Gardens/Hunts Point
10460,1886,127,14.9,Charlotte Gardens/Tremont/Van Nest/West Farms
10461,1974,141,15.19,Morris Park/Pelham Bay/Westchester Square
10462,2512,183,14.37,Parkchester/Pelham Parkway/Van Nest/Westchester Square
10463,2263,216,12.54,Kingsbridge/Marble Hill/Riverdale/Spuyten Duyvil
10464,135,9,12.4,City Island
10465,1594,87,14.89,Country Club/Throgs Neck
10466,2619,170,17.01,Edenwald/Wakefield
10467,3817,325,15.6,Allerton/Norwood/Pelham Parkway/Williamsbridge
10468,3118,222,15.68,Fordham/Kingsbridge/University Heights
10469,3248,365,17.45,Allerton/Baychester/Pelham Gardens/Williamsbridge
10470,492,20,15.76,Wakefield/Woodlawn
10471,861,86,12.42,Fieldston/North Riverdale/Riverdale
10472,2219,189,16.84,Soundview
10473,2163,139,15.42,Castle Hill/Clason Point/Soundview
10474,354,21,14.28,Hunts Point
10475,1862,176,16.5,Co-op City/Edenwald
11004,632,68,12.19,Bellerose/Douglaston-Little Neck
11101,733,39,7.03,Astoria (South)/Long Island City/Sunnyside
11102,715,80,9.06,Astoria (North)
11103,663,54,7.63,Astoria (North)/Astoria (South)
11104,558,42,8.95,Sunnyside
11105,556,43,6.87,Ditmars Steinway
11106,779,55,8.9,Astoria (South)
11109,64,2,4.44,Long Island City
11201,823,95,4.66,Brooklyn Heights/DUMBO/Downtown Brooklyn
11203,2249,243,15.38,East Flatbush (North)/East Flatbush (South)
11204,2253,145,15.54,Bensonhurst/Mapleton
11205,822,50,8.42,Bedford-Stuyvesant (West)/Clinton Hill/Fort Greene
11206,1815,153,9.51,Williamsburg (South)
11207,2378,216,13.28,Cypress Hills/East New York
11208,2702,250,15.0,Cypress Hills/East New York
11209,1296,117,9.03,Bay Ridge/Fort Hamilton
11210,1873,150,14.76,Flatlands/Midwood
11211,2344,138,9.12,East Williamsburg/Williamsburg (North)/Williamsburg (South)
11212,2119,235,14.43,Ocean Hill-Brownsville
11213,1571,149,11.83,Crown Heights (East)
11214,1755,184,11.33,Bath Beach/Bensonhurst/Gravesend
11215,702,46,4.3,Gowanus/Park Slope/Windsor Terrace
11216,860,76,6.67,Bedford-Stuyvesant (West)/Crown Heights (West)
