MODIFIED_ZCTA,Total COVID Cases,Total COVID Deaths,Positive test rate,Neighborhood
10001,431,26,6.33,Chelsea/NoMad/West Chelsea
10002,1285,161,9.13,Chinatown/Lower East Side
10003,522,34,4.73,East Village/Gramercy/Greenwich Village
10004,39,1,5.25,Financial District
10005,89,2,5.0,Financial District
10006,39,0,5.03,Financial District
10007,70,3,3.85,TriBeCa
10009,818,69,6.41,Alphabet City/East Village/Stuyvesant Town-Cooper Village
10010,320,19,4.37,Flatiron/Gramercy/Kips Bay
10011,609,43,5.33,Chelsea
10012,203,9,4.35,Greenwich Village/SoHo
10013,321,21,4.65,Hudson Square/Little Italy/SoHo/TriBeCa
10014,369,29,4.84,Hudson Square/Meatpacking District/West Village
10016,812,50,6.18,Kips Bay/Murray Hill/NoMad
10017,165,8,4.69,East Midtown/Murray Hill
10018,260,5,6.94,Hell's Kitchen/Midtown Manhattan
10019,686,42,6.29,Hell's Kitchen/Midtown Manhattan
10021,623,64,5.65,Lenox Hill/Upper East Side
10022,388,32,5.25,East Midtown
10023,642,54,4.9,Lincoln Square
10024,810,75,6.01,Upper West Side
10025,1508,177,6.51,Manhattan Valley/Morningside Heights/Upper West Side
10026,731,47,9.63,Central Harlem (South)
10027,1164,113,9.12,Central Harlem (South)/Morningside Heights/West Harlem
10028,528,33,5.27,Upper East Side/Yorkville
10029,1983,212,11.29,East Harlem
10030,565,56,10.66,Central Harlem (North)
10031,1490,133,11.47,Hamilton Heights/West Harlem
10032,1721,174,12.51,Washington Heights (South)
10033,1490,121,12.3,Washington Heights (North)/Washington Heights (South)
10034,844,71,10.08,Inwood/Washington Heights (North)
10035,1114,136,13.11,East Harlem
10036,503,40,7.27,Hell's Kitchen/Midtown Manhattan
10037,566,63,11.23,Central Harlem (North)/East Harlem
10038,283,28,6.7,Chinatown/Financial District
10039,597,64,11.7,Central Harlem (North)/Washington Heights (South)
10040,1258,119,12.78,Washington Heights (North)
10044,256,36,10.61,Roosevelt Island
10065,354,28,4.85,Lenox Hill/Upper East Side
10069,68,2,5.28,Lincoln Square
10075,441,45,7.03,Lenox Hill/Upper East Side
10128,708,41,5.26,Upper East Side/Yorkville
10280,62,0,4.55,Battery Park City
10282,84,15,8.87,Battery Park City
10301,1298,106,15.02,Silver Lake/St. George
10302,680,32,18.69,Elm Park
10303,935,47,16.91,Graniteville/Mariner's Harbor/Port Ivory
10304,1496,182,15.97,New Dorp/Todt Hill
10305,1348,80,15.81,Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze
10306,1558,82,13.84,Lighthouse Hill/Midland Beach/New Dorp/Oakwood
10307,415,15,15.29,Tottenville
10308,697,28,13.77,Great Kills
10309,907,31,14.29,Charleston/Prince's Bay/Woodrow
10310,751,33,14.61,Port Richmond/Randall Manor/West Brighton
10312,1653,59,14.54,Annadale/Rossville
10314,2859,201,15.35,Bloomfield/Freshkills Park
10451,1710,150,15.06,Concourse/Melrose
10452,2685,172,15.75,Concourse/Highbridge
10453,2654,165,16.75,Morris Heights/Mount Hope/University Heights
10454,1259,105,15.13,Mott Haven/Port Morris
10455,1434,111,15.96,Mott Haven
10456,2802,291,14.75,Claremont/Morrisania
10457,2449,187,14.92,Belmont/Claremont/Mount Hope/Tremont
10458,2363,126,15.59,Belmont/Fordham University/Kingsbridge
10459,1651,166,15.6,Charlotte Gardens/Hunts Point
10460,1853,127,15.98,Charlotte Gardens/Tremont/Van Nest/West Farms
10461,1961,139,16.19,Morris Park/Pelham Bay/Westchester Square
