MODIFIED_ZCTA,Total COVID Cases,Total COVID Deaths,Positive test rate,Neighborhood
10001,599,23,4.52,Chelsea/NoMad/West Chelsea
10002,1984,162,6.31,Chinatown/Lower East Side
10003,1034,33,3.28,East Village/Gramercy/Greenwich Village
10004,89,1,3.98,Financial District
10005,161,0,3.76,Financial District
10006,71,1,4.25,Financial District
10007,140,4,3.15,TriBeCa
10009,1367,66,4.79,Alphabet City/East Village/Stuyvesant Town-Cooper Village
10010,674,23,3.47,Flatiron/Gramercy/Kips Bay
10011,1077,47,4.07,Chelsea
10012,487,9,3.72,Greenwich Village/SoHo
10013,531,19,3.29,Hudson Square/Little Italy/SoHo/TriBeCa
10014,687,26,3.93,Hudson Square/Meatpacking District/West Village
10016,1271,43,4.44,Kips Bay/Murray Hill/NoMad
10017,307,11,3.86,East Midtown/Murray Hill
10018,214,7,4.48,Hell's Kitchen/Midtown Manhattan
10019,1062,42,4.63,Hell's Kitchen/Midtown Manhattan
10021,974,68,4.3,Lenox Hill/Upper East Side
10022,654,32,4.18,East Midtown
10023,1059,55,3.6,Lincoln Square
10024,1163,74,4.09,Upper West Side
10025,2144,181,4.45,Manhattan Valley/Morningside Heights/Upper West Side
10026,1084,54,6.59,Central Harlem (South)
10027,1646,116,5.84,Central Harlem (South)/Morningside Heights/West Harlem
10028,863,33,3.92,Upper East Side/Yorkville
10029,2664,215,7.95,East Harlem
10030,866,62,7.6,Central Harlem (North)
10031,2097,132,8.84,Hamilton Heights/West Harlem
10032,2497,173,9.44,Washington Heights (South)
10033,2234,121,9.26,Washington Heights (North)/Washington Heights (South)
10034,1337,71,8.06,Inwood/Washington Heights (North)
10035,1438,135,8.81,East Harlem
10036,815,41,5.41,Hell's Kitchen/Midtown Manhattan
10037,626,61,7.98,Central Harlem (North)/East Harlem
10038,508,27,4.96,Chinatown/Financial District
10039,784,66,8.01,Central Harlem (North)/Washington Heights (South)
10040,1867,127,9.56,Washington Heights (North)
10044,313,36,6.48,Roosevelt Island
10065,622,28,3.9,Lenox Hill/Upper East Side
10069,148,3,3.96,Lincoln Square
10075,628,45,4.9,Lenox Hill/Upper East Side
10128,1156,43,3.83,Upper East Side/Yorkville
10280,115,0,3.18,Battery Park City
10282,113,14,4.59,Battery Park City
10301,2018,111,11.52,Silver Lake/St. George
10302,1039,33,13.02,Elm Park
10303,1374,49,12.09,Graniteville/Mariner's Harbor/Port Ivory
10304,2310,186,11.89,New Dorp/Todt Hill
10305,2225,84,12.23,Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze
10306,2987,109,11.98,Lighthouse Hill/Midland Beach/New Dorp/Oakwood
10307,755,17,12.11,Tottenville
