MODIFIED_ZCTA,Total COVID Cases,Total COVID Deaths,Positive test rate,Neighborhood
10001,983,26,6.13,Chelsea/NoMad/West Chelsea
10002,3745,193,9.64,Chinatown/Lower East Side
10003,1736,37,4.84,East Village/Gramercy/Greenwich Village
10004,186,2,6.21,Financial District
10005,260,0,5.0,Financial District
10006,115,1,5.69,Financial District
10007,243,4,4.53,TriBeCa
10009,2265,85,6.84,Alphabet City/East Village/Stuyvesant Town-Cooper Village
10010,1140,31,4.93,Flatiron/Gramercy/Kips Bay
10011,1702,50,5.52,Chelsea
10012,818,12,5.37,Greenwich Village/SoHo
10013,1034,23,5.46,Hudson Square/Little Italy/SoHo/TriBeCa
10014,1043,27,5.16,Hudson Square/Meatpacking District/West Village
10016,2104,50,6.2,Kips Bay/Murray Hill/NoMad
10017,570,15,5.79,East Midtown/Murray Hill
10018,368,7,5.86,Hell's Kitchen/Midtown Manhattan
10019,1644,51,6.13,Hell's Kitchen/Midtown Manhattan
10021,1544,73,5.74,Lenox Hill/Upper East Side
10022,1117,38,5.61,East Midtown
10023,1765,57,5.07,Lincoln Square
10024,1834,81,5.44,Upper West Side
10025,3388,199,6.02,Manhattan Valley/Morningside Heights/Upper West Side
10026,1716,61,8.8,Central Harlem (South)
10027,2603,129,7.83,Central Harlem (South)/Morningside Heights/West Harlem
10028,1481,38,5.64,Upper East Side/Yorkville
10029,4190,241,10.5,East Harlem
10030,1362,63,9.86,Central Harlem (North)
10031,3175,151,11.37,Hamilton Heights/West Harlem
10032,3880,193,12.36,Washington Heights (South)
10033,3528,133,12.49,Washington Heights (North)/Washington Heights (South)
10034,2422,77,12.1,Inwood/Washington Heights (North)
10035,2105,145,10.98,East Harlem
10036,1274,45,7.09,Hell's Kitchen/Midtown Manhattan
10037,967,76,9.97,Central Harlem (North)/East Harlem
10038,882,33,7.13,Chinatown/Financial District
10039,1237,74,10.45,Central Harlem (North)/Washington Heights (South)
10040,2921,134,12.68,Washington Heights (North)
10044,442,37,7.68,Roosevelt Island
10065,1022,32,5.34,Lenox Hill/Upper East Side
10069,262,3,5.84,Lincoln Square
10075,1032,50,6.75,Lenox Hill/Upper East Side
10128,1961,53,5.54,Upper East Side/Yorkville
10280,218,2,4.88,Battery Park City
10282,156,14,5.24,Battery Park City
10301,3196,125,14.74,Silver Lake/St. George
10302,1687,44,16.95,Elm Park
10303,2173,60,15.31,Graniteville/Mariner's Harbor/Port Ivory
10304,3828,222,15.75,New Dorp/Todt Hill
10305,3866,102,16.88,Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze
10306,5261,171,16.6,Lighthouse Hill/Midland Beach/New Dorp/Oakwood
10307,1299,20,16.46,Tottenville
10308,2470,46,16.1,Great Kills
10309,3017,46,16.47,Charleston/Prince's Bay/Woodrow
10310,2026,45,14.82,Port Richmond/Randall Manor/West Brighton
10312,5233,88,15.96,Annadale/Rossville
10314,7922,277,16.29,Bloomfield/Freshkills Park
10451,3364,160,13.18,Concourse/Melrose
10452,5732,195,14.99,Concourse/Highbridge
