MODIFIED_ZCTA,Total COVID Cases,Total COVID Deaths,Positive test rate,Neighborhood
10001,726,24,5.02,Chelsea/NoMad/West Chelsea
10002,2728,169,7.81,Chinatown/Lower East Side
10003,1274,34,3.81,East Village/Gramercy/Greenwich Village
10004,115,1,4.35,Financial District
10005,207,0,4.36,Financial District
10006,93,1,4.86,Financial District
10007,174,4,3.57,TriBeCa
10009,1700,73,5.54,Alphabet City/East Village/Stuyvesant Town-Cooper Village
10010,840,24,3.95,Flatiron/Gramercy/Kips Bay
10011,1311,46,4.57,Chelsea
10012,601,11,4.26,Greenwich Village/SoHo
10013,726,20,4.12,Hudson Square/Little Italy/SoHo/TriBeCa
10014,820,27,4.32,Hudson Square/Meatpacking District/West Village
10016,1593,43,5.09,Kips Bay/Murray Hill/NoMad
10017,426,14,4.76,East Midtown/Murray Hill
10018,271,7,5.02,Hell's Kitchen/Midtown Manhattan
10019,1279,47,5.1,Hell's Kitchen/Midtown Manhattan
10021,1202,70,4.82,Lenox Hill/Upper East Side
10022,841,36,4.72,East Midtown
10023,1314,57,4.06,Lincoln Square
10024,1436,75,4.62,Upper West Side
10025,2577,189,4.94,Manhattan Valley/Morningside Heights/Upper West Side
10026,1298,54,7.24,Central Harlem (South)
10027,1889,117,6.26,Central Harlem (South)/Morningside Heights/West Harlem
10028,1104,35,4.54,Upper East Side/Yorkville
10029,3180,224,8.69,East Harlem
10030,1033,62,8.22,Central Harlem (North)
10031,2491,142,9.73,Hamilton Heights/West Harlem
10032,3001,179,10.47,Washington Heights (South)
10033,2748,126,10.53,Washington Heights (North)/Washington Heights (South)
10034,1751,73,9.57,Inwood/Washington Heights (North)
10035,1689,139,9.6,East Harlem
10036,971,40,5.85,Hell's Kitchen/Midtown Manhattan
10037,747,65,8.61,Central Harlem (North)/East Harlem
10038,633,28,5.63,Chinatown/Financial District
10039,961,70,9.0,Central Harlem (North)/Washington Heights (South)
10040,2257,130,10.67,Washington Heights (North)
10044,349,36,6.58,Roosevelt Island
10065,777,30,4.5,Lenox Hill/Upper East Side
10069,190,3,4.58,Lincoln Square
10075,794,46,5.64,Lenox Hill/Upper East Side
10128,1473,44,4.48,Upper East Side/Yorkville
10280,165,0,4.02,Battery Park City
10282,129,14,4.68,Battery Park City
10301,2495,116,12.83,Silver Lake/St. George
10302,1321,39,14.91,Elm Park
10303,1681,53,13.22,Graniteville/Mariner's Harbor/Port Ivory
10304,2906,198,13.34,New Dorp/Todt Hill
10305,2916,90,14.19,Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze
10306,4027,145,14.22,Lighthouse Hill/Midland Beach/New Dorp/Oakwood
10307,969,17,13.79,Tottenville
10308,1867,36,13.6,Great Kills
10309,2180,42,13.45,Charleston/Prince's Bay/Woodrow
10310,1602,43,13.08,Port Richmond/Randall Manor/West Brighton
10312,3923,75,13.33,Annadale/Rossville
10314,6121,238,13.89,Bloomfield/Freshkills Park
10451,2642,153,11.53,Concourse/Melrose
10452,4409,181,12.84,Concourse/Highbridge
10453,4477,172,13.06,Morris Heights/Mount Hope/University Heights
10454,2023,115,11.46,Mott Haven/Port Morris
10455,2263,114,12.06,Mott Haven
10456,4292,293,11.12,Claremont/Morrisania
10457,3818,194,11.83,Belmont/Claremont/Mount Hope/Tremont
10458,3963,137,12.0,Belmont/Fordham University/Kingsbridge
10459,2647,171,11.49,Charlotte Gardens/Hunts Point
10460,3027,139,12.14,Charlotte Gardens/Tremont/Van Nest/West Farms
10461,3137,144,12.58,Morris Park/Pelham Bay/Westchester Square
10462,3956,194,11.61,Parkchester/Pelham Parkway/Van Nest/Westchester Square
10463,3514,234,10.38,Kingsbridge/Marble Hill/Riverdale/Spuyten Duyvil
10464,238,10,10.3,City Island
10465,2655,94,12.41,Country Club/Throgs Neck
10466,3622,175,12.1,Edenwald/Wakefield
10467,5610,342,11.99,Allerton/Norwood/Pelham Parkway/Williamsbridge
10468,4722,229,13.53,Fordham/Kingsbridge/University Heights
10469,4253,379,13.12,Allerton/Baychester/Pelham Gardens/Williamsbridge
10470,867,26,12.92,Wakefield/Woodlawn
10471,1222,92,9.77,Fieldston/North Riverdale/Riverdale
10472,3449,203,12.46,Soundview
10473,3475,156,12.51,Castle Hill/Clason Point/Soundview
10474,554,21,11.28,Hunts Point
10475,2362,184,11.69,Co-op City/Edenwald
11004,876,71,9.86,Bellerose/Douglaston-Little Neck
11101,1428,44,6.49,Astoria (South)/Long Island City/Sunnyside
11102,1401,89,8.54,Astoria (North)
11103,1363,62,7.6,Astoria (North)/Astoria (South)
11104,1016,44,8.06,Sunnyside
11105,1284,48,7.77,Ditmars Steinway
11106,1488,64,8.14,Astoria (South)
11109,153,2,4.35,Long Island City
11201,1415,95,3.9,Brooklyn Heights/DUMBO/Downtown Brooklyn
11203,3268,247,11.23,East Flatbush (North)/East Flatbush (South)
