MODIFIED_ZCTA,Total COVID Cases,Total COVID Deaths,Positive test rate,Neighborhood
10001,425,25,6.73,Chelsea/NoMad/West Chelsea
10002,1257,160,9.6,Chinatown/Lower East Side
10003,516,34,5.08,East Village/Gramercy/Greenwich Village
10004,39,1,5.67,Financial District
10005,85,2,5.28,Financial District
10006,38,0,5.28,Financial District
10007,70,3,4.14,TriBeCa
10009,806,69,6.89,Alphabet City/East Village/Stuyvesant Town-Cooper Village
10010,311,19,4.58,Flatiron/Gramercy/Kips Bay
10011,598,43,5.64,Chelsea
10012,197,9,4.66,Greenwich Village/SoHo
10013,311,21,4.91,Hudson Square/Little Italy/SoHo/TriBeCa
10014,365,29,5.17,Hudson Square/Meatpacking District/West Village
10016,800,49,6.62,Kips Bay/Murray Hill/NoMad
10017,163,8,4.98,East Midtown/Murray Hill
10018,248,5,7.09,Hell's Kitchen/Midtown Manhattan
10019,675,42,6.66,Hell's Kitchen/Midtown Manhattan
10021,617,64,6.06,Lenox Hill/Upper East Side
10022,383,32,5.59,East Midtown
10023,627,54,5.2,Lincoln Square
10024,805,75,6.39,Upper West Side
10025,1490,176,6.9,Manhattan Valley/Morningside Heights/Upper West Side
10026,724,47,10.28,Central Harlem (South)
10027,1147,113,9.73,Central Harlem (South)/Morningside Heights/West Harlem
10028,522,33,5.61,Upper East Side/Yorkville
10029,1952,212,12.11,East Harlem
10030,559,56,11.41,Central Harlem (North)
10031,1459,132,12.09,Hamilton Heights/West Harlem
10032,1696,174,13.21,Washington Heights (South)
10033,1469,121,13.12,Washington Heights (North)/Washington Heights (South)
10034,824,71,10.6,Inwood/Washington Heights (North)
10035,1101,136,13.85,East Harlem
10036,502,40,7.76,Hell's Kitchen/Midtown Manhattan
10037,562,63,11.87,Central Harlem (North)/East Harlem
10038,277,28,7.13,Chinatown/Financial District
10039,585,64,12.72,Central Harlem (North)/Washington Heights (South)
10040,1237,118,13.49,Washington Heights (North)
10044,256,36,11.26,Roosevelt Island
10065,351,28,5.14,Lenox Hill/Upper East Side
10069,65,2,5.44,Lincoln Square
10075,440,45,7.55,Lenox Hill/Upper East Side
10128,702,41,5.65,Upper East Side/Yorkville
10280,62,0,4.87,Battery Park City
10282,83,15,9.49,Battery Park City
10301,1285,106,15.67,Silver Lake/St. George
10302,676,32,19.69,Elm Park
10303,926,47,17.62,Graniteville/Mariner's Harbor/Port Ivory
10304,1476,182,16.6,New Dorp/Todt Hill
10305,1339,80,16.48,Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze
10306,1544,82,14.43,Lighthouse Hill/Midland Beach/New Dorp/Oakwood
10307,412,15,15.88,Tottenville
10308,691,28,14.35,Great Kills
10309,904,31,15.03,Charleston/Prince's Bay/Woodrow
10310,744,33,15.35,Port Richmond/Randall Manor/West Brighton
10312,1640,59,15.23,Annadale/Rossville
10314,2826,201,16.02,Bloomfield/Freshkills Park
10451,1689,150,15.91,Concourse/Melrose
10452,2645,171,16.78,Concourse/Highbridge
10453,2621,165,17.7,Morris Heights/Mount Hope/University Heights
10454,1247,105,15.92,Mott Haven/Port Morris
10455,1420,111,16.98,Mott Haven
10456,2773,290,15.65,Claremont/Morrisania
10457,2425,186,15.74,Belmont/Claremont/Mount Hope/Tremont
10458,2329,126,16.52,Belmont/Fordham University/Kingsbridge
10459,1638,166,16.68,Charlotte Gardens/Hunts Point
10460,1826,127,16.8,Charlotte Gardens/Tremont/Van Nest/West Farms
10461,1952,138,17.05,Morris Park/Pelham Bay/Westchester Square
10462,2429,183,15.83,Parkchester/Pelham Parkway/Van Nest/Westchester Square
10463,2203,215,13.85,Kingsbridge/Marble Hill/Riverdale/Spuyten Duyvil
10464,132,9,13.17,City Island
10465,1574,85,16.65,Country Club/Throgs Neck
10466,2559,169,18.88,Edenwald/Wakefield
10467,3735,321,17.71,Allerton/Norwood/Pelham Parkway/Williamsbridge
10468,3031,221,17.34,Fordham/Kingsbridge/University Heights
10469,3194,361,19.19,Allerton/Baychester/Pelham Gardens/Williamsbridge
10470,482,20,16.22,Wakefield/Woodlawn
10471,845,85,14.08,Fieldston/North Riverdale/Riverdale
10472,2171,188,19.13,Soundview
10473,2107,137,17.19,Castle Hill/Clason Point/Soundview
10474,349,21,16.25,Hunts Point
10475,1832,176,18.67,Co-op City/Edenwald
11004,617,68,13.21,Bellerose/Douglaston-Little Neck
11101,711,40,8.01,Astoria (South)/Long Island City/Sunnyside
11102,691,80,10.28,Astoria (North)
11103,633,53,8.9,Astoria (North)/Astoria (South)
11104,540,42,9.9,Sunnyside
11105,538,43,7.99,Ditmars Steinway
11106,750,54,10.06,Astoria (South)
11109,61,2,5.05,Long Island City
11201,798,95,5.4,Brooklyn Heights/DUMBO/Downtown Brooklyn
11203,2220,242,17.08,East Flatbush (North)/East Flatbush (South)
11204,2160,143,15.49,Bensonhurst/Mapleton
