MODIFIED_ZCTA,Total COVID Cases,Total COVID Deaths,Positive test rate,Neighborhood
10001,1223,31,6.94,Chelsea/NoMad/West Chelsea
10002,4719,225,11.13,Chinatown/Lower East Side
10003,2199,43,5.77,East Village/Gramercy/Greenwich Village
10004,216,2,6.52,Financial District
10005,312,0,5.57,Financial District
10006,134,1,6.06,Financial District
10007,302,4,5.25,TriBeCa
10009,2891,98,8.17,Alphabet City/East Village/Stuyvesant Town-Cooper Village
10010,1368,32,5.43,Flatiron/Gramercy/Kips Bay
10011,2087,57,6.35,Chelsea
10012,1003,14,6.22,Greenwich Village/SoHo
10013,1333,27,6.53,Hudson Square/Little Italy/SoHo/TriBeCa
10014,1277,29,5.96,Hudson Square/Meatpacking District/West Village
10016,2527,60,6.93,Kips Bay/Murray Hill/NoMad
10017,675,17,6.25,East Midtown/Murray Hill
10018,440,8,6.13,Hell's Kitchen/Midtown Manhattan
10019,2007,59,6.9,Hell's Kitchen/Midtown Manhattan
10021,1850,81,6.46,Lenox Hill/Upper East Side
10022,1333,42,6.04,East Midtown
10023,2209,71,5.93,Lincoln Square
10024,2220,91,6.14,Upper West Side
10025,4222,231,6.98,Manhattan Valley/Morningside Heights/Upper West Side
10026,2165,71,10.3,Central Harlem (South)
10027,3202,146,8.96,Central Harlem (South)/Morningside Heights/West Harlem
10028,1781,45,6.38,Upper East Side/Yorkville
10029,5252,272,12.01,East Harlem
10030,1686,74,11.1,Central Harlem (North)
10031,3877,168,12.67,Hamilton Heights/West Harlem
10032,4585,208,13.49,Washington Heights (South)
10033,4107,149,13.46,Washington Heights (North)/Washington Heights (South)
10034,3018,94,13.9,Inwood/Washington Heights (North)
10035,2589,159,12.41,East Harlem
10036,1493,52,7.64,Hell's Kitchen/Midtown Manhattan
10037,1175,81,10.83,Central Harlem (North)/East Harlem
10038,1081,43,8.02,Chinatown/Financial District
10039,1551,80,11.88,Central Harlem (North)/Washington Heights (South)
10040,3610,144,14.48,Washington Heights (North)
10044,491,38,7.97,Roosevelt Island
10065,1178,34,5.79,Lenox Hill/Upper East Side
10069,322,3,6.66,Lincoln Square
10075,1265,60,7.73,Lenox Hill/Upper East Side
10128,2461,64,6.53,Upper East Side/Yorkville
10280,269,2,5.64,Battery Park City
10282,181,14,5.76,Battery Park City
10301,3675,134,15.88,Silver Lake/St. George
10302,1972,51,18.49,Elm Park
10303,2537,65,16.62,Graniteville/Mariner's Harbor/Port Ivory
10304,4465,237,17.07,New Dorp/Todt Hill
10305,4545,119,18.42,Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze
10306,6125,194,18.02,Lighthouse Hill/Midland Beach/New Dorp/Oakwood
10307,1524,24,17.98,Tottenville
10308,2929,52,17.61,Great Kills
10309,3542,55,17.89,Charleston/Prince's Bay/Woodrow
10310,2279,46,15.62,Port Richmond/Randall Manor/West Brighton
10312,6125,104,17.3,Annadale/Rossville
10314,9222,303,17.74,Bloomfield/Freshkills Park
10451,4144,176,14.77,Concourse/Melrose
10452,6944,224,16.47,Concourse/Highbridge
10453,7098,210,16.94,Morris Heights/Mount Hope/University Heights
10454,3212,135,14.85,Mott Haven/Port Morris
10455,3567,142,15.38,Mott Haven
10456,6779,325,14.42,Claremont/Morrisania
10457,6143,230,15.57,Belmont/Claremont/Mount Hope/Tremont
10458,6661,167,16.37,Belmont/Fordham University/Kingsbridge
10459,4242,204,15.21,Charlotte Gardens/Hunts Point
10460,4988,174,16.27,Charlotte Gardens/Tremont/Van Nest/West Farms
10461,4848,174,16.37,Morris Park/Pelham Bay/Westchester Square
10462,6505,225,15.65,Parkchester/Pelham Parkway/Van Nest/Westchester Square
10463,5514,264,13.81,Kingsbridge/Marble Hill/Riverdale/Spuyten Duyvil
10464,325,12,12.32,City Island
10465,4082,130,16.22,Country Club/Throgs Neck
10466,5640,202,15.39,Edenwald/Wakefield
10467,9012,411,15.88,Allerton/Norwood/Pelham Parkway/Williamsbridge
10468,7503,266,17.67,Fordham/Kingsbridge/University Heights
10469,6049,415,15.61,Allerton/Baychester/Pelham Gardens/Williamsbridge
10470,1353,36,16.2,Wakefield/Woodlawn
