MODIFIED_ZCTA,Total COVID Cases,Total COVID Deaths,Positive test rate,Neighborhood
10001,1012,27,6.28,Chelsea/NoMad/West Chelsea
10002,3851,199,9.8,Chinatown/Lower East Side
10003,1779,37,4.93,East Village/Gramercy/Greenwich Village
10004,191,2,6.28,Financial District
10005,271,0,5.16,Financial District
10006,119,1,5.86,Financial District
10007,249,4,4.65,TriBeCa
10009,2344,87,7.04,Alphabet City/East Village/Stuyvesant Town-Cooper Village
10010,1179,31,5.01,Flatiron/Gramercy/Kips Bay
10011,1747,50,5.62,Chelsea
10012,848,12,5.51,Greenwich Village/SoHo
10013,1087,24,5.69,Hudson Square/Little Italy/SoHo/TriBeCa
10014,1070,27,5.25,Hudson Square/Meatpacking District/West Village
10016,2155,52,6.31,Kips Bay/Murray Hill/NoMad
10017,584,15,5.85,East Midtown/Murray Hill
10018,392,7,6.15,Hell's Kitchen/Midtown Manhattan
10019,1679,51,6.21,Hell's Kitchen/Midtown Manhattan
10021,1584,74,5.85,Lenox Hill/Upper East Side
10022,1147,40,5.69,East Midtown
10023,1828,59,5.21,Lincoln Square
10024,1900,83,5.58,Upper West Side
10025,3512,203,6.18,Manhattan Valley/Morningside Heights/Upper West Side
10026,1780,62,9.05,Central Harlem (South)
10027,2692,130,8.04,Central Harlem (South)/Morningside Heights/West Harlem
10028,1527,39,5.78,Upper East Side/Yorkville
10029,4323,246,10.78,East Harlem
10030,1409,64,10.08,Central Harlem (North)
10031,3261,155,11.56,Hamilton Heights/West Harlem
10032,3951,196,12.5,Washington Heights (South)
10033,3602,133,12.64,Washington Heights (North)/Washington Heights (South)
10034,2500,78,12.38,Inwood/Washington Heights (North)
10035,2147,147,11.15,East Harlem
10036,1314,47,7.24,Hell's Kitchen/Midtown Manhattan
10037,991,76,10.12,Central Harlem (North)/East Harlem
10038,904,34,7.23,Chinatown/Financial District
10039,1282,75,10.72,Central Harlem (North)/Washington Heights (South)
10040,3026,135,13.06,Washington Heights (North)
10044,445,37,7.69,Roosevelt Island
10065,1041,33,5.43,Lenox Hill/Upper East Side
10069,273,3,5.97,Lincoln Square
10075,1073,52,6.97,Lenox Hill/Upper East Side
10128,2066,54,5.8,Upper East Side/Yorkville
10280,221,2,4.9,Battery Park City
10282,160,14,5.32,Battery Park City
10301,3262,126,14.96,Silver Lake/St. George
10302,1724,45,17.23,Elm Park
10303,2211,60,15.43,Graniteville/Mariner's Harbor/Port Ivory
10304,3913,223,15.98,New Dorp/Todt Hill
10305,3967,105,17.16,Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze
10306,5356,173,16.78,Lighthouse Hill/Midland Beach/New Dorp/Oakwood
10307,1313,21,16.53,Tottenville
10308,2522,47,16.31,Great Kills
10309,3068,47,16.65,Charleston/Prince's Bay/Woodrow
10310,2063,45,14.99,Port Richmond/Randall Manor/West Brighton
10312,5321,91,16.07,Annadale/Rossville
10314,8129,281,16.59,Bloomfield/Freshkills Park
10451,3462,161,13.46,Concourse/Melrose
10452,5863,199,15.19,Concourse/Highbridge
10453,5952,191,15.54,Morris Heights/Mount Hope/University Heights
10454,2744,127,13.67,Mott Haven/Port Morris
10455,2996,124,14.07,Mott Haven
10456,5708,306,13.27,Claremont/Morrisania
10457,5144,206,14.27,Belmont/Claremont/Mount Hope/Tremont
10458,5474,151,14.74,Belmont/Fordham University/Kingsbridge
10459,3574,182,13.9,Charlotte Gardens/Hunts Point
10460,4118,148,14.69,Charlotte Gardens/Tremont/Van Nest/West Farms
10461,4169,154,15.07,Morris Park/Pelham Bay/Westchester Square
10462,5408,205,14.21,Parkchester/Pelham Parkway/Van Nest/Westchester Square
10463,4730,250,12.74,Kingsbridge/Marble Hill/Riverdale/Spuyten Duyvil
