MODIFIED_ZCTA,Total COVID Cases,Total COVID Deaths,Positive test rate,Neighborhood
10001,1275,31,7.11,Chelsea/NoMad/West Chelsea
10002,4971,232,11.49,Chinatown/Lower East Side
10003,2294,44,5.96,East Village/Gramercy/Greenwich Village
10004,223,2,6.6,Financial District
10005,344,0,6.02,Financial District
10006,143,1,6.38,Financial District
10007,325,4,5.51,TriBeCa
10009,3015,107,8.4,Alphabet City/East Village/Stuyvesant Town-Cooper Village
10010,1456,35,5.67,Flatiron/Gramercy/Kips Bay
10011,2188,60,6.56,Chelsea
10012,1049,14,6.42,Greenwich Village/SoHo
10013,1396,30,6.74,Hudson Square/Little Italy/SoHo/TriBeCa
10014,1335,30,6.15,Hudson Square/Meatpacking District/West Village
10016,2651,61,7.17,Kips Bay/Murray Hill/NoMad
10017,704,17,6.39,East Midtown/Murray Hill
10018,459,8,6.15,Hell's Kitchen/Midtown Manhattan
10019,2093,60,7.07,Hell's Kitchen/Midtown Manhattan
10021,1935,82,6.65,Lenox Hill/Upper East Side
10022,1371,45,6.09,East Midtown
10023,2331,73,6.11,Lincoln Square
10024,2322,92,6.32,Upper West Side
10025,4397,234,7.16,Manhattan Valley/Morningside Heights/Upper West Side
10026,2278,72,10.61,Central Harlem (South)
10027,3335,148,9.17,Central Harlem (South)/Morningside Heights/West Harlem
10028,1842,46,6.53,Upper East Side/Yorkville
10029,5454,282,12.17,East Harlem
10030,1778,76,11.46,Central Harlem (North)
10031,4036,174,12.93,Hamilton Heights/West Harlem
10032,4763,214,13.77,Washington Heights (South)
10033,4274,150,13.74,Washington Heights (North)/Washington Heights (South)
10034,3126,98,14.17,Inwood/Washington Heights (North)
10035,2695,162,12.66,East Harlem
10036,1562,52,7.81,Hell's Kitchen/Midtown Manhattan
10037,1228,84,11.06,Central Harlem (North)/East Harlem
10038,1130,44,8.25,Chinatown/Financial District
10039,1618,82,12.13,Central Harlem (North)/Washington Heights (South)
10040,3730,147,14.7,Washington Heights (North)
10044,500,38,7.97,Roosevelt Island
10065,1241,38,6.01,Lenox Hill/Upper East Side
10069,337,3,6.86,Lincoln Square
10075,1321,64,8.0,Lenox Hill/Upper East Side
10128,2567,65,6.73,Upper East Side/Yorkville
10280,274,3,5.67,Battery Park City
10282,185,14,5.33,Battery Park City
10301,3816,136,16.22,Silver Lake/St. George
10302,2016,51,18.52,Elm Park
10303,2642,70,17.01,Graniteville/Mariner's Harbor/Port Ivory
10304,4614,241,17.32,New Dorp/Todt Hill
10305,4722,125,18.82,Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze
10306,6407,200,18.56,Lighthouse Hill/Midland Beach/New Dorp/Oakwood
10307,1606,25,18.64,Tottenville
10308,3054,57,18.05,Great Kills
10309,3718,56,18.46,Charleston/Prince's Bay/Woodrow
10310,2359,47,15.93,Port Richmond/Randall Manor/West Brighton
10312,6377,106,17.7,Annadale/Rossville
10314,9562,305,18.09,Bloomfield/Freshkills Park
10451,4298,177,14.99,Concourse/Melrose
10452,7230,226,16.77,Concourse/Highbridge
10453,7370,217,17.22,Morris Heights/Mount Hope/University Heights
10454,3339,138,15.15,Mott Haven/Port Morris
10455,3682,149,15.61,Mott Haven
10456,7026,329,14.61,Claremont/Morrisania
10457,6360,241,15.78,Belmont/Claremont/Mount Hope/Tremont
10458,6939,175,16.64,Belmont/Fordham University/Kingsbridge
10459,4390,208,15.44,Charlotte Gardens/Hunts Point
10460,5191,181,16.52,Charlotte Gardens/Tremont/Van Nest/West Farms
10461,4996,176,16.58,Morris Park/Pelham Bay/Westchester Square
10462,6771,233,15.95,Parkchester/Pelham Parkway/Van Nest/Westchester Square
10463,5664,270,13.98,Kingsbridge/Marble Hill/Riverdale/Spuyten Duyvil
10464,339,13,12.62,City Island
10465,4227,135,16.5,Country Club/Throgs Neck
10466,5845,212,15.62,Edenwald/Wakefield
10467,9304,416,16.05,Allerton/Norwood/Pelham Parkway/Williamsbridge
10468,7759,271,17.85,Fordham/Kingsbridge/University Heights
10469,6213,424,15.73,Allerton/Baychester/Pelham Gardens/Williamsbridge
10470,1387,37,16.21,Wakefield/Woodlawn
10471,1875,116,12.22,Fieldston/North Riverdale/Riverdale
10472,5949,250,16.72,Soundview
10473,5577,200,16.23,Castle Hill/Clason Point/Soundview
10474,966,30,15.84,Hunts Point
10475,3348,226,13.88,Co-op City/Edenwald
11004,1309,82,12.77,Bellerose/Douglaston-Little Neck
11101,2481,57,9.06,Astoria (South)/Long Island City/Sunnyside
11102,2289,118,11.66,Astoria (North)
11103,2320,75,10.82,Astoria (North)/Astoria (South)
11104,1673,58,11.05,Sunnyside
11105,2200,73,11.26,Ditmars Steinway
