MODIFIED_ZCTA,Total COVID Cases,Total COVID Deaths,Positive test rate,Neighborhood
10001,421,25,6.87,Chelsea/NoMad/West Chelsea
10002,1241,160,9.85,Chinatown/Lower East Side
10003,516,34,5.28,East Village/Gramercy/Greenwich Village
10004,39,1,5.95,Financial District
10005,81,2,5.21,Financial District
10006,36,0,5.18,Financial District
10007,71,3,4.4,TriBeCa
10009,797,69,7.09,Alphabet City/East Village/Stuyvesant Town-Cooper Village
10010,310,19,4.71,Flatiron/Gramercy/Kips Bay
10011,597,43,5.82,Chelsea
10012,196,9,4.81,Greenwich Village/SoHo
10013,308,21,5.03,Hudson Square/Little Italy/SoHo/TriBeCa
10014,360,29,5.27,Hudson Square/Meatpacking District/West Village
10016,800,49,6.83,Kips Bay/Murray Hill/NoMad
10017,162,8,5.11,East Midtown/Murray Hill
10018,246,5,7.2,Hell's Kitchen/Midtown Manhattan
10019,671,42,6.83,Hell's Kitchen/Midtown Manhattan
10021,616,64,6.23,Lenox Hill/Upper East Side
10022,382,31,5.76,East Midtown
10023,622,54,5.33,Lincoln Square
10024,803,75,6.62,Upper West Side
10025,1485,176,7.09,Manhattan Valley/Morningside Heights/Upper West Side
10026,721,47,10.57,Central Harlem (South)
10027,1143,113,10.0,Central Harlem (South)/Morningside Heights/West Harlem
10028,519,33,5.77,Upper East Side/Yorkville
10029,1946,212,12.42,East Harlem
10030,556,55,11.72,Central Harlem (North)
10031,1451,132,12.44,Hamilton Heights/West Harlem
10032,1684,174,13.5,Washington Heights (South)
10033,1461,120,13.43,Washington Heights (North)/Washington Heights (South)
10034,818,71,10.84,Inwood/Washington Heights (North)
10035,1099,134,14.19,East Harlem
10036,499,40,7.95,Hell's Kitchen/Midtown Manhattan
10037,560,63,12.25,Central Harlem (North)/East Harlem
10038,275,28,7.34,Chinatown/Financial District
10039,582,64,13.16,Central Harlem (North)/Washington Heights (South)
10040,1232,118,13.84,Washington Heights (North)
10044,253,36,11.41,Roosevelt Island
10065,345,28,5.22,Lenox Hill/Upper East Side
10069,65,2,5.7,Lincoln Square
10075,436,45,7.77,Lenox Hill/Upper East Side
10128,700,41,5.81,Upper East Side/Yorkville
10280,62,0,5.06,Battery Park City
10282,80,15,9.58,Battery Park City
10301,1283,106,16.05,Silver Lake/St. George
10302,671,32,20.08,Elm Park
10303,923,46,18.07,Graniteville/Mariner's Harbor/Port Ivory
10304,1472,182,17.02,New Dorp/Todt Hill
10305,1333,80,16.82,Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze
10306,1538,82,14.83,Lighthouse Hill/Midland Beach/New Dorp/Oakwood
10307,411,15,16.22,Tottenville
10308,690,28,14.74,Great Kills
10309,901,31,15.29,Charleston/Prince's Bay/Woodrow
10310,741,33,15.66,Port Richmond/Randall Manor/West Brighton
