MODIFIED_ZCTA,Total COVID Cases,Total COVID Deaths,Positive test rate,Neighborhood
10001,914,24,5.92,Chelsea/NoMad/West Chelsea
10002,3482,184,9.18,Chinatown/Lower East Side
10003,1585,36,4.5,East Village/Gramercy/Greenwich Village
10004,172,2,5.87,Financial District
10005,244,0,4.82,Financial District
10006,109,1,5.53,Financial District
10007,225,4,4.3,TriBeCa
10009,2085,81,6.42,Alphabet City/East Village/Stuyvesant Town-Cooper Village
10010,1059,28,4.64,Flatiron/Gramercy/Kips Bay
10011,1604,47,5.28,Chelsea
10012,752,12,4.99,Greenwich Village/SoHo
10013,938,22,5.03,Hudson Square/Little Italy/SoHo/TriBeCa
10014,978,27,4.89,Hudson Square/Meatpacking District/West Village
10016,1995,47,5.96,Kips Bay/Murray Hill/NoMad
10017,525,14,5.44,East Midtown/Murray Hill
10018,341,7,5.62,Hell's Kitchen/Midtown Manhattan
10019,1527,49,5.75,Hell's Kitchen/Midtown Manhattan
10021,1454,73,5.46,Lenox Hill/Upper East Side
10022,1044,38,5.39,East Midtown
10023,1649,58,4.82,Lincoln Square
10024,1731,77,5.21,Upper West Side
10025,3131,196,5.66,Manhattan Valley/Morningside Heights/Upper West Side
10026,1584,57,8.28,Central Harlem (South)
10027,2425,123,7.44,Central Harlem (South)/Morningside Heights/West Harlem
10028,1382,37,5.31,Upper East Side/Yorkville
10029,3899,235,9.98,East Harlem
10030,1262,63,9.4,Central Harlem (North)
10031,2971,144,10.89,Hamilton Heights/West Harlem
10032,3600,186,11.75,Washington Heights (South)
10033,3340,129,12.05,Washington Heights (North)/Washington Heights (South)
10034,2226,75,11.39,Inwood/Washington Heights (North)
10035,1972,143,10.5,East Harlem
10036,1175,45,6.68,Hell's Kitchen/Midtown Manhattan
10037,918,73,9.75,Central Harlem (North)/East Harlem
10038,802,32,6.7,Chinatown/Financial District
10039,1140,72,9.91,Central Harlem (North)/Washington Heights (South)
10040,2731,133,12.09,Washington Heights (North)
10044,429,37,7.55,Roosevelt Island
10065,956,32,5.09,Lenox Hill/Upper East Side
10069,243,3,5.49,Lincoln Square
10075,972,49,6.48,Lenox Hill/Upper East Side
10128,1824,48,5.22,Upper East Side/Yorkville
10280,202,1,4.57,Battery Park City
10282,147,14,5.04,Battery Park City
10301,3035,123,14.35,Silver Lake/St. George
10302,1599,40,16.46,Elm Park
10303,2066,58,14.88,Graniteville/Mariner's Harbor/Port Ivory
10304,3620,216,15.23,New Dorp/Todt Hill
10305,3641,99,16.23,Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze
10306,4984,162,16.12,Lighthouse Hill/Midland Beach/New Dorp/Oakwood
10307,1244,19,16.15,Tottenville
10308,2352,43,15.67,Great Kills
10309,2834,43,15.86,Charleston/Prince's Bay/Woodrow
10310,1925,44,14.39,Port Richmond/Randall Manor/West Brighton
10312,5013,80,15.63,Annadale/Rossville
10314,7517,268,15.83,Bloomfield/Freshkills Park
10451,3160,153,12.73,Concourse/Melrose
10452,5389,188,14.51,Concourse/Highbridge
10453,5401,184,14.64,Morris Heights/Mount Hope/University Heights
10454,2485,125,12.85,Mott Haven/Port Morris
10455,2721,119,13.33,Mott Haven
10456,5190,298,12.51,Claremont/Morrisania
10457,4636,199,13.39,Belmont/Claremont/Mount Hope/Tremont
10458,4889,141,13.71,Belmont/Fordham University/Kingsbridge
10459,3242,174,13.07,Charlotte Gardens/Hunts Point
10460,3685,144,13.66,Charlotte Gardens/Tremont/Van Nest/West Farms
10461,3777,150,14.11,Morris Park/Pelham Bay/Westchester Square
10462,4904,202,13.33,Parkchester/Pelham Parkway/Van Nest/Westchester Square
10463,4295,245,11.94,Kingsbridge/Marble Hill/Riverdale/Spuyten Duyvil
10464,281,11,11.54,City Island
10465,3229,103,14.14,Country Club/Throgs Neck
10466,4395,181,13.52,Edenwald/Wakefield
10467,6864,351,13.64,Allerton/Norwood/Pelham Parkway/Williamsbridge
10468,5701,240,15.11,Fordham/Kingsbridge/University Heights
10469,4951,386,14.22,Allerton/Baychester/Pelham Gardens/Williamsbridge
10470,1093,27,14.65,Wakefield/Woodlawn
10471,1473,98,10.89,Fieldston/North Riverdale/Riverdale
10472,4287,217,14.12,Soundview
10473,4199,167,13.95,Castle Hill/Clason Point/Soundview
10474,691,23,13.11,Hunts Point
10475,2713,192,12.57,Co-op City/Edenwald
11004,1062,74,11.1,Bellerose/Douglaston-Little Neck
11101,1754,45,7.52,Astoria (South)/Long Island City/Sunnyside
11102,1695,100,9.7,Astoria (North)
11103,1701,71,8.89,Astoria (North)/Astoria (South)
11104,1197,48,8.9,Sunnyside
11105,1632,56,9.34,Ditmars Steinway
11106,1835,67,9.41,Astoria (South)
11109,219,2,5.82,Long Island City
11201,1754,99,4.57,Brooklyn Heights/DUMBO/Downtown Brooklyn
11203,3837,257,12.11,East Flatbush (North)/East Flatbush (South)
