MODIFIED_ZCTA,Total COVID Cases,Total COVID Deaths,Positive test rate,Neighborhood
10001,719,24,5.0,Chelsea/NoMad/West Chelsea
10002,2642,167,7.63,Chinatown/Lower East Side
10003,1252,34,3.77,East Village/Gramercy/Greenwich Village
10004,113,1,4.31,Financial District
10005,202,0,4.3,Financial District
10006,89,1,4.87,Financial District
10007,171,4,3.55,TriBeCa
10009,1656,71,5.42,Alphabet City/East Village/Stuyvesant Town-Cooper Village
10010,822,24,3.89,Flatiron/Gramercy/Kips Bay
10011,1285,47,4.5,Chelsea
10012,591,11,4.2,Greenwich Village/SoHo
10013,702,20,4.0,Hudson Square/Little Italy/SoHo/TriBeCa
10014,813,27,4.3,Hudson Square/Meatpacking District/West Village
10016,1560,43,5.01,Kips Bay/Murray Hill/NoMad
10017,414,14,4.7,East Midtown/Murray Hill
10018,263,7,4.9,Hell's Kitchen/Midtown Manhattan
10019,1255,47,5.04,Hell's Kitchen/Midtown Manhattan
10021,1176,70,4.77,Lenox Hill/Upper East Side
10022,816,36,4.64,East Midtown
10023,1275,57,3.98,Lincoln Square
10024,1405,75,4.54,Upper West Side
10025,2528,189,4.89,Manhattan Valley/Morningside Heights/Upper West Side
10026,1268,54,7.13,Central Harlem (South)
10027,1860,118,6.19,Central Harlem (South)/Morningside Heights/West Harlem
10028,1080,35,4.47,Upper East Side/Yorkville
10029,3111,223,8.57,East Harlem
10030,1011,62,8.12,Central Harlem (North)
10031,2451,142,9.6,Hamilton Heights/West Harlem
10032,2936,179,10.29,Washington Heights (South)
10033,2714,126,10.46,Washington Heights (North)/Washington Heights (South)
10034,1705,74,9.42,Inwood/Washington Heights (North)
10035,1656,138,9.49,East Harlem
10036,957,40,5.81,Hell's Kitchen/Midtown Manhattan
10037,724,65,8.49,Central Harlem (North)/East Harlem
10038,618,28,5.53,Chinatown/Financial District
10039,929,70,8.78,Central Harlem (North)/Washington Heights (South)
10040,2221,128,10.58,Washington Heights (North)
10044,345,36,6.53,Roosevelt Island
10065,760,30,4.41,Lenox Hill/Upper East Side
10069,186,3,4.54,Lincoln Square
10075,770,46,5.51,Lenox Hill/Upper East Side
10128,1430,43,4.38,Upper East Side/Yorkville
10280,159,0,3.91,Battery Park City
10282,129,14,4.72,Battery Park City
10301,2427,116,12.61,Silver Lake/St. George
10302,1278,39,14.62,Elm Park
10303,1633,53,13.04,Graniteville/Mariner's Harbor/Port Ivory
10304,2843,198,13.15,New Dorp/Todt Hill
10305,2804,90,13.81,Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze
10306,3894,140,13.94,Lighthouse Hill/Midland Beach/New Dorp/Oakwood
10307,932,17,13.44,Tottenville
10308,1801,36,13.24,Great Kills
10309,2084,41,13.05,Charleston/Prince's Bay/Woodrow
10310,1545,42,12.74,Port Richmond/Randall Manor/West Brighton
10312,3766,73,12.97,Annadale/Rossville
10314,5921,236,13.59,Bloomfield/Freshkills Park
10451,2590,153,11.4,Concourse/Melrose
10452,4320,180,12.64,Concourse/Highbridge
10453,4388,171,12.9,Morris Heights/Mount Hope/University Heights
10454,1979,115,11.3,Mott Haven/Port Morris
10455,2215,113,11.86,Mott Haven
10456,4191,291,10.95,Claremont/Morrisania
10457,3741,193,11.68,Belmont/Claremont/Mount Hope/Tremont
10458,3878,137,11.84,Belmont/Fordham University/Kingsbridge
10459,2588,169,11.26,Charlotte Gardens/Hunts Point
