MODIFIED_ZCTA,Total COVID Cases,Total COVID Deaths,Positive test rate,Neighborhood
10001,413,24,8.01,Chelsea/NoMad/West Chelsea
10002,1207,160,11.23,Chinatown/Lower East Side
10003,502,34,6.07,East Village/Gramercy/Greenwich Village
10004,36,1,6.49,Financial District
10005,75,2,5.77,Financial District
10006,34,0,5.77,Financial District
10007,67,3,4.86,TriBeCa
10009,771,69,8.1,Alphabet City/East Village/Stuyvesant Town-Cooper Village
10010,303,19,5.32,Flatiron/Gramercy/Kips Bay
10011,569,43,6.62,Chelsea
10012,185,9,5.46,Greenwich Village/SoHo
10013,298,21,5.84,Hudson Square/Little Italy/SoHo/TriBeCa
10014,345,29,6.03,Hudson Square/Meatpacking District/West Village
10016,775,49,7.71,Kips Bay/Murray Hill/NoMad
10017,156,8,5.77,East Midtown/Murray Hill
10018,244,5,8.66,Hell's Kitchen/Midtown Manhattan
10019,654,42,7.78,Hell's Kitchen/Midtown Manhattan
10021,606,65,7.15,Lenox Hill/Upper East Side
10022,371,30,6.47,East Midtown
10023,607,54,5.99,Lincoln Square
10024,779,73,7.33,Upper West Side
10025,1464,173,7.88,Manhattan Valley/Morningside Heights/Upper West Side
10026,702,47,11.84,Central Harlem (South)
10027,1120,113,11.36,Central Harlem (South)/Morningside Heights/West Harlem
10028,504,32,6.46,Upper East Side/Yorkville
10029,1921,211,14.27,East Harlem
10030,541,56,13.1,Central Harlem (North)
10031,1429,131,13.81,Hamilton Heights/West Harlem
10032,1658,173,15.14,Washington Heights (South)
10033,1443,120,14.96,Washington Heights (North)/Washington Heights (South)
10034,784,70,12.03,Inwood/Washington Heights (North)
10035,1076,133,16.18,East Harlem
10036,480,39,9.02,Hell's Kitchen/Midtown Manhattan
10037,553,63,13.55,Central Harlem (North)/East Harlem
10038,265,28,8.37,Chinatown/Financial District
10039,564,64,14.81,Central Harlem (North)/Washington Heights (South)
10040,1201,118,15.65,Washington Heights (North)
10044,248,36,12.48,Roosevelt Island
10065,338,28,5.88,Lenox Hill/Upper East Side
10069,63,2,6.36,Lincoln Square
10075,434,45,8.89,Lenox Hill/Upper East Side
10128,682,42,6.54,Upper East Side/Yorkville
10280,61,0,5.8,Battery Park City
10282,79,15,10.84,Battery Park City
10301,1267,106,17.63,Silver Lake/St. George
10302,653,32,21.87,Elm Park
10303,917,45,20.07,Graniteville/Mariner's Harbor/Port Ivory
10304,1443,182,18.35,New Dorp/Todt Hill
10305,1307,80,18.39,Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze
10306,1516,82,16.32,Lighthouse Hill/Midland Beach/New Dorp/Oakwood
10307,404,15,18.17,Tottenville
10308,675,28,16.35,Great Kills
10309,880,31,16.98,Charleston/Prince's Bay/Woodrow
10310,730,33,16.93,Port Richmond/Randall Manor/West Brighton
10312,1590,59,17.22,Annadale/Rossville
