MODIFIED_ZCTA,Total COVID Cases,Total COVID Deaths,Positive test rate,Neighborhood
10001,417,25,7.45,Chelsea/NoMad/West Chelsea
10002,1227,160,10.65,Chinatown/Lower East Side
10003,508,34,5.72,East Village/Gramercy/Greenwich Village
10004,38,1,6.4,Financial District
10005,76,2,5.42,Financial District
10006,36,0,5.64,Financial District
10007,68,3,4.63,TriBeCa
10009,779,69,7.62,Alphabet City/East Village/Stuyvesant Town-Cooper Village
10010,308,19,5.07,Flatiron/Gramercy/Kips Bay
10011,583,43,6.27,Chelsea
10012,188,9,5.14,Greenwich Village/SoHo
10013,301,21,5.46,Hudson Square/Little Italy/SoHo/TriBeCa
10014,357,29,5.76,Hudson Square/Meatpacking District/West Village
10016,793,49,7.39,Kips Bay/Murray Hill/NoMad
10017,157,8,5.48,East Midtown/Murray Hill
10018,245,5,8.14,Hell's Kitchen/Midtown Manhattan
10019,661,41,7.35,Hell's Kitchen/Midtown Manhattan
10021,609,64,6.75,Lenox Hill/Upper East Side
10022,375,31,6.12,East Midtown
10023,614,54,5.72,Lincoln Square
10024,791,74,7.06,Upper West Side
10025,1473,175,7.53,Manhattan Valley/Morningside Heights/Upper West Side
10026,709,47,11.3,Central Harlem (South)
10027,1129,113,10.77,Central Harlem (South)/Morningside Heights/West Harlem
10028,511,32,6.17,Upper East Side/Yorkville
10029,1933,211,13.55,East Harlem
10030,549,55,12.48,Central Harlem (North)
10031,1437,131,13.16,Hamilton Heights/West Harlem
10032,1668,174,14.47,Washington Heights (South)
10033,1451,120,14.3,Washington Heights (North)/Washington Heights (South)
10034,792,71,11.46,Inwood/Washington Heights (North)
10035,1088,134,15.23,East Harlem
10036,488,40,8.53,Hell's Kitchen/Midtown Manhattan
10037,555,62,13.01,Central Harlem (North)/East Harlem
10038,269,28,7.95,Chinatown/Financial District
10039,574,64,14.16,Central Harlem (North)/Washington Heights (South)
10040,1211,118,14.78,Washington Heights (North)
10044,252,36,12.07,Roosevelt Island
10065,343,28,5.59,Lenox Hill/Upper East Side
10069,63,2,6.02,Lincoln Square
10075,438,45,8.43,Lenox Hill/Upper East Side
10128,688,41,6.19,Upper East Side/Yorkville
10280,62,0,5.55,Battery Park City
10282,80,15,10.32,Battery Park City
10301,1274,106,16.87,Silver Lake/St. George
10302,657,32,21.01,Elm Park
10303,921,45,19.26,Graniteville/Mariner's Harbor/Port Ivory
10304,1454,182,17.79,New Dorp/Todt Hill
