MODIFIED_ZCTA,Total COVID Cases,Total COVID Deaths,Positive test rate,Neighborhood
10001,434,26,7.35,Chelsea/NoMad/West Chelsea
10002,1310,161,8.63,Chinatown/Lower East Side
10003,525,35,4.52,East Village/Gramercy/Greenwich Village
10004,39,1,5.43,Financial District
10005,93,2,5.03,Financial District
10006,39,0,5.17,Financial District
10007,72,3,4.06,TriBeCa
10009,827,69,6.1,Alphabet City/East Village/Stuyvesant Town-Cooper Village
10010,330,19,4.07,Flatiron/Gramercy/Kips Bay
10011,614,43,5.09,Chelsea
10012,214,9,4.14,Greenwich Village/SoHo
10013,324,21,4.57,Hudson Square/Little Italy/SoHo/TriBeCa
10014,373,29,4.64,Hudson Square/Meatpacking District/West Village
10016,826,50,6.25,Kips Bay/Murray Hill/NoMad
10017,165,8,4.43,East Midtown/Murray Hill
10018,218,5,10.48,Hell's Kitchen/Midtown Manhattan
10019,691,42,6.04,Hell's Kitchen/Midtown Manhattan
10021,627,65,5.53,Lenox Hill/Upper East Side
10022,392,32,5.33,East Midtown
10023,649,54,4.83,Lincoln Square
10024,826,75,5.74,Upper West Side
10025,1522,178,6.26,Manhattan Valley/Morningside Heights/Upper West Side
10026,745,47,9.2,Central Harlem (South)
10027,1172,113,8.78,Central Harlem (South)/Morningside Heights/West Harlem
10028,536,34,5.13,Upper East Side/Yorkville
10029,2014,213,10.94,East Harlem
10030,565,56,9.87,Central Harlem (North)
10031,1509,133,11.15,Hamilton Heights/West Harlem
10032,1740,175,12.54,Washington Heights (South)
10033,1516,121,11.86,Washington Heights (North)/Washington Heights (South)
10034,855,71,9.85,Inwood/Washington Heights (North)
10035,1122,136,12.57,East Harlem
10036,510,40,6.9,Hell's Kitchen/Midtown Manhattan
10037,570,63,11.35,Central Harlem (North)/East Harlem
10038,288,28,6.3,Chinatown/Financial District
10039,607,64,11.52,Central Harlem (North)/Washington Heights (South)
10040,1277,119,12.11,Washington Heights (North)
10044,258,36,10.04,Roosevelt Island
10065,355,28,4.57,Lenox Hill/Upper East Side
10069,69,2,4.57,Lincoln Square
10075,443,45,6.83,Lenox Hill/Upper East Side
10128,711,41,4.94,Upper East Side/Yorkville
10280,64,0,4.11,Battery Park City
10282,84,15,8.48,Battery Park City
10301,1307,107,14.46,Silver Lake/St. George
10302,684,32,18.2,Elm Park
10303,943,47,16.3,Graniteville/Mariner's Harbor/Port Ivory
10304,1515,182,15.45,New Dorp/Todt Hill
10305,1365,80,15.49,Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze
10306,1572,82,13.37,Lighthouse Hill/Midland Beach/New Dorp/Oakwood
10307,416,15,14.85,Tottenville
10308,702,28,13.02,Great Kills
10309,912,31,13.8,Charleston/Prince's Bay/Woodrow
10310,759,33,14.2,Port Richmond/Randall Manor/West Brighton
10312,1665,59,13.94,Annadale/Rossville
10314,2878,201,14.75,Bloomfield/Freshkills Park
10451,1734,152,14.68,Concourse/Melrose
10452,2725,175,15.51,Concourse/Highbridge
10453,2698,165,16.26,Morris Heights/Mount Hope/University Heights
10454,1272,105,15.17,Mott Haven/Port Morris
10455,1458,111,15.45,Mott Haven
10456,2828,291,14.65,Claremont/Morrisania
10457,2465,187,14.96,Belmont/Claremont/Mount Hope/Tremont
10458,2402,126,15.31,Belmont/Fordham University/Kingsbridge
10459,1661,166,15.06,Charlotte Gardens/Hunts Point
10460,1882,127,15.5,Charlotte Gardens/Tremont/Van Nest/West Farms
10461,1969,141,15.63,Morris Park/Pelham Bay/Westchester Square
