MODIFIED_ZCTA,Total COVID Cases,Total COVID Deaths,Positive test rate,Neighborhood
10001,431,26,6.47,Chelsea/NoMad/West Chelsea
10002,1283,161,9.31,Chinatown/Lower East Side
10003,519,34,4.81,East Village/Gramercy/Greenwich Village
10004,39,1,5.37,Financial District
10005,87,2,5.03,Financial District
10006,39,0,5.12,Financial District
10007,70,3,3.92,TriBeCa
10009,815,69,6.56,Alphabet City/East Village/Stuyvesant Town-Cooper Village
10010,319,19,4.44,Flatiron/Gramercy/Kips Bay
10011,605,43,5.39,Chelsea
10012,203,9,4.47,Greenwich Village/SoHo
10013,315,21,4.67,Hudson Square/Little Italy/SoHo/TriBeCa
10014,368,29,4.94,Hudson Square/Meatpacking District/West Village
10016,808,50,6.27,Kips Bay/Murray Hill/NoMad
10017,164,8,4.76,East Midtown/Murray Hill
10018,257,5,7.0,Hell's Kitchen/Midtown Manhattan
10019,682,42,6.41,Hell's Kitchen/Midtown Manhattan
10021,623,64,5.77,Lenox Hill/Upper East Side
10022,387,32,5.36,East Midtown
10023,638,54,4.97,Lincoln Square
10024,808,75,6.1,Upper West Side
10025,1502,177,6.61,Manhattan Valley/Morningside Heights/Upper West Side
10026,729,47,9.83,Central Harlem (South)
10027,1162,113,9.33,Central Harlem (South)/Morningside Heights/West Harlem
10028,526,33,5.36,Upper East Side/Yorkville
10029,1975,212,11.51,East Harlem
10030,562,56,10.87,Central Harlem (North)
10031,1482,132,11.68,Hamilton Heights/West Harlem
10032,1712,174,12.7,Washington Heights (South)
10033,1483,121,12.57,Washington Heights (North)/Washington Heights (South)
10034,838,71,10.23,Inwood/Washington Heights (North)
10035,1111,136,13.35,East Harlem
10036,502,40,7.4,Hell's Kitchen/Midtown Manhattan
10037,565,63,11.38,Central Harlem (North)/East Harlem
10038,282,28,6.84,Chinatown/Financial District
10039,594,64,11.98,Central Harlem (North)/Washington Heights (South)
10040,1254,119,13.01,Washington Heights (North)
10044,256,36,10.81,Roosevelt Island
10065,354,28,4.94,Lenox Hill/Upper East Side
10069,67,2,5.33,Lincoln Square
10075,441,45,7.18,Lenox Hill/Upper East Side
10128,705,41,5.35,Upper East Side/Yorkville
10280,62,0,4.61,Battery Park City
10282,84,15,9.11,Battery Park City
10301,1294,106,15.2,Silver Lake/St. George
10302,681,32,19.1,Elm Park
10303,932,47,17.12,Graniteville/Mariner's Harbor/Port Ivory
10304,1492,182,16.18,New Dorp/Todt Hill
10305,1347,80,16.01,Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze
10306,1554,82,14.01,Lighthouse Hill/Midland Beach/New Dorp/Oakwood
10307,415,15,15.41,Tottenville
10308,695,28,13.92,Great Kills
10309,906,31,14.51,Charleston/Prince's Bay/Woodrow
10310,748,33,14.81,Port Richmond/Randall Manor/West Brighton
10312,1649,59,14.72,Annadale/Rossville
10314,2850,201,15.53,Bloomfield/Freshkills Park
10451,1711,150,15.43,Concourse/Melrose
10452,2674,172,16.05,Concourse/Highbridge
10453,2645,165,17.03,Morris Heights/Mount Hope/University Heights
10454,1255,105,15.38,Mott Haven/Port Morris
10455,1429,111,16.3,Mott Haven
10456,2792,291,14.97,Claremont/Morrisania
10457,2444,186,15.16,Belmont/Claremont/Mount Hope/Tremont
10458,2353,126,15.91,Belmont/Fordham University/Kingsbridge
10459,1649,166,16.0,Charlotte Gardens/Hunts Point
10460,1846,127,16.25,Charlotte Gardens/Tremont/Van Nest/West Farms
10461,1957,138,16.44,Morris Park/Pelham Bay/Westchester Square
10462,2443,183,15.14,Parkchester/Pelham Parkway/Van Nest/Westchester Square
10463,2215,215,13.3,Kingsbridge/Marble Hill/Riverdale/Spuyten Duyvil
10464,134,9,12.5,City Island
10465,1580,85,16.01,Country Club/Throgs Neck
10466,2576,169,18.23,Edenwald/Wakefield
10467,3773,322,17.07,Allerton/Norwood/Pelham Parkway/Williamsbridge
10468,3057,221,16.79,Fordham/Kingsbridge/University Heights
10469,3204,362,18.64,Allerton/Baychester/Pelham Gardens/Williamsbridge
10470,484,20,15.69,Wakefield/Woodlawn
10471,848,85,13.65,Fieldston/North Riverdale/Riverdale
10472,2187,188,18.49,Soundview
10473,2120,137,16.57,Castle Hill/Clason Point/Soundview
10474,350,21,15.37,Hunts Point
10475,1838,176,17.66,Co-op City/Edenwald
11004,626,68,12.93,Bellerose/Douglaston-Little Neck
