MODIFIED_ZCTA,Total COVID Cases,Total COVID Deaths,Positive test rate,Neighborhood
10001,444,26,6.29,Chelsea/NoMad/West Chelsea
10002,1338,161,7.42,Chinatown/Lower East Side
10003,549,36,3.33,East Village/Gramercy/Greenwich Village
10004,40,1,4.66,Financial District
10005,98,2,4.51,Financial District
10006,43,0,4.94,Financial District
10007,73,3,3.41,TriBeCa
10009,840,70,5.12,Alphabet City/East Village/Stuyvesant Town-Cooper Village
10010,345,19,3.53,Flatiron/Gramercy/Kips Bay
10011,638,44,4.44,Chelsea
10012,224,9,3.22,Greenwich Village/SoHo
10013,330,21,3.74,Hudson Square/Little Italy/SoHo/TriBeCa
10014,381,29,4.03,Hudson Square/Meatpacking District/West Village
10016,850,50,5.52,Kips Bay/Murray Hill/NoMad
10017,167,8,3.97,East Midtown/Murray Hill
10018,219,5,8.99,Hell's Kitchen/Midtown Manhattan
10019,708,42,5.36,Hell's Kitchen/Midtown Manhattan
10021,647,65,4.91,Lenox Hill/Upper East Side
10022,401,32,4.69,East Midtown
10023,658,53,4.14,Lincoln Square
10024,851,75,5.01,Upper West Side
10025,1564,178,5.3,Manhattan Valley/Morningside Heights/Upper West Side
10026,766,48,8.02,Central Harlem (South)
10027,1195,114,7.13,Central Harlem (South)/Morningside Heights/West Harlem
10028,552,34,4.54,Upper East Side/Yorkville
10029,2053,213,9.79,East Harlem
10030,577,57,8.91,Central Harlem (North)
10031,1543,132,10.15,Hamilton Heights/West Harlem
10032,1779,175,11.07,Washington Heights (South)
10033,1545,121,10.63,Washington Heights (North)/Washington Heights (South)
10034,883,72,8.93,Inwood/Washington Heights (North)
10035,1136,136,11.33,East Harlem
10036,524,40,6.1,Hell's Kitchen/Midtown Manhattan
10037,588,64,10.54,Central Harlem (North)/East Harlem
10038,310,28,5.75,Chinatown/Financial District
10039,623,66,10.31,Central Harlem (North)/Washington Heights (South)
10040,1306,119,10.94,Washington Heights (North)
10044,260,36,8.59,Roosevelt Island
10065,367,28,4.13,Lenox Hill/Upper East Side
10069,72,2,3.84,Lincoln Square
10075,450,45,5.95,Lenox Hill/Upper East Side
10128,727,41,4.34,Upper East Side/Yorkville
10280,64,0,3.46,Battery Park City
10282,86,15,7.34,Battery Park City
10301,1339,107,13.22,Silver Lake/St. George
10302,690,32,16.39,Elm Park
10303,954,47,14.98,Graniteville/Mariner's Harbor/Port Ivory
10304,1546,183,14.0,New Dorp/Todt Hill
10305,1382,81,14.19,Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze
10306,1592,83,12.07,Lighthouse Hill/Midland Beach/New Dorp/Oakwood
10307,421,15,13.42,Tottenville
10308,719,28,11.87,Great Kills
10309,929,32,12.52,Charleston/Prince's Bay/Woodrow
10310,774,33,13.01,Port Richmond/Randall Manor/West Brighton
10312,1689,59,12.58,Annadale/Rossville
10314,2931,202,13.44,Bloomfield/Freshkills Park
10451,1762,152,13.36,Concourse/Melrose
10452,2795,177,14.14,Concourse/Highbridge
10453,2757,166,14.69,Morris Heights/Mount Hope/University Heights
10454,1294,106,13.71,Mott Haven/Port Morris
10455,1484,112,14.05,Mott Haven
10456,2882,293,13.16,Claremont/Morrisania
10457,2515,188,13.55,Belmont/Claremont/Mount Hope/Tremont
10458,2448,126,13.64,Belmont/Fordham University/Kingsbridge
10459,1696,166,13.48,Charlotte Gardens/Hunts Point
10460,1914,128,13.9,Charlotte Gardens/Tremont/Van Nest/West Farms
10461,2001,141,14.27,Morris Park/Pelham Bay/Westchester Square
