MODIFIED_ZCTA,Total COVID Cases,Total COVID Deaths,Positive test rate,Neighborhood
10001,431,26,6.44,Chelsea/NoMad/West Chelsea
10002,1284,161,9.25,Chinatown/Lower East Side
10003,521,34,4.79,East Village/Gramercy/Greenwich Village
10004,39,1,5.31,Financial District
10005,89,2,5.1,Financial District
10006,39,0,5.08,Financial District
10007,70,3,3.89,TriBeCa
10009,816,69,6.51,Alphabet City/East Village/Stuyvesant Town-Cooper Village
10010,320,19,4.42,Flatiron/Gramercy/Kips Bay
10011,607,43,5.38,Chelsea
10012,203,9,4.42,Greenwich Village/SoHo
10013,319,21,4.69,Hudson Square/Little Italy/SoHo/TriBeCa
10014,368,29,4.9,Hudson Square/Meatpacking District/West Village
10016,808,50,6.24,Kips Bay/Murray Hill/NoMad
10017,165,8,4.78,East Midtown/Murray Hill
10018,259,5,7.0,Hell's Kitchen/Midtown Manhattan
10019,684,42,6.38,Hell's Kitchen/Midtown Manhattan
10021,623,64,5.74,Lenox Hill/Upper East Side
10022,387,32,5.33,East Midtown
10023,642,54,4.98,Lincoln Square
10024,809,75,6.07,Upper West Side
10025,1503,177,6.58,Manhattan Valley/Morningside Heights/Upper West Side
10026,730,47,9.78,Central Harlem (South)
10027,1164,113,9.28,Central Harlem (South)/Morningside Heights/West Harlem
10028,526,33,5.33,Upper East Side/Yorkville
10029,1978,212,11.45,East Harlem
10030,562,56,10.8,Central Harlem (North)
10031,1487,132,11.66,Hamilton Heights/West Harlem
10032,1714,174,12.67,Washington Heights (South)
10033,1484,121,12.5,Washington Heights (North)/Washington Heights (South)
10034,840,71,10.22,Inwood/Washington Heights (North)
10035,1113,136,13.27,East Harlem
10036,503,40,7.36,Hell's Kitchen/Midtown Manhattan
10037,565,63,11.34,Central Harlem (North)/East Harlem
10038,282,28,6.8,Chinatown/Financial District
10039,594,64,11.92,Central Harlem (North)/Washington Heights (South)
10040,1256,119,12.96,Washington Heights (North)
10044,256,36,10.76,Roosevelt Island
10065,354,28,4.92,Lenox Hill/Upper East Side
10069,67,2,5.32,Lincoln Square
10075,441,45,7.13,Lenox Hill/Upper East Side
10128,705,41,5.33,Upper East Side/Yorkville
10280,62,0,4.6,Battery Park City
10282,84,15,9.04,Battery Park City
10301,1296,106,15.18,Silver Lake/St. George
10302,680,32,19.01,Elm Park
10303,932,47,17.04,Graniteville/Mariner's Harbor/Port Ivory
10304,1493,182,16.12,New Dorp/Todt Hill
10305,1347,80,15.97,Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze
10306,1556,82,13.96,Lighthouse Hill/Midland Beach/New Dorp/Oakwood
10307,414,15,15.33,Tottenville
10308,697,28,13.89,Great Kills
10309,907,31,14.46,Charleston/Prince's Bay/Woodrow
10310,749,33,14.78,Port Richmond/Randall Manor/West Brighton
10312,1650,59,14.66,Annadale/Rossville
10314,2853,201,15.49,Bloomfield/Freshkills Park
10451,1711,150,15.3,Concourse/Melrose
10452,2675,172,15.91,Concourse/Highbridge
10453,2647,165,16.94,Morris Heights/Mount Hope/University Heights
10454,1256,105,15.26,Mott Haven/Port Morris
10455,1432,111,16.18,Mott Haven
10456,2795,291,14.9,Claremont/Morrisania
10457,2447,186,15.1,Belmont/Claremont/Mount Hope/Tremont
10458,2354,126,15.8,Belmont/Fordham University/Kingsbridge
10459,1649,166,15.9,Charlotte Gardens/Hunts Point
10460,1847,127,16.17,Charlotte Gardens/Tremont/Van Nest/West Farms
10461,1959,139,16.39,Morris Park/Pelham Bay/Westchester Square
10462,2447,183,15.07,Parkchester/Pelham Parkway/Van Nest/Westchester Square
10463,2219,215,13.23,Kingsbridge/Marble Hill/Riverdale/Spuyten Duyvil
10464,134,9,12.47,City Island
10465,1580,86,15.91,Country Club/Throgs Neck
10466,2578,169,18.15,Edenwald/Wakefield
10467,3777,322,17.0,Allerton/Norwood/Pelham Parkway/Williamsbridge
10468,3064,221,16.74,Fordham/Kingsbridge/University Heights
10469,3207,363,18.59,Allerton/Baychester/Pelham Gardens/Williamsbridge
10470,484,20,15.6,Wakefield/Woodlawn
10471,849,85,13.58,Fieldston/North Riverdale/Riverdale
10472,2187,188,18.4,Soundview
10473,2122,137,16.49,Castle Hill/Clason Point/Soundview
10474,350,21,15.32,Hunts Point
10475,1840,176,17.62,Co-op City/Edenwald
11004,628,68,12.9,Bellerose/Douglaston-Little Neck
11101,715,40,7.61,Astoria (South)/Long Island City/Sunnyside
11102,699,80,9.68,Astoria (North)
11103,642,53,8.49,Astoria (North)/Astoria (South)
11104,547,42,9.5,Sunnyside
11105,542,43,7.57,Ditmars Steinway
11106,760,55,9.57,Astoria (South)
11109,62,2,4.86,Long Island City
11201,804,95,5.16,Brooklyn Heights/DUMBO/Downtown Brooklyn
11203,2241,243,16.53,East Flatbush (North)/East Flatbush (South)
11204,2182,144,15.13,Bensonhurst/Mapleton
11205,807,50,9.04,Bedford-Stuyvesant (West)/Clinton Hill/Fort Greene
11206,1785,153,10.61,Williamsburg (South)
11207,2357,216,14.8,Cypress Hills/East New York
11208,2657,249,16.3,Cypress Hills/East New York
11209,1252,115,9.63,Bay Ridge/Fort Hamilton
11210,1837,150,15.36,Flatlands/Midwood
11211,2316,138,9.88,East Williamsburg/Williamsburg (North)/Williamsburg (South)
11212,2096,235,15.39,Ocean Hill-Brownsville
11213,1544,148,12.56,Crown Heights (East)
11214,1715,184,12.17,Bath Beach/Bensonhurst/Gravesend
11215,683,46,4.72,Gowanus/Park Slope/Windsor Terrace
11216,848,76,7.4,Bedford-Stuyvesant (West)/Crown Heights (West)
11217,685,86,7.18,Boerum Hill/Park Slope
11218,1889,137,12.72,Kensington/Windsor Terrace
11219,3254,235,15.61,Borough Park
11220,1868,167,12.54,Sunset Park
11221,1525,147,9.88,Bedford-Stuyvesant (East)/Bushwick
11222,531,34,5.6,Greenpoint
11223,1878,144,13.82,Gravesend/Homecrest
11224,1327,213,15.85,Brighton Beach/Coney Island/Seagate
11225,1255,140,11.02,Crown Heights (West)/Prospect Lefferts Gardens
11226,2531,301,13.64,Flatbush/Prospect Lefferts Gardens
11228,753,82,11.83,Bath Beach/Dyker Heights
11229,1936,151,10.85,Gerritsen Beach/Homecrest/Sheepshead Bay
11230,2567,228,14.13,Midwood
11231,463,34,5.78,Carroll Gardens/Cobble Hill/Red Hook
11232,621,42,12.09,Sunset Park
11233,1412,136,12.74,Bedford-Stuyvesant (East)/Ocean Hill-Brownsville
11234,2412,195,15.14,Bergen Beach/Flatlands/Marine Park/Mill Basin
11235,2245,300,13.81,Brighton Beach/Manhattan Beach/Sheepshead Bay
11236,2968,298,17.67,Canarsie
11237,1104,114,10.72,Bushwick/East Williamsburg
11238,884,105,6.59,Clinton Hill/Prospect Heights
11239,566,89,15.65,East New York
11354,1385,297,11.43,Flushing/Murray Hill
11355,1545,169,11.26,Flushing/Murray Hill/Queensboro Hill
11356,632,42,14.8,College Point
11357,896,105,12.21,Whitestone
11358,629,43,9.53,Auburndale/Murray Hill
11360,339,27,9.0,Bayside (North)
11361,489,58,9.95,Bayside (North)/Bayside (South)
11362,351,36,10.9,Douglaston-Little Neck
11363,109,5,9.3,Douglaston-Little Neck
11364,503,35,9.16,Bayside (South)/Oakland Gardens
11365,931,67,12.02,Auburndale/Fresh Meadows/Pomonok/Utopia
11366,415,28,16.13,Fresh Meadows/Hillcrest
11367,1140,67,14.08,Kew Gardens Hills/Pomonok
11368,5020,445,19.38,Corona/North Corona
11369,1718,180,20.06,Airport/East Elmhurst
11370,1415,64,18.97,Jackson Heights/Rikers Island
11372,2759,257,16.7,Jackson Heights
11373,3467,297,16.05,Elmhurst
11374,1159,99,13.96,Rego Park
11375,1546,181,11.94,Forest Hills
11377,2461,195,12.92,Woodside
11378,802,74,12.14,Maspeth
11379,878,98,12.54,Middle Village
11385,2404,142,13.16,Glendale/Ridgewood
11411,724,50,19.71,Cambria Heights
11412,1320,92,18.79,St. Albans
11413,1403,103,18.99,Laurelton/Rosedale
11414,856,63,17.28,Hamilton Beach/Howard Beach/Lindenwood
11415,562,52,14.3,Kew Gardens
11416,768,55,17.54,Ozone Park
11417,940,47,16.28,Ozone Park
