MODIFIED_ZCTA,Total COVID Cases,Total COVID Deaths,Positive test rate,Neighborhood
10001,1038,28,6.36,Chelsea/NoMad/West Chelsea
10002,3950,201,9.91,Chinatown/Lower East Side
10003,1821,38,4.98,East Village/Gramercy/Greenwich Village
10004,194,2,6.35,Financial District
10005,274,0,5.17,Financial District
10006,119,1,5.82,Financial District
10007,260,4,4.74,TriBeCa
10009,2400,87,7.14,Alphabet City/East Village/Stuyvesant Town-Cooper Village
10010,1203,31,5.08,Flatiron/Gramercy/Kips Bay
10011,1788,51,5.69,Chelsea
10012,865,12,5.59,Greenwich Village/SoHo
10013,1112,24,5.76,Hudson Square/Little Italy/SoHo/TriBeCa
10014,1085,28,5.3,Hudson Square/Meatpacking District/West Village
10016,2181,52,6.34,Kips Bay/Murray Hill/NoMad
10017,592,15,5.9,East Midtown/Murray Hill
10018,395,7,6.1,Hell's Kitchen/Midtown Manhattan
10019,1706,52,6.24,Hell's Kitchen/Midtown Manhattan
10021,1610,74,5.89,Lenox Hill/Upper East Side
10022,1172,40,5.76,East Midtown
10023,1887,60,5.32,Lincoln Square
10024,1934,83,5.62,Upper West Side
10025,3600,206,6.25,Manhattan Valley/Morningside Heights/Upper West Side
10026,1846,63,9.25,Central Harlem (South)
10027,2758,131,8.16,Central Harlem (South)/Morningside Heights/West Harlem
10028,1549,42,5.81,Upper East Side/Yorkville
10029,4453,246,10.87,East Harlem
10030,1443,64,10.19,Central Harlem (North)
10031,3319,157,11.63,Hamilton Heights/West Harlem
10032,4017,196,12.6,Washington Heights (South)
10033,3658,137,12.71,Washington Heights (North)/Washington Heights (South)
10034,2567,80,12.57,Inwood/Washington Heights (North)
10035,2196,148,11.22,East Harlem
10036,1334,47,7.28,Hell's Kitchen/Midtown Manhattan
10037,1015,76,10.27,Central Harlem (North)/East Harlem
10038,938,36,7.39,Chinatown/Financial District
10039,1313,75,10.85,Central Harlem (North)/Washington Heights (South)
10040,3097,136,13.17,Washington Heights (North)
10044,449,38,7.68,Roosevelt Island
10065,1060,33,5.46,Lenox Hill/Upper East Side
10069,283,3,6.1,Lincoln Square
10075,1091,52,7.03,Lenox Hill/Upper East Side
10128,2096,55,5.85,Upper East Side/Yorkville
10280,227,2,4.98,Battery Park City
10282,164,14,5.37,Battery Park City
10301,3308,128,15.04,Silver Lake/St. George
10302,1750,46,17.3,Elm Park
10303,2240,60,15.53,Graniteville/Mariner's Harbor/Port Ivory
10304,3971,223,16.05,New Dorp/Todt Hill
10305,4064,106,17.34,Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze
10306,5448,176,16.86,Lighthouse Hill/Midland Beach/New Dorp/Oakwood
10307,1332,22,16.57,Tottenville
10308,2562,47,16.36,Great Kills
10309,3104,47,16.72,Charleston/Prince's Bay/Woodrow
10310,2096,45,15.12,Port Richmond/Randall Manor/West Brighton
10312,5401,91,16.18,Annadale/Rossville
10314,8264,284,16.71,Bloomfield/Freshkills Park
10451,3563,164,13.64,Concourse/Melrose
10452,5988,202,15.28,Concourse/Highbridge
10453,6104,193,15.74,Morris Heights/Mount Hope/University Heights
10454,2815,129,13.85,Mott Haven/Port Morris
10455,3089,127,14.29,Mott Haven
10456,5888,308,13.41,Claremont/Morrisania
10457,5264,209,14.39,Belmont/Claremont/Mount Hope/Tremont
10458,5651,151,14.97,Belmont/Fordham University/Kingsbridge
10459,3643,183,13.93,Charlotte Gardens/Hunts Point
10460,4224,154,14.85,Charlotte Gardens/Tremont/Van Nest/West Farms
10461,4265,157,15.19,Morris Park/Pelham Bay/Westchester Square
10462,5563,207,14.38,Parkchester/Pelham Parkway/Van Nest/Westchester Square
10463,4817,251,12.8,Kingsbridge/Marble Hill/Riverdale/Spuyten Duyvil
10464,299,12,11.89,City Island
10465,3614,112,15.06,Country Club/Throgs Neck
10466,4976,188,14.5,Edenwald/Wakefield
10467,7827,372,14.73,Allerton/Norwood/Pelham Parkway/Williamsbridge
10468,6467,247,16.3,Fordham/Kingsbridge/University Heights
10469,5418,400,14.87,Allerton/Baychester/Pelham Gardens/Williamsbridge
10470,1224,30,15.62,Wakefield/Woodlawn
10471,1631,102,11.46,Fieldston/North Riverdale/Riverdale
10472,4868,226,15.13,Soundview
10473,4744,179,14.94,Castle Hill/Clason Point/Soundview
10474,790,23,14.35,Hunts Point
10475,2946,202,13.15,Co-op City/Edenwald
11004,1156,76,11.87,Bellerose/Douglaston-Little Neck
