MODIFIED_ZCTA,Total COVID Cases,Total COVID Deaths,Positive test rate,Neighborhood
10001,757,24,5.15,Chelsea/NoMad/West Chelsea
10002,2841,171,8.0,Chinatown/Lower East Side
10003,1313,34,3.89,East Village/Gramercy/Greenwich Village
10004,124,1,4.61,Financial District
10005,216,0,4.42,Financial District
10006,97,1,5.18,Financial District
10007,182,4,3.71,TriBeCa
10009,1757,75,5.67,Alphabet City/East Village/Stuyvesant Town-Cooper Village
10010,869,25,4.01,Flatiron/Gramercy/Kips Bay
10011,1347,47,4.64,Chelsea
10012,617,11,4.35,Greenwich Village/SoHo
10013,757,20,4.25,Hudson Square/Little Italy/SoHo/TriBeCa
10014,844,27,4.39,Hudson Square/Meatpacking District/West Village
10016,1667,43,5.26,Kips Bay/Murray Hill/NoMad
10017,441,14,4.89,East Midtown/Murray Hill
10018,282,7,5.04,Hell's Kitchen/Midtown Manhattan
10019,1313,47,5.18,Hell's Kitchen/Midtown Manhattan
10021,1255,70,4.95,Lenox Hill/Upper East Side
10022,890,36,4.89,East Midtown
10023,1380,57,4.23,Lincoln Square
10024,1486,75,4.71,Upper West Side
10025,2650,189,5.04,Manhattan Valley/Morningside Heights/Upper West Side
10026,1333,53,7.35,Central Harlem (South)
10027,1976,117,6.44,Central Harlem (South)/Morningside Heights/West Harlem
10028,1152,35,4.68,Upper East Side/Yorkville
10029,3292,224,8.9,East Harlem
10030,1075,62,8.43,Central Harlem (North)
10031,2582,141,9.96,Hamilton Heights/West Harlem
10032,3098,179,10.69,Washington Heights (South)
10033,2862,126,10.81,Washington Heights (North)/Washington Heights (South)
10034,1828,73,9.8,Inwood/Washington Heights (North)
10035,1734,136,9.76,East Harlem
10036,1002,40,5.98,Hell's Kitchen/Midtown Manhattan
10037,772,67,8.81,Central Harlem (North)/East Harlem
10038,656,29,5.78,Chinatown/Financial District
10039,987,70,9.14,Central Harlem (North)/Washington Heights (South)
10040,2330,130,10.86,Washington Heights (North)
10044,361,36,6.65,Roosevelt Island
10065,801,31,4.58,Lenox Hill/Upper East Side
10069,200,3,4.79,Lincoln Square
10075,823,46,5.77,Lenox Hill/Upper East Side
10128,1525,46,4.6,Upper East Side/Yorkville
10280,174,0,4.22,Battery Park City
10282,135,14,4.7,Battery Park City
10301,2573,117,13.07,Silver Lake/St. George
10302,1367,38,15.21,Elm Park
10303,1737,54,13.44,Graniteville/Mariner's Harbor/Port Ivory
10304,3033,201,13.68,New Dorp/Todt Hill
10305,3021,91,14.45,Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze
10306,4197,150,14.59,Lighthouse Hill/Midland Beach/New Dorp/Oakwood
10307,1017,17,14.28,Tottenville
10308,1961,37,14.03,Great Kills
10309,2308,42,14.01,Charleston/Prince's Bay/Woodrow
