MODIFIED_ZCTA,Total COVID Cases,Total COVID Deaths,Positive test rate,Neighborhood
10001,459,27,5.53,Chelsea/NoMad/West Chelsea
10002,1371,161,6.61,Chinatown/Lower East Side
10003,584,35,3.07,East Village/Gramercy/Greenwich Village
10004,45,1,4.43,Financial District
10005,109,2,4.24,Financial District
10006,47,0,4.61,Financial District
10007,77,3,2.98,TriBeCa
10009,880,70,4.66,Alphabet City/East Village/Stuyvesant Town-Cooper Village
10010,362,19,3.22,Flatiron/Gramercy/Kips Bay
10011,659,43,3.95,Chelsea
10012,240,9,2.99,Greenwich Village/SoHo
10013,343,22,3.23,Hudson Square/Little Italy/SoHo/TriBeCa
10014,401,29,3.65,Hudson Square/Meatpacking District/West Village
10016,878,49,4.95,Kips Bay/Murray Hill/NoMad
10017,172,8,3.49,East Midtown/Murray Hill
10018,209,6,7.22,Hell's Kitchen/Midtown Manhattan
10019,735,42,4.81,Hell's Kitchen/Midtown Manhattan
10021,683,65,4.51,Lenox Hill/Upper East Side
10022,420,32,4.2,East Midtown
10023,688,53,3.72,Lincoln Square
10024,884,75,4.46,Upper West Side
10025,1606,179,4.61,Manhattan Valley/Morningside Heights/Upper West Side
10026,792,48,7.19,Central Harlem (South)
10027,1237,113,6.26,Central Harlem (South)/Morningside Heights/West Harlem
10028,574,34,4.1,Upper East Side/Yorkville
10029,2094,212,8.92,East Harlem
10030,589,57,7.84,Central Harlem (North)
10031,1587,133,9.3,Hamilton Heights/West Harlem
10032,1811,176,9.99,Washington Heights (South)
10033,1586,122,9.58,Washington Heights (North)/Washington Heights (South)
10034,904,72,8.09,Inwood/Washington Heights (North)
10035,1148,138,9.96,East Harlem
10036,542,40,5.47,Hell's Kitchen/Midtown Manhattan
10037,600,65,9.59,Central Harlem (North)/East Harlem
10038,320,28,4.9,Chinatown/Financial District
10039,627,66,9.16,Central Harlem (North)/Washington Heights (South)
10040,1339,120,9.93,Washington Heights (North)
10044,264,36,7.81,Roosevelt Island
10065,389,28,3.75,Lenox Hill/Upper East Side
10069,74,2,3.32,Lincoln Square
10075,466,45,5.37,Lenox Hill/Upper East Side
10128,748,41,3.86,Upper East Side/Yorkville
10280,65,0,2.95,Battery Park City
10282,86,14,6.21,Battery Park City
10301,1365,107,11.92,Silver Lake/St. George
10302,705,32,14.58,Elm Park
10303,964,47,13.55,Graniteville/Mariner's Harbor/Port Ivory
10304,1581,182,12.78,New Dorp/Todt Hill
10305,1417,81,12.87,Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze
10306,1653,83,10.98,Lighthouse Hill/Midland Beach/New Dorp/Oakwood
10307,432,15,12.1,Tottenville
10308,746,28,10.81,Great Kills
10309,962,32,11.43,Charleston/Prince's Bay/Woodrow
10310,807,34,11.92,Port Richmond/Randall Manor/West Brighton
10312,1754,59,11.43,Annadale/Rossville
10314,3023,203,12.21,Bloomfield/Freshkills Park
10451,1803,153,12.22,Concourse/Melrose
10452,2882,178,13.01,Concourse/Highbridge
10453,2819,167,13.26,Morris Heights/Mount Hope/University Heights
10454,1309,106,12.44,Mott Haven/Port Morris
