MODIFIED_ZCTA,Total COVID Cases,Total COVID Deaths,Positive test rate,Neighborhood
10001,460,27,5.35,Chelsea/NoMad/West Chelsea
10002,1387,161,6.39,Chinatown/Lower East Side
10003,596,35,3.02,East Village/Gramercy/Greenwich Village
10004,47,1,4.32,Financial District
10005,110,2,4.12,Financial District
10006,48,0,4.55,Financial District
10007,79,3,2.95,TriBeCa
10009,890,70,4.54,Alphabet City/East Village/Stuyvesant Town-Cooper Village
10010,372,19,3.16,Flatiron/Gramercy/Kips Bay
10011,662,43,3.83,Chelsea
10012,244,9,2.94,Greenwich Village/SoHo
10013,345,22,3.15,Hudson Square/Little Italy/SoHo/TriBeCa
10014,403,29,3.54,Hudson Square/Meatpacking District/West Village
10016,890,49,4.84,Kips Bay/Murray Hill/NoMad
10017,176,8,3.44,East Midtown/Murray Hill
10018,212,6,7.03,Hell's Kitchen/Midtown Manhattan
10019,741,42,4.67,Hell's Kitchen/Midtown Manhattan
10021,690,65,4.41,Lenox Hill/Upper East Side
10022,422,32,4.06,East Midtown
10023,699,53,3.65,Lincoln Square
10024,898,75,4.36,Upper West Side
10025,1621,180,4.5,Manhattan Valley/Morningside Heights/Upper West Side
10026,799,49,7.01,Central Harlem (South)
10027,1245,114,6.11,Central Harlem (South)/Morningside Heights/West Harlem
10028,579,35,3.98,Upper East Side/Yorkville
10029,2105,212,8.71,East Harlem
10030,598,58,7.67,Central Harlem (North)
10031,1589,133,9.05,Hamilton Heights/West Harlem
10032,1822,176,9.78,Washington Heights (South)
10033,1600,122,9.36,Washington Heights (North)/Washington Heights (South)
10034,910,72,7.93,Inwood/Washington Heights (North)
10035,1154,138,9.74,East Harlem
10036,551,40,5.38,Hell's Kitchen/Midtown Manhattan
10037,604,65,9.41,Central Harlem (North)/East Harlem
10038,331,28,4.84,Chinatown/Financial District
10039,635,66,9.0,Central Harlem (North)/Washington Heights (South)
10040,1354,120,9.76,Washington Heights (North)
10044,265,36,7.63,Roosevelt Island
10065,397,28,3.68,Lenox Hill/Upper East Side
10069,75,2,3.24,Lincoln Square
10075,473,45,5.28,Lenox Hill/Upper East Side
10128,752,41,3.74,Upper East Side/Yorkville
10280,66,0,2.86,Battery Park City
10282,87,14,6.06,Battery Park City
10301,1383,107,11.73,Silver Lake/St. George
10302,709,32,14.24,Elm Park
10303,965,47,13.23,Graniteville/Mariner's Harbor/Port Ivory
10304,1594,182,12.51,New Dorp/Todt Hill
10305,1435,81,12.63,Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze
10306,1680,83,10.79,Lighthouse Hill/Midland Beach/New Dorp/Oakwood
10307,437,15,11.88,Tottenville
10308,760,28,10.68,Great Kills
10309,976,32,11.26,Charleston/Prince's Bay/Woodrow
10310,821,34,11.73,Port Richmond/Randall Manor/West Brighton
10312,1769,59,11.18,Annadale/Rossville
10314,3045,203,11.93,Bloomfield/Freshkills Park
10451,1809,153,11.91,Concourse/Melrose
10452,2913,178,12.8,Concourse/Highbridge
10453,2839,167,12.97,Morris Heights/Mount Hope/University Heights
10454,1313,106,12.15,Mott Haven/Port Morris
10455,1517,112,12.58,Mott Haven
10456,2957,299,11.59,Claremont/Morrisania
10457,2570,190,12.08,Belmont/Claremont/Mount Hope/Tremont
10458,2527,129,11.79,Belmont/Fordham University/Kingsbridge
10459,1755,166,11.95,Charlotte Gardens/Hunts Point
10460,1957,131,12.28,Charlotte Gardens/Tremont/Van Nest/West Farms
10461,2052,141,12.75,Morris Park/Pelham Bay/Westchester Square
10462,2625,185,11.93,Parkchester/Pelham Parkway/Van Nest/Westchester Square
10463,2371,218,10.27,Kingsbridge/Marble Hill/Riverdale/Spuyten Duyvil
