MODIFIED_ZCTA,Total COVID Cases,Total COVID Deaths,Positive test rate,Neighborhood
10001,952,26,6.05,Chelsea/NoMad/West Chelsea
10002,3668,190,9.54,Chinatown/Lower East Side
10003,1676,37,4.71,East Village/Gramercy/Greenwich Village
10004,177,2,5.98,Financial District
10005,247,0,4.84,Financial District
10006,114,1,5.68,Financial District
10007,234,4,4.39,TriBeCa
10009,2191,83,6.7,Alphabet City/East Village/Stuyvesant Town-Cooper Village
10010,1110,30,4.84,Flatiron/Gramercy/Kips Bay
10011,1662,48,5.43,Chelsea
10012,793,12,5.25,Greenwich Village/SoHo
10013,1000,22,5.33,Hudson Square/Little Italy/SoHo/TriBeCa
10014,1010,27,5.04,Hudson Square/Meatpacking District/West Village
10016,2061,49,6.13,Kips Bay/Murray Hill/NoMad
10017,557,14,5.7,East Midtown/Murray Hill
10018,364,7,5.9,Hell's Kitchen/Midtown Manhattan
10019,1585,50,5.96,Hell's Kitchen/Midtown Manhattan
10021,1502,73,5.63,Lenox Hill/Upper East Side
10022,1090,38,5.56,East Midtown
10023,1715,57,4.99,Lincoln Square
10024,1785,79,5.36,Upper West Side
10025,3281,197,5.88,Manhattan Valley/Morningside Heights/Upper West Side
10026,1660,59,8.61,Central Harlem (South)
10027,2545,128,7.73,Central Harlem (South)/Morningside Heights/West Harlem
10028,1447,37,5.55,Upper East Side/Yorkville
10029,4050,238,10.3,East Harlem
10030,1323,63,9.7,Central Harlem (North)
10031,3076,147,11.17,Hamilton Heights/West Harlem
10032,3787,192,12.2,Washington Heights (South)
10033,3467,133,12.43,Washington Heights (North)/Washington Heights (South)
10034,2357,75,11.9,Inwood/Washington Heights (North)
10035,2062,143,10.88,East Harlem
10036,1240,45,6.98,Hell's Kitchen/Midtown Manhattan
10037,949,76,9.88,Central Harlem (North)/East Harlem
10038,850,32,7.02,Chinatown/Financial District
10039,1195,74,10.21,Central Harlem (North)/Washington Heights (South)
10040,2862,134,12.51,Washington Heights (North)
10044,433,37,7.6,Roosevelt Island
10065,1001,32,5.27,Lenox Hill/Upper East Side
10069,253,3,5.68,Lincoln Square
10075,1008,50,6.64,Lenox Hill/Upper East Side
10128,1902,50,5.43,Upper East Side/Yorkville
10280,213,1,4.84,Battery Park City
10282,152,14,5.15,Battery Park City
10301,3134,123,14.63,Silver Lake/St. George
10302,1663,43,16.86,Elm Park
10303,2136,60,15.21,Graniteville/Mariner's Harbor/Port Ivory
10304,3751,218,15.61,New Dorp/Todt Hill
10305,3795,101,16.75,Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze
10306,5146,168,16.43,Lighthouse Hill/Midland Beach/New Dorp/Oakwood
10307,1283,20,16.37,Tottenville
10308,2425,46,15.98,Great Kills
10309,2964,44,16.33,Charleston/Prince's Bay/Woodrow
10310,1995,45,14.77,Port Richmond/Randall Manor/West Brighton
10312,5165,84,15.9,Annadale/Rossville
10314,7780,272,16.17,Bloomfield/Freshkills Park
10451,3291,154,13.04,Concourse/Melrose
10452,5602,193,14.89,Concourse/Highbridge
10453,5631,185,15.03,Morris Heights/Mount Hope/University Heights
10454,2595,125,13.26,Mott Haven/Port Morris
10455,2827,119,13.61,Mott Haven
10456,5430,301,12.89,Claremont/Morrisania
