MODIFIED_ZCTA,Total COVID Cases,Total COVID Deaths,Positive test rate,Neighborhood
10001,656,24,4.75,Chelsea/NoMad/West Chelsea
10002,2300,165,6.97,Chinatown/Lower East Side
10003,1143,34,3.53,East Village/Gramercy/Greenwich Village
10004,102,1,4.23,Financial District
10005,183,0,3.98,Financial District
10006,80,1,4.56,Financial District
10007,152,4,3.29,TriBeCa
10009,1505,67,5.09,Alphabet City/East Village/Stuyvesant Town-Cooper Village
10010,735,24,3.63,Flatiron/Gramercy/Kips Bay
10011,1171,47,4.25,Chelsea
10012,539,9,3.97,Greenwich Village/SoHo
10013,619,19,3.69,Hudson Square/Little Italy/SoHo/TriBeCa
10014,750,26,4.12,Hudson Square/Meatpacking District/West Village
10016,1441,43,4.82,Kips Bay/Murray Hill/NoMad
10017,362,11,4.33,East Midtown/Murray Hill
10018,238,7,4.67,Hell's Kitchen/Midtown Manhattan
10019,1148,45,4.78,Hell's Kitchen/Midtown Manhattan
10021,1070,67,4.5,Lenox Hill/Upper East Side
10022,734,33,4.4,East Midtown
10023,1170,57,3.82,Lincoln Square
10024,1267,75,4.27,Upper West Side
10025,2328,185,4.67,Manhattan Valley/Morningside Heights/Upper West Side
10026,1155,54,6.76,Central Harlem (South)
10027,1735,117,5.99,Central Harlem (South)/Morningside Heights/West Harlem
10028,970,34,4.2,Upper East Side/Yorkville
10029,2876,217,8.2,East Harlem
10030,925,61,7.81,Central Harlem (North)
10031,2255,134,9.16,Hamilton Heights/West Harlem
10032,2678,173,9.75,Washington Heights (South)
10033,2452,121,9.76,Washington Heights (North)/Washington Heights (South)
10034,1501,70,8.62,Inwood/Washington Heights (North)
10035,1535,135,9.07,East Harlem
10036,883,40,5.59,Hell's Kitchen/Midtown Manhattan
10037,660,62,8.05,Central Harlem (North)/East Harlem
10038,555,26,5.17,Chinatown/Financial District
10039,850,68,8.29,Central Harlem (North)/Washington Heights (South)
10040,2026,127,9.98,Washington Heights (North)
10044,328,36,6.41,Roosevelt Island
10065,690,30,4.15,Lenox Hill/Upper East Side
10069,167,3,4.24,Lincoln Square
10075,693,46,5.15,Lenox Hill/Upper East Side
10128,1280,42,4.09,Upper East Side/Yorkville
10280,126,0,3.29,Battery Park City
10282,121,14,4.54,Battery Park City
10301,2197,110,11.93,Silver Lake/St. George
10302,1135,36,13.53,Elm Park
10303,1481,53,12.41,Graniteville/Mariner's Harbor/Port Ivory
10304,2519,189,12.36,New Dorp/Todt Hill
10305,2485,88,12.87,Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze
10306,3352,130,12.71,Lighthouse Hill/Midland Beach/New Dorp/Oakwood
10307,835,17,12.69,Tottenville
10308,1579,34,12.3,Great Kills
10309,1800,41,11.85,Charleston/Prince's Bay/Woodrow
10310,1371,40,11.88,Port Richmond/Randall Manor/West Brighton
10312,3296,71,11.94,Annadale/Rossville
10314,5223,223,12.62,Bloomfield/Freshkills Park
10451,2401,152,10.97,Concourse/Melrose
10452,3938,177,12.02,Concourse/Highbridge
10453,3987,169,12.28,Morris Heights/Mount Hope/University Heights
10454,1806,113,10.86,Mott Haven/Port Morris
10455,2066,114,11.5,Mott Haven
10456,3887,296,10.56,Claremont/Morrisania
10457,3442,193,11.23,Belmont/Claremont/Mount Hope/Tremont
10458,3515,134,11.22,Belmont/Fordham University/Kingsbridge
10459,2343,168,10.71,Charlotte Gardens/Hunts Point
10460,2715,134,11.44,Charlotte Gardens/Tremont/Van Nest/West Farms
10461,2816,141,11.83,Morris Park/Pelham Bay/Westchester Square
10462,3537,189,10.96,Parkchester/Pelham Parkway/Van Nest/Westchester Square
