MODIFIED_ZCTA,Total COVID Cases,Total COVID Deaths,Positive test rate,Neighborhood
10001,1099,28,6.61,Chelsea/NoMad/West Chelsea
10002,4139,207,10.28,Chinatown/Lower East Side
10003,1911,39,5.2,East Village/Gramercy/Greenwich Village
10004,202,2,6.44,Financial District
10005,285,0,5.32,Financial District
10006,119,1,5.71,Financial District
10007,272,4,4.94,TriBeCa
10009,2534,88,7.47,Alphabet City/East Village/Stuyvesant Town-Cooper Village
10010,1244,31,5.18,Flatiron/Gramercy/Kips Bay
10011,1874,52,5.91,Chelsea
10012,898,13,5.75,Greenwich Village/SoHo
10013,1172,25,5.97,Hudson Square/Little Italy/SoHo/TriBeCa
10014,1136,28,5.49,Hudson Square/Meatpacking District/West Village
10016,2284,55,6.54,Kips Bay/Murray Hill/NoMad
10017,616,15,6.01,East Midtown/Murray Hill
10018,408,7,6.2,Hell's Kitchen/Midtown Manhattan
10019,1781,53,6.47,Hell's Kitchen/Midtown Manhattan
10021,1658,76,6.04,Lenox Hill/Upper East Side
10022,1228,42,5.9,East Midtown
10023,1978,63,5.53,Lincoln Square
10024,2010,86,5.8,Upper West Side
10025,3740,216,6.47,Manhattan Valley/Morningside Heights/Upper West Side
10026,1925,68,9.58,Central Harlem (South)
10027,2890,136,8.5,Central Harlem (South)/Morningside Heights/West Harlem
10028,1608,43,6.0,Upper East Side/Yorkville
10029,4667,256,11.3,East Harlem
10030,1500,67,10.43,Central Harlem (North)
10031,3448,162,11.93,Hamilton Heights/West Harlem
10032,4149,200,12.81,Washington Heights (South)
10033,3783,140,13.01,Washington Heights (North)/Washington Heights (South)
10034,2663,84,12.93,Inwood/Washington Heights (North)
10035,2303,152,11.62,East Harlem
10036,1371,48,7.37,Hell's Kitchen/Midtown Manhattan
10037,1066,78,10.49,Central Harlem (North)/East Harlem
10038,981,38,7.63,Chinatown/Financial District
10039,1389,76,11.25,Central Harlem (North)/Washington Heights (South)
10040,3243,138,13.66,Washington Heights (North)
10044,457,38,7.78,Roosevelt Island
10065,1087,33,5.56,Lenox Hill/Upper East Side
10069,293,3,6.29,Lincoln Square
