MODIFIED_ZCTA,Total COVID Cases,Total COVID Deaths,Positive test rate,Neighborhood
10001,602,23,4.55,Chelsea/NoMad/West Chelsea
10002,2026,162,6.39,Chinatown/Lower East Side
10003,1042,33,3.31,East Village/Gramercy/Greenwich Village
10004,91,1,4.06,Financial District
10005,165,0,3.81,Financial District
10006,72,1,4.29,Financial District
10007,141,4,3.16,TriBeCa
10009,1380,66,4.82,Alphabet City/East Village/Stuyvesant Town-Cooper Village
10010,679,23,3.49,Flatiron/Gramercy/Kips Bay
10011,1089,47,4.07,Chelsea
10012,490,9,3.73,Greenwich Village/SoHo
10013,535,19,3.3,Hudson Square/Little Italy/SoHo/TriBeCa
10014,693,26,3.94,Hudson Square/Meatpacking District/West Village
10016,1286,43,4.47,Kips Bay/Murray Hill/NoMad
10017,313,11,3.92,East Midtown/Murray Hill
10018,218,7,4.54,Hell's Kitchen/Midtown Manhattan
10019,1072,42,4.64,Hell's Kitchen/Midtown Manhattan
10021,983,68,4.31,Lenox Hill/Upper East Side
10022,661,32,4.21,East Midtown
10023,1080,55,3.65,Lincoln Square
10024,1170,74,4.1,Upper West Side
10025,2168,181,4.48,Manhattan Valley/Morningside Heights/Upper West Side
10026,1092,54,6.58,Central Harlem (South)
10027,1649,116,5.84,Central Harlem (South)/Morningside Heights/West Harlem
10028,872,33,3.92,Upper East Side/Yorkville
10029,2680,215,7.96,East Harlem
10030,871,62,7.63,Central Harlem (North)
10031,2109,132,8.85,Hamilton Heights/West Harlem
10032,2509,173,9.45,Washington Heights (South)
10033,2263,121,9.31,Washington Heights (North)/Washington Heights (South)
10034,1345,71,8.09,Inwood/Washington Heights (North)
10035,1445,135,8.81,East Harlem
10036,821,41,5.41,Hell's Kitchen/Midtown Manhattan
10037,630,61,8.0,Central Harlem (North)/East Harlem
10038,511,27,4.97,Chinatown/Financial District
10039,793,66,8.02,Central Harlem (North)/Washington Heights (South)
10040,1875,127,9.58,Washington Heights (North)
10044,313,36,6.45,Roosevelt Island
10065,630,28,3.92,Lenox Hill/Upper East Side
10069,154,3,4.09,Lincoln Square
10075,634,45,4.92,Lenox Hill/Upper East Side
10128,1166,43,3.85,Upper East Side/Yorkville
10280,115,0,3.17,Battery Park City
10282,113,14,4.56,Battery Park City
10301,2032,111,11.51,Silver Lake/St. George
10302,1047,33,13.01,Elm Park
10303,1385,49,12.16,Graniteville/Mariner's Harbor/Port Ivory
10304,2327,187,11.91,New Dorp/Todt Hill
10305,2253,84,12.32,Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze
10306,3017,110,12.05,Lighthouse Hill/Midland Beach/New Dorp/Oakwood
10307,760,17,12.12,Tottenville
10308,1420,31,11.67,Great Kills
10309,1620,39,11.24,Charleston/Prince's Bay/Woodrow
10310,1233,38,11.2,Port Richmond/Randall Manor/West Brighton
10312,2996,69,11.4,Annadale/Rossville
10314,4707,215,11.88,Bloomfield/Freshkills Park
10451,2244,152,10.68,Concourse/Melrose
10452,3681,177,11.65,Concourse/Highbridge
10453,3721,167,11.96,Morris Heights/Mount Hope/University Heights
10454,1683,111,10.59,Mott Haven/Port Morris
10455,1953,113,11.34,Mott Haven
10456,3679,293,10.33,Claremont/Morrisania
