MODIFIED_ZCTA,Total COVID Cases,Total COVID Deaths,Positive test rate,Neighborhood
10001,433,26,6.1,Chelsea/NoMad/West Chelsea
10002,1304,161,8.73,Chinatown/Lower East Side
10003,525,34,4.51,East Village/Gramercy/Greenwich Village
10004,39,1,4.89,Financial District
10005,90,2,4.76,Financial District
10006,39,0,4.68,Financial District
10007,72,3,3.71,TriBeCa
10009,822,69,6.11,Alphabet City/East Village/Stuyvesant Town-Cooper Village
10010,328,19,4.27,Flatiron/Gramercy/Kips Bay
10011,612,43,5.12,Chelsea
10012,212,9,4.26,Greenwich Village/SoHo
10013,323,21,4.42,Hudson Square/Little Italy/SoHo/TriBeCa
10014,373,29,4.65,Hudson Square/Meatpacking District/West Village
10016,819,50,5.93,Kips Bay/Murray Hill/NoMad
10017,165,8,4.47,East Midtown/Murray Hill
10018,266,5,6.51,Hell's Kitchen/Midtown Manhattan
10019,689,42,6.02,Hell's Kitchen/Midtown Manhattan
10021,626,65,5.43,Lenox Hill/Upper East Side
10022,389,32,5.06,East Midtown
10023,645,54,4.69,Lincoln Square
10024,822,75,5.8,Upper West Side
10025,1517,177,6.27,Manhattan Valley/Morningside Heights/Upper West Side
10026,740,47,9.28,Central Harlem (South)
10027,1166,113,8.65,Central Harlem (South)/Morningside Heights/West Harlem
10028,534,34,5.09,Upper East Side/Yorkville
10029,2003,213,10.79,East Harlem
10030,565,56,10.05,Central Harlem (North)
10031,1505,133,11.05,Hamilton Heights/West Harlem
10032,1739,175,12.0,Washington Heights (South)
10033,1505,121,11.76,Washington Heights (North)/Washington Heights (South)
10034,849,71,9.73,Inwood/Washington Heights (North)
10035,1120,136,12.58,East Harlem
10036,505,40,6.95,Hell's Kitchen/Midtown Manhattan
10037,570,63,10.9,Central Harlem (North)/East Harlem
10038,287,28,6.43,Chinatown/Financial District
10039,605,64,11.16,Central Harlem (North)/Washington Heights (South)
10040,1267,119,12.35,Washington Heights (North)
10044,258,36,10.2,Roosevelt Island
10065,355,28,4.63,Lenox Hill/Upper East Side
10069,68,2,4.99,Lincoln Square
10075,443,45,6.76,Lenox Hill/Upper East Side
10128,711,41,5.05,Upper East Side/Yorkville
10280,64,0,4.44,Battery Park City
10282,84,15,8.48,Battery Park City
10301,1307,107,14.59,Silver Lake/St. George
10302,683,32,18.12,Elm Park
10303,942,47,16.28,Graniteville/Mariner's Harbor/Port Ivory
10304,1509,182,15.45,New Dorp/Todt Hill
10305,1363,80,15.44,Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze
10306,1569,82,13.47,Lighthouse Hill/Midland Beach/New Dorp/Oakwood
10307,416,15,14.79,Tottenville
10308,701,28,13.34,Great Kills
10309,912,31,13.85,Charleston/Prince's Bay/Woodrow
10310,755,33,14.07,Port Richmond/Randall Manor/West Brighton
10312,1665,59,14.03,Annadale/Rossville
10314,2871,201,14.82,Bloomfield/Freshkills Park
10451,1723,151,14.51,Concourse/Melrose
10452,2714,174,15.07,Concourse/Highbridge
10453,2679,165,16.04,Morris Heights/Mount Hope/University Heights
10454,1271,105,14.67,Mott Haven/Port Morris
10455,1451,111,15.31,Mott Haven
10456,2825,291,14.16,Claremont/Morrisania
10457,2461,187,14.28,Belmont/Claremont/Mount Hope/Tremont
10458,2398,126,15.08,Belmont/Fordham University/Kingsbridge
10459,1661,166,14.91,Charlotte Gardens/Hunts Point
10460,1876,127,15.31,Charlotte Gardens/Tremont/Van Nest/West Farms
10461,1965,140,15.59,Morris Park/Pelham Bay/Westchester Square
10462,2471,183,14.32,Parkchester/Pelham Parkway/Van Nest/Westchester Square
10463,2241,216,12.69,Kingsbridge/Marble Hill/Riverdale/Spuyten Duyvil
10464,135,9,11.94,City Island
10465,1585,86,15.21,Country Club/Throgs Neck
10466,2595,169,17.19,Edenwald/Wakefield
10467,3800,324,16.08,Allerton/Norwood/Pelham Parkway/Williamsbridge
10468,3087,221,16.0,Fordham/Kingsbridge/University Heights
10469,3225,363,17.8,Allerton/Baychester/Pelham Gardens/Williamsbridge
10470,486,20,14.95,Wakefield/Woodlawn
10471,857,85,13.15,Fieldston/North Riverdale/Riverdale
10472,2205,188,17.35,Soundview
10473,2143,137,15.8,Castle Hill/Clason Point/Soundview
10474,353,21,14.26,Hunts Point
10475,1852,176,16.51,Co-op City/Edenwald
11004,632,68,12.47,Bellerose/Douglaston-Little Neck
11101,724,40,7.2,Astoria (South)/Long Island City/Sunnyside
11102,712,80,9.17,Astoria (North)
11103,652,54,8.12,Astoria (North)/Astoria (South)
11104,553,42,8.99,Sunnyside
11105,545,43,7.12,Ditmars Steinway
11106,770,55,9.07,Astoria (South)
11109,62,2,4.54,Long Island City
11201,812,95,4.86,Brooklyn Heights/DUMBO/Downtown Brooklyn
11203,2242,243,15.76,East Flatbush (North)/East Flatbush (South)
11204,2216,145,14.74,Bensonhurst/Mapleton
11205,817,50,8.61,Bedford-Stuyvesant (West)/Clinton Hill/Fort Greene
11206,1803,153,10.03,Williamsburg (South)
11207,2367,216,14.02,Cypress Hills/East New York
11208,2679,249,15.66,Cypress Hills/East New York
11209,1281,116,9.25,Bay Ridge/Fort Hamilton
11210,1847,150,14.73,Flatlands/Midwood
11211,2328,138,9.41,East Williamsburg/Williamsburg (North)/Williamsburg (South)
11212,2109,235,14.66,Ocean Hill-Brownsville
11213,1557,149,11.95,Crown Heights (East)
11214,1737,184,11.6,Bath Beach/Bensonhurst/Gravesend
11215,694,46,4.44,Gowanus/Park Slope/Windsor Terrace
11216,853,76,6.99,Bedford-Stuyvesant (West)/Crown Heights (West)
11217,689,86,6.78,Boerum Hill/Park Slope
11218,1900,137,12.15,Kensington/Windsor Terrace
11219,3268,235,15.26,Borough Park
11220,1946,167,11.8,Sunset Park
11221,1547,147,9.31,Bedford-Stuyvesant (East)/Bushwick
11222,534,34,5.27,Greenpoint
11223,1896,144,13.2,Gravesend/Homecrest
11224,1335,214,15.14,Brighton Beach/Coney Island/Seagate
11225,1268,140,10.5,Crown Heights (West)/Prospect Lefferts Gardens
11226,2548,301,12.95,Flatbush/Prospect Lefferts Gardens
11228,763,82,11.15,Bath Beach/Dyker Heights
11229,1948,151,10.44,Gerritsen Beach/Homecrest/Sheepshead Bay
11230,2574,228,13.64,Midwood
11231,468,34,5.42,Carroll Gardens/Cobble Hill/Red Hook
11232,634,42,11.28,Sunset Park
11233,1428,136,12.09,Bedford-Stuyvesant (East)/Ocean Hill-Brownsville
11234,2435,195,14.47,Bergen Beach/Flatlands/Marine Park/Mill Basin
11235,2272,300,13.32,Brighton Beach/Manhattan Beach/Sheepshead Bay
11236,2978,299,16.8,Canarsie
