MODIFIED_ZCTA,Total COVID Cases,Total COVID Deaths,Positive test rate,Neighborhood
10001,421,25,7.05,Chelsea/NoMad/West Chelsea
10002,1233,160,10.11,Chinatown/Lower East Side
10003,516,34,5.46,East Village/Gramercy/Greenwich Village
10004,39,1,6.07,Financial District
10005,79,2,5.25,Financial District
10006,36,0,5.29,Financial District
10007,71,3,4.55,TriBeCa
10009,793,69,7.28,Alphabet City/East Village/Stuyvesant Town-Cooper Village
10010,310,19,4.85,Flatiron/Gramercy/Kips Bay
10011,597,43,6.01,Chelsea
10012,192,9,4.89,Greenwich Village/SoHo
10013,306,21,5.16,Hudson Square/Little Italy/SoHo/TriBeCa
10014,360,29,5.44,Hudson Square/Meatpacking District/West Village
10016,799,49,7.04,Kips Bay/Murray Hill/NoMad
10017,160,8,5.28,East Midtown/Murray Hill
10018,244,5,7.43,Hell's Kitchen/Midtown Manhattan
10019,669,42,7.0,Hell's Kitchen/Midtown Manhattan
10021,616,64,6.41,Lenox Hill/Upper East Side
10022,380,31,5.88,East Midtown
10023,618,54,5.43,Lincoln Square
10024,799,75,6.79,Upper West Side
10025,1483,176,7.22,Manhattan Valley/Morningside Heights/Upper West Side
10026,717,47,10.81,Central Harlem (South)
10027,1141,113,10.29,Central Harlem (South)/Morningside Heights/West Harlem
10028,519,33,5.94,Upper East Side/Yorkville
10029,1942,212,12.83,East Harlem
10030,552,55,11.91,Central Harlem (North)
10031,1448,132,12.71,Hamilton Heights/West Harlem
10032,1678,174,13.83,Washington Heights (South)
10033,1460,120,13.78,Washington Heights (North)/Washington Heights (South)
10034,812,71,11.11,Inwood/Washington Heights (North)
10035,1097,134,14.46,East Harlem
10036,497,40,8.12,Hell's Kitchen/Midtown Manhattan
10037,560,62,12.5,Central Harlem (North)/East Harlem
10038,275,28,7.61,Chinatown/Financial District
10039,580,64,13.52,Central Harlem (North)/Washington Heights (South)
10040,1228,118,14.19,Washington Heights (North)
10044,252,36,11.65,Roosevelt Island
10065,344,28,5.34,Lenox Hill/Upper East Side
10069,65,2,5.89,Lincoln Square
10075,435,45,7.97,Lenox Hill/Upper East Side
10128,697,41,5.95,Upper East Side/Yorkville
10280,62,0,5.15,Battery Park City
10282,80,15,9.77,Battery Park City
10301,1279,106,16.26,Silver Lake/St. George
10302,667,32,20.42,Elm Park
10303,923,46,18.5,Graniteville/Mariner's Harbor/Port Ivory
10304,1466,182,17.28,New Dorp/Todt Hill
10305,1333,80,17.13,Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze
10306,1536,82,15.11,Lighthouse Hill/Midland Beach/New Dorp/Oakwood
10307,410,15,16.52,Tottenville
10308,690,28,15.07,Great Kills
10309,897,31,15.48,Charleston/Prince's Bay/Woodrow
10310,740,33,15.91,Port Richmond/Randall Manor/West Brighton
10312,1633,59,15.86,Annadale/Rossville
10314,2815,201,16.68,Bloomfield/Freshkills Park
10451,1676,149,16.52,Concourse/Melrose
10452,2627,170,17.59,Concourse/Highbridge
10453,2604,164,18.48,Morris Heights/Mount Hope/University Heights
10454,1240,105,16.45,Mott Haven/Port Morris
10455,1403,110,17.62,Mott Haven
10456,2750,290,16.26,Claremont/Morrisania
10457,2411,186,16.44,Belmont/Claremont/Mount Hope/Tremont
10458,2303,126,17.25,Belmont/Fordham University/Kingsbridge
10459,1624,166,17.43,Charlotte Gardens/Hunts Point
10460,1811,127,17.59,Charlotte Gardens/Tremont/Van Nest/West Farms
10461,1946,138,17.81,Morris Park/Pelham Bay/Westchester Square
10462,2414,183,16.53,Parkchester/Pelham Parkway/Van Nest/Westchester Square
10463,2194,214,14.38,Kingsbridge/Marble Hill/Riverdale/Spuyten Duyvil
10464,132,9,13.91,City Island
10465,1567,85,17.29,Country Club/Throgs Neck
10466,2550,168,19.74,Edenwald/Wakefield
10467,3712,318,18.55,Allerton/Norwood/Pelham Parkway/Williamsbridge
10468,3008,220,18.03,Fordham/Kingsbridge/University Heights
10469,3184,361,19.89,Allerton/Baychester/Pelham Gardens/Williamsbridge
10470,479,20,16.76,Wakefield/Woodlawn
10471,843,85,14.63,Fieldston/North Riverdale/Riverdale
10472,2158,188,19.98,Soundview
10473,2088,137,17.83,Castle Hill/Clason Point/Soundview
10474,348,21,17.67,Hunts Point
10475,1825,176,19.6,Co-op City/Edenwald
11004,616,68,13.74,Bellerose/Douglaston-Little Neck
11101,706,40,8.48,Astoria (South)/Long Island City/Sunnyside
11102,687,80,10.86,Astoria (North)
11103,628,52,9.37,Astoria (North)/Astoria (South)
11104,538,42,10.46,Sunnyside
11105,533,43,8.44,Ditmars Steinway
11106,743,53,10.68,Astoria (South)
11109,60,2,5.19,Long Island City
11201,794,95,5.68,Brooklyn Heights/DUMBO/Downtown Brooklyn
11203,2212,242,17.77,East Flatbush (North)/East Flatbush (South)
11204,2150,143,15.93,Bensonhurst/Mapleton
11205,798,50,9.87,Bedford-Stuyvesant (West)/Clinton Hill/Fort Greene
11206,1759,153,11.72,Williamsburg (South)
11207,2320,216,16.28,Cypress Hills/East New York
11208,2609,249,17.73,Cypress Hills/East New York
11209,1224,115,10.35,Bay Ridge/Fort Hamilton
11210,1821,150,16.49,Flatlands/Midwood
11211,2272,137,10.69,East Williamsburg/Williamsburg (North)/Williamsburg (South)
11212,2063,233,16.72,Ocean Hill-Brownsville
11213,1525,148,13.58,Crown Heights (East)
11214,1684,182,13.09,Bath Beach/Bensonhurst/Gravesend
11215,672,46,5.33,Gowanus/Park Slope/Windsor Terrace
11216,829,76,8.17,Bedford-Stuyvesant (West)/Crown Heights (West)
11217,676,86,8.07,Boerum Hill/Park Slope
11218,1866,137,13.74,Kensington/Windsor Terrace
11219,3226,235,16.2,Borough Park
11220,1795,166,13.77,Sunset Park
11221,1475,146,10.95,Bedford-Stuyvesant (East)/Bushwick
11222,512,32,6.18,Greenpoint
11223,1850,144,14.89,Gravesend/Homecrest
11224,1318,213,17.19,Brighton Beach/Coney Island/Seagate
11225,1241,140,12.07,Crown Heights (West)/Prospect Lefferts Gardens
11226,2496,302,14.88,Flatbush/Prospect Lefferts Gardens
11228,734,82,12.77,Bath Beach/Dyker Heights
11229,1897,151,11.41,Gerritsen Beach/Homecrest/Sheepshead Bay
11230,2531,228,14.94,Midwood
