Date,Total Cases,Total Deaths,New Cases,New Deaths,New Cases 7 Day Average,New Deaths 7 Day Average
8/21,157370,2494,1790,29,1527.2857142857142,25.857142857142858
8/22,158889,2521,1519,27,1552.7142857142858,25.428571428571427
8/23,160106,2531,1217,10,1600.0,26.285714285714285
8/24,161601,2535,1495,4,1634.0,26.714285714285715
8/25,162995,2570,1394,35,1636.142857142857,24.857142857142858
8/26,165156,2606,2161,36,1652.142857142857,25.0
8/27,167143,2630,1987,24,1651.857142857143,23.571428571428573
8/28,168682,2652,1539,22,1616.0,22.571428571428573
8/29,170377,2683,1695,31,1641.142857142857,23.142857142857142
8/30,171487,2692,1110,9,1625.857142857143,23.0
8/31,172879,2702,1392,10,1611.142857142857,23.857142857142858
9/1,174221,2741,1342,39,1603.7142857142858,24.428571428571427
9/2,176173,2779,1952,38,1573.857142857143,24.714285714285715
9/3,177877,2803,1704,24,1533.4285714285713,24.714285714285715
9/4,179534,2839,1657,36,1550.2857142857142,26.714285714285715
9/5,180695,2889,1161,50,1474.0,29.428571428571427
9/6,181517,2890,822,1,1432.857142857143,28.285714285714285
9/7,182334,2897,817,7,1350.7142857142858,27.857142857142858
9/8,183399,2909,1065,12,1311.142857142857,24.0
9/9,184649,2958,1250,49,1210.857142857143,25.571428571428573
9/10,186339,2990,1690,32,1208.857142857143,26.714285714285715
9/11,187841,3023,1502,33,1186.7142857142858,26.285714285714285
9/12,188945,3047,1104,24,1178.5714285714287,22.571428571428573
9/13,189768,3052,823,5,1178.7142857142858,23.142857142857142
9/14,191028,3060,1260,8,1242.0,23.285714285714285
9/15,192394,3111,1366,51,1285.0,28.857142857142858
9/16,194062,3149,1668,38,1344.7142857142858,27.285714285714285
9/17,195610,3180,1548,31,1324.4285714285713,27.142857142857142
9/18,197128,3207,1518,27,1326.7142857142858,26.285714285714285
9/19,198266,3235,1138,28,1331.5714285714287,26.857142857142858
9/20,199085,3243,819,8,1331.0,27.285714285714285
9/21,200287,3247,1202,4,1322.7142857142858,26.714285714285715
9/22,201411,3286,1124,39,1288.142857142857,25.0
9/23,203166,3316,1755,30,1300.5714285714287,23.857142857142858
9/24,204875,3356,1709,40,1323.5714285714287,25.142857142857142
9/25,206549,3409,1674,53,1345.857142857143,28.857142857142858
9/26,207774,3440,1225,31,1358.2857142857142,29.285714285714285
9/27,208566,3441,792,1,1354.4285714285713,28.285714285714285
9/28,209718,3445,1152,4,1347.2857142857142,28.285714285714285
9/29,210543,3494,825,49,1304.5714285714287,29.714285714285715
9/30,210632,3532,89,38,1066.5714285714287,30.857142857142858
10/1,212898,3579,2266,47,1146.142857142857,31.857142857142858
10/2,214684,3608,1786,29,1162.142857142857,28.428571428571427
10/3,216886,3629,2202,21,1301.7142857142858,27.0
10/4,217496,3634,610,5,1275.7142857142858,27.571428571428573
