Date,Total Cases,Total Deaths,New Cases,New Deaths,New Cases 7 Day Average,New Deaths 7 Day Average
4/20,7044,218,218,18,287.0,17.714285714285715
4/21,7342,245,298,27,305.14285714285717,19.0
4/22,7739,265,397,20,320.57142857142856,19.285714285714285
4/23,8212,281,473,16,332.0,18.714285714285715
4/24,8646,294,434,13,352.0,16.714285714285715
4/25,8941,305,295,11,343.7142857142857,16.857142857142858
4/26,9351,324,410,19,360.7142857142857,17.714285714285715
4/27,9797,340,446,16,393.2857142857143,17.428571428571427
4/28,10161,363,364,23,402.7142857142857,16.857142857142858
4/29,10728,382,567,19,427.0,16.714285714285715
4/30,11139,406,411,24,418.14285714285717,17.857142857142858
5/1,11607,419,468,13,423.0,17.857142857142858
5/2,11952,431,345,12,430.14285714285717,18.0
5/3,12192,434,240,3,405.85714285714283,15.714285714285714
5/4,12509,442,317,8,387.42857142857144,14.571428571428571
5/5,12956,472,447,30,399.2857142857143,15.571428571428571
5/6,13583,492,627,20,407.85714285714283,15.714285714285714
5/7,14100,513,517,21,423.0,15.285714285714286
5/8,14573,530,473,17,423.7142857142857,15.857142857142858
5/9,15067,551,494,21,445.0,17.142857142857142
5/10,15339,564,272,13,449.57142857142856,18.571428571428573
5/11,15670,575,331,11,451.57142857142856,19.0
5/12,16109,600,439,25,450.42857142857144,18.285714285714285
5/13,16820,625,711,25,462.42857142857144,19.0
5/14,17635,641,815,16,505.0,18.285714285714285
5/15,18381,667,746,26,544.0,19.571428571428573
5/16,18868,676,487,9,543.0,17.857142857142858
5/17,19280,686,412,10,563.0,17.428571428571427
5/18,19809,693,529,7,591.2857142857143,16.857142857142858
5/19,20321,693,512,0,601.7142857142857,13.285714285714286
5/20,21148,726,827,33,618.2857142857143,14.428571428571429
5/21,21940,734,792,8,615.0,13.285714285714286
5/22,22891,775,951,41,644.2857142857143,15.428571428571429
5/23,23466,778,575,3,656.8571428571429,14.571428571428571
5/24,24023,784,557,6,677.5714285714286,14.0
5/25,24492,790,469,6,669.0,13.857142857142858
5/26,25113,801,621,11,684.5714285714286,15.428571428571429
5/27,25779,844,666,43,661.5714285714286,16.857142857142858
5/28,26925,876,1146,32,712.1428571428571,20.285714285714285
5/29,28009,919,1084,43,731.1428571428571,20.571428571428573
5/30,28925,929,916,10,779.8571428571429,21.571428571428573
5/31,29710,937,785,8,812.4285714285714,21.857142857142858
6/1,30351,948,641,11,837.0,22.571428571428573
6/2,31178,961,827,13,866.4285714285714,22.857142857142858
6/3,32420,999,1242,38,948.7142857142857,22.142857142857142
6/4,33681,1006,1261,7,965.1428571428571,18.571428571428573
6/5,35007,1015,1326,9,999.7142857142857,13.714285714285714
6/6,35959,1028,952,13,1004.8571428571429,14.142857142857142
6/7,37073,1032,1114,4,1051.857142857143,13.571428571428571
6/8,37907,1041,834,9,1079.4285714285713,13.285714285714286
6/9,38776,1068,869,27,1085.4285714285713,15.285714285714286
6/10,40053,1090,1277,22,1090.4285714285713,13.0
6/11,41686,1106,1633,16,1143.5714285714287,14.285714285714286
6/12,43193,1121,1507,15,1169.4285714285713,15.142857142857142
6/13,44563,1127,1370,6,1229.142857142857,14.142857142857142
6/14,45663,1132,1100,5,1227.142857142857,14.285714285714286
6/15,46629,1140,966,8,1246.0,14.142857142857142
6/16,47502,1169,873,29,1246.5714285714287,14.428571428571429
6/17,48891,1181,1389,12,1262.5714285714287,13.0
6/18,50518,1188,1627,7,1261.7142857142858,11.714285714285714
6/19,52017,1202,1499,14,1260.5714285714287,11.571428571428571
6/20,53321,1215,1304,13,1251.142857142857,12.571428571428571
6/21,54445,1245,1124,30,1254.5714285714287,16.142857142857142
6/22,55474,1278,1029,33,1263.5714285714287,19.714285714285715
6/23,56767,1296,1293,18,1323.5714285714287,18.142857142857142
6/24,58152,1325,1385,29,1323.0,20.571428571428573
6/25,59779,1336,1627,11,1323.0,21.142857142857142
6/26,61555,1348,1776,12,1362.5714285714287,20.857142857142858
6/27,63100,1353,1545,5,1397.0,19.714285714285715
6/28,64442,1352,1342,0,1428.142857142857,15.428571428571429
6/29,65705,1357,1263,5,1461.5714285714287,11.428571428571429
6/30,67602,1380,1897,23,1547.857142857143,12.142857142857142
7/1,69206,1398,1604,18,1579.142857142857,10.571428571428571
7/2,71286,1409,2080,11,1643.857142857143,10.571428571428571
7/3,72751,1419,1465,10,1599.4285714285713,10.285714285714286
7/4,74168,1422,1417,3,1581.142857142857,10.0
7/5,75616,1423,1448,1,1596.2857142857142,10.142857142857142
7/6,77015,1432,1399,9,1615.7142857142858,10.714285714285714
7/7,78616,1446,1601,14,1573.4285714285713,9.428571428571429
7/8,80625,1462,2009,16,1631.2857142857142,9.142857142857142
7/9,82650,1477,2025,15,1623.4285714285713,9.714285714285714
7/10,84926,1497,2276,20,1739.2857142857142,11.142857142857142
7/11,86932,1513,2006,16,1823.4285714285713,13.0
7/12,88763,1522,1831,9,1878.142857142857,14.142857142857142
7/13,90851,1529,2088,7,1976.5714285714287,13.857142857142858
7/14,92795,1571,1944,42,2025.5714285714287,17.857142857142858
7/15,94831,1589,2036,18,2029.4285714285713,18.142857142857142
7/16,96808,1607,1977,18,2022.5714285714287,18.571428571428573
7/17,99181,1623,2373,16,2036.4285714285713,18.0
7/18,100979,1648,1798,25,2006.7142857142858,19.285714285714285
7/19,102304,1652,1325,4,1934.4285714285713,18.571428571428573
7/20,104236,1677,1932,25,1912.142857142857,21.142857142857142
7/21,106074,1705,1838,28,1897.0,19.142857142857142
7/22,108535,1732,2461,27,1957.7142857142858,20.428571428571427
7/23,110793,1756,2258,24,1997.857142857143,21.285714285714285
7/24,112846,1789,2053,33,1952.142857142857,23.714285714285715
7/25,114655,1811,1809,22,1953.7142857142858,23.285714285714285
7/26,116250,1817,1595,6,1992.2857142857142,23.571428571428573
7/27,118307,1838,2057,21,2010.142857142857,23.0
7/28,119925,1860,1618,22,1978.7142857142858,22.142857142857142
7/29,122302,1888,2377,28,1966.7142857142858,22.285714285714285
7/30,124262,1922,1960,34,1924.142857142857,23.714285714285715
7/31,126253,1942,1991,20,1915.2857142857142,21.857142857142858
8/1,127659,1979,1406,37,1857.7142857142858,24.0
8/2,129034,1983,1375,4,1826.2857142857142,23.714285714285715
8/3,130624,2043,1590,60,1759.5714285714287,29.285714285714285
8/4,131865,2061,1241,18,1705.7142857142858,28.714285714285715
8/5,133829,2085,1964,24,1646.7142857142858,28.142857142857142
8/6,135701,2126,1872,41,1634.142857142857,29.142857142857142
8/7,137499,2160,1798,34,1606.5714285714287,31.142857142857142
8/8,138874,2184,1375,24,1602.142857142857,29.285714285714285
8/9,139690,2192,816,8,1522.2857142857142,29.857142857142858
8/10,141037,2199,1347,7,1487.5714285714287,22.285714285714285
8/11,142407,2238,1370,39,1506.0,25.285714285714285
8/12,144188,2280,1781,42,1479.857142857143,27.857142857142858
8/13,145762,2287,1574,7,1437.2857142857142,23.0
8/14,147363,2313,1601,26,1409.142857142857,21.857142857142858
8/15,148707,2343,1344,30,1404.7142857142858,22.714285714285715
8/16,149599,2347,892,4,1415.5714285714287,22.142857142857142
8/17,150871,2348,1272,1,1404.857142857143,21.285714285714285
8/18,152257,2396,1386,48,1407.142857142857,22.571428571428573
8/19,154311,2431,2054,35,1446.142857142857,21.571428571428573
8/20,156307,2465,1996,34,1506.4285714285713,25.428571428571427
8/21,158100,2494,1793,29,1533.857142857143,25.857142857142858
8/22,159624,2521,1524,27,1559.5714285714287,25.428571428571427
8/23,160842,2531,1218,10,1606.142857142857,26.285714285714285
8/24,162343,2535,1501,4,1638.857142857143,26.714285714285715
8/25,163744,2570,1401,35,1641.0,24.857142857142858
8/26,165918,2606,2174,36,1658.142857142857,25.0
8/27,167910,2630,1992,24,1657.5714285714287,23.571428571428573
8/28,169463,2652,1553,22,1623.2857142857142,22.571428571428573
8/29,171162,2683,1699,31,1648.2857142857142,23.142857142857142
8/30,172275,2692,1113,9,1633.2857142857142,23.0
8/31,173676,2702,1401,10,1619.0,23.857142857142858
9/1,175025,2741,1349,39,1611.5714285714287,24.428571428571427
9/2,176990,2779,1965,38,1581.7142857142858,24.714285714285715
9/3,178701,2803,1711,24,1541.5714285714287,24.714285714285715
9/4,180366,2839,1665,36,1557.5714285714287,26.714285714285715
9/5,181527,2889,1161,50,1480.7142857142858,29.428571428571427
9/6,182352,2890,825,1,1439.5714285714287,28.285714285714285
9/7,183170,2897,818,7,1356.2857142857142,27.857142857142858
9/8,184242,2909,1072,12,1316.7142857142858,24.0
9/9,185500,2958,1258,49,1215.7142857142858,25.571428571428573
9/10,187197,2990,1697,32,1213.7142857142858,26.714285714285715
9/11,188707,3023,1510,33,1191.5714285714287,26.285714285714285
9/12,189814,3047,1107,24,1183.857142857143,22.571428571428573
9/13,190641,3052,827,5,1184.142857142857,23.142857142857142
9/14,191911,3060,1270,8,1248.7142857142858,23.285714285714285
9/15,193284,3111,1373,51,1291.7142857142858,28.857142857142858
9/16,194959,3149,1675,38,1351.2857142857142,27.285714285714285
9/17,196512,3180,1553,31,1330.7142857142858,27.142857142857142
9/18,198037,3207,1525,27,1332.857142857143,26.285714285714285
9/19,199176,3235,1139,28,1337.4285714285713,26.857142857142858
9/20,199995,3243,819,8,1336.2857142857142,27.285714285714285
9/21,201202,3247,1207,4,1327.2857142857142,26.714285714285715
9/22,202333,3286,1131,39,1292.7142857142858,25.0
9/23,204103,3316,1770,30,1306.2857142857142,23.857142857142858
9/24,205820,3356,1717,40,1329.7142857142858,25.142857142857142
9/25,207500,3409,1680,53,1351.857142857143,28.857142857142858
9/26,208728,3440,1228,31,1364.5714285714287,29.285714285714285
9/27,209522,3441,794,1,1361.0,28.285714285714285
9/28,210679,3445,1157,4,1353.857142857143,28.285714285714285
9/29,211508,3494,829,49,1310.7142857142858,29.714285714285715
9/30,211597,3532,89,38,1070.5714285714287,30.857142857142858
10/1,212898,3579,1301,47,1011.1428571428571,31.857142857142858
10/2,214684,3608,1786,29,1026.2857142857142,28.428571428571427
