,Total Cases,Total Deaths,Population,COVID per 1000
Alamance County,3452,48,169509,20.364700399388823
Alexander County,460,3,37497,12.267648078512948
Alleghany County,210,0,11137,18.856065367693276
Anson County,492,3,24446,20.125991982328397
Ashe County,232,1,27203,8.528471124508327
Avery County,227,0,17557,12.929315942359173
Beaufort County,704,10,46994,14.980635825850108
Bertie County,503,7,18947,26.547738428247214
Bladen County,779,10,32722,23.80661328769635
Brunswick County,1457,26,142820,10.201652429631704
Buncombe County,2685,72,261191,10.279833531783254
Burke County,1934,32,90485,21.373708349450187
Cabarrus County,3495,56,216453,16.146692353536334
Caldwell County,1488,17,82178,18.10703594636034
Camden County,103,3,10867,9.47823686389988
Carteret County,570,5,69473,8.204626257682841
Caswell County,260,3,22604,11.5023889577066
Catawba County,2765,47,159551,17.329881981310052
Chatham County,1556,56,74470,20.89431986034645
Cherokee County,507,6,28612,17.719837830281
Chowan County,261,3,13943,18.71907050132683
Clay County,100,1,11231,8.903926631644556
Cleveland County,1764,50,97947,18.0097399614077
Columbus County,1226,52,55508,22.08690639187144
Craven County,1092,27,102139,10.691312818805745
Cumberland County,4569,72,335509,13.618114566226241
Currituck County,131,0,27763,4.718510247451644
Dare County,256,2,37009,6.917236347915372
Davidson County,2357,32,167609,14.062490677708238
Davie County,502,6,42846,11.71637959202726
Duplin County,2106,52,58741,35.85230077799152
Durham County,7190,86,321488,22.364753894391082
Edgecombe County,1110,23,51472,21.565122785203606
Forsyth County,6511,84,382295,17.03135013536667
Franklin County,1128,30,69685,16.187127789337733
Gaston County,4424,67,224529,19.703468148880546
Gates County,102,3,11562,8.822003113648158
Graham County,84,0,8441,9.95142755597678
Granville County,1618,48,60443,26.769022053835844
Greene County,464,5,21069,22.022877212966918
Guilford County,7448,174,537174,13.86515356290513
Halifax County,916,17,50010,18.31633673265347
Harnett County,1812,47,135976,13.325881037830205
Haywood County,542,31,62317,8.697466180977903
Henderson County,1780,60,117417,15.159644685181874
Hertford County,613,23,23677,25.89010432064873
Hoke County,929,13,55234,16.81935040011587
Hyde County,118,3,4937,23.901154547295928
Iredell County,2516,24,181806,13.838927208122945
Jackson County,516,7,43938,11.743820838454186
Johnston County,4061,54,209339,19.399156392263265
Jones County,141,7,9419,14.969742010829176
Lee County,1498,13,61779,24.2477217177358
Lenoir County,879,21,55949,15.710736563656187
Lincoln County,1278,13,86111,14.841309472657384
Macon County,557,2,35858,15.533493223269563
Madison County,81,1,21755,3.72328200413698
Martin County,383,7,22440,17.067736185383243
McDowell County,840,24,45756,18.35824809861002
Mecklenburg County,26564,326,1110356,23.92385865434149
Mitchell County,94,3,14964,6.28174284950548
Montgomery County,964,19,27173,35.47639200677143
Moore County,1418,22,100880,14.056304520222046
Nash County,1875,30,94298,19.883772720524295
New Hanover County,3548,24,234473,15.131806220758893
Northampton County,362,17,19483,18.580300775034644
Onslow County,1665,17,197938,8.411724883549395
Orange County,2459,54,148476,16.56159918101242
Pamlico County,211,2,12726,16.58022945151658
Pasquotank County,612,26,39824,15.36761751707513
Pender County,812,5,63060,12.87662543609261
Perquimans County,154,2,13463,11.438758077694422
Person County,366,6,39490,9.268169156748543
Pitt County,4155,25,180742,22.988569341934912
Polk County,248,7,20724,11.966801775718974
Randolph County,2537,47,143667,17.658891742710573
Richmond County,768,11,44829,17.131767382721005
Robeson County,3944,66,130625,30.1933014354067
Rockingham County,1011,11,91010,11.10866937699154
Rowan County,2993,79,142088,21.064410787680874
Rutherford County,1033,20,67029,15.411239911083262
Sampson County,1686,22,63531,26.538225433253057
Scotland County,771,10,34823,22.140539298739338
Stanly County,1645,52,62806,26.19176511798236
Stokes County,375,3,45591,8.22530762650523
Surry County,1230,20,71783,17.134976247858127
Swain County,135,3,14271,9.459743535841918
Transylvania County,283,6,34385,8.230332994038099
Tyrrell County,108,2,4016,26.89243027888446
Union County,4267,55,239859,17.789618067281193
Vance County,963,43,44535,21.623442236443246
Wake County,15999,213,1111761,14.390682889577885
Warren County,298,7,19731,15.103137195276469
Washington County,192,7,11580,16.580310880829014
Watauga County,503,0,56177,8.9538423198106
Wayne County,2970,61,123131,24.12065198853254
Wilkes County,1090,28,68412,15.932877272993043
Wilson County,1881,43,81801,22.994828914071956
Yadkin County,673,7,37667,17.867098521252025
Yancey County,110,0,18069,6.087774641651447
