,Total Cases,Total Deaths,Population,COVID per 1000
Alamance County,3526,48,169509,20.80125539056923
Alexander County,471,3,37497,12.561004880390431
Alleghany County,215,0,11137,19.305019305019304
Anson County,505,3,24446,20.657776323324878
Ashe County,240,1,27203,8.822556335698268
Avery County,258,0,17557,14.69499344990602
Beaufort County,761,10,46994,16.193556624249904
Bertie County,512,7,18947,27.02274766453792
Bladen County,798,11,32722,24.387262392274312
Brunswick County,1472,26,142820,10.30667973673155
Buncombe County,2728,72,261191,10.444464012925406
Burke County,1959,33,90485,21.649997237111123
Cabarrus County,3565,57,216453,16.470088194665816
Caldwell County,1516,17,82178,18.447759741049914
Camden County,104,3,10867,9.570258581025122
Carteret County,573,5,69473,8.247808501144329
Caswell County,266,3,22604,11.767828702884445
Catawba County,2804,48,159551,17.574317929690192
Chatham County,1562,57,74470,20.974889217134418
Cherokee County,519,6,28612,18.139242275968126
Chowan County,272,3,13943,19.507996844294627
Clay County,102,1,11231,9.082005164277446
Cleveland County,1813,52,97947,18.510010515891246
Columbus County,1246,52,55508,22.447214815882397
Craven County,1127,29,102139,11.033983101459775
Cumberland County,4683,74,335509,13.957896807537205
Currituck County,135,0,27763,4.862586896228794
Dare County,253,2,37009,6.836174984463239
Davidson County,2416,32,167609,14.414500414655537
Davie County,515,6,42846,12.019791812537926
Duplin County,2116,52,58741,36.0225396230912
Durham County,7266,87,321488,22.601154630966008
Edgecombe County,1157,30,51472,22.478240596829345
Forsyth County,6579,86,382295,17.209223243830028
Franklin County,1137,30,69685,16.316280404678196
Gaston County,4515,69,224529,20.108761006373342
Gates County,106,3,11562,9.167964020065732
Graham County,106,0,8441,12.557753820637366
Granville County,1631,48,60443,26.98410072299522
Greene County,471,5,21069,22.355118895059093
Guilford County,7607,174,537174,14.16114703987907
Halifax County,921,17,50010,18.416316736652668
Harnett County,1847,49,135976,13.583279402247456
Haywood County,550,31,62317,8.825842065567983
Henderson County,1814,60,117417,15.449210931977483
Hertford County,636,24,23677,26.86151117117878
Hoke County,963,13,55234,17.434913278053372
Hyde County,123,3,4937,24.9139153331983
Iredell County,2536,25,181806,13.948934578616766
Jackson County,517,7,43938,11.766580181164368
Johnston County,4108,54,209339,19.62367260758865
Jones County,142,11,9419,15.075910393884701
Lee County,1512,13,61779,24.474335939396884
Lenoir County,892,22,55949,15.943091029330283
Lincoln County,1334,13,86111,15.49163289242954
Macon County,561,2,35858,15.645044341569525
Madison County,83,1,21755,3.8152148931280165
Martin County,394,9,22440,17.557932263814617
McDowell County,858,25,45756,18.751639129294517
Mecklenburg County,26781,331,1110356,24.11929147048334
Mitchell County,96,3,14964,6.415396952686447
Montgomery County,975,23,27173,35.881205608508445
Moore County,1446,22,100880,14.333862014274386
Nash County,1915,31,94298,20.30795987189548
New Hanover County,3609,25,234473,15.3919641067415
Northampton County,375,17,19483,19.24754914540882
Onslow County,1695,18,197938,8.563287494063799
Orange County,2501,54,148476,16.844473180850777
Pamlico County,217,2,12726,17.051705170517053
Pasquotank County,622,26,39824,15.618722378465247
Pender County,824,5,63060,13.066920393276245
Perquimans County,158,3,13463,11.735868677115056
Person County,379,6,39490,9.597366421878956
Pitt County,4261,25,180742,23.57504066570028
Polk County,250,7,20724,12.06330824165219
Randolph County,2571,49,143667,17.895550126333813
Richmond County,807,12,44829,18.001739945124807
Robeson County,4025,66,130625,30.8133971291866
Rockingham County,1042,11,91010,11.449291286671794
Rowan County,3020,79,142088,21.25443387196667
Rutherford County,1048,21,67029,15.635023646481374
Sampson County,1695,22,63531,26.6798885583416
Scotland County,811,12,34823,23.289205410217384
Stanly County,1705,52,62806,27.147087857847975
Stokes County,388,3,45591,8.51045162422408
Surry County,1238,20,71783,17.2464232478442
Swain County,135,3,14271,9.459743535841918
Transylvania County,288,6,34385,8.375745237749019
Tyrrell County,110,2,4016,27.390438247011954
Union County,4323,56,239859,18.023088564531662
Vance County,975,43,44535,21.892893230043786
Wake County,16219,213,1111761,14.588567147075675
Warren County,298,7,19731,15.103137195276469
Washington County,194,7,11580,16.753022452504318
Watauga County,514,0,56177,9.149651992808444
Wayne County,3002,62,123131,24.380537801203594
Wilkes County,1102,28,68412,16.108285096181955
Wilson County,1932,44,81801,23.618293174900064
Yadkin County,681,7,37667,18.07948602224759
Yancey County,113,0,18069,6.253804859151032
