,Total Cases,Total Deaths,Population,COVID per 1000
Alamance County,3502,48,169509,20.659669988024234
Alexander County,464,3,37497,12.37432327919567
Alleghany County,214,0,11137,19.2152285175541
Anson County,499,3,24446,20.41233739671112
Ashe County,238,1,27203,8.749035032900784
Avery County,228,0,17557,12.986273281312297
Beaufort County,736,10,46994,15.661573817934205
Bertie County,507,7,18947,26.75885364437642
Bladen County,783,10,32722,23.928855204449604
Brunswick County,1465,26,142820,10.257666993418288
Buncombe County,2708,72,261191,10.367891696115104
Burke County,1956,32,90485,21.61684257059181
Cabarrus County,3524,56,216453,16.280670630575692
Caldwell County,1502,17,82178,18.277397843705128
Camden County,103,3,10867,9.47823686389988
Carteret County,572,5,69473,8.233414419990499
Caswell County,261,3,22604,11.54662891523624
Catawba County,2785,47,159551,17.455233749710125
Chatham County,1562,56,74470,20.974889217134418
Cherokee County,512,6,28612,17.894589682650636
Chowan County,269,3,13943,19.292835114394318
Clay County,100,1,11231,8.903926631644556
Cleveland County,1792,50,97947,18.29560884968401
Columbus County,1240,52,55508,22.33912228867911
Craven County,1108,28,102139,10.847962090876159
Cumberland County,4612,74,335509,13.746278043211955
Currituck County,133,0,27763,4.790548571840219
Dare County,254,2,37009,6.863195438947283
Davidson County,2389,32,167609,14.253411213001689
Davie County,506,6,42846,11.809737198338235
Duplin County,2113,52,58741,35.971467969561296
Durham County,7226,86,321488,22.476733190663413
Edgecombe County,1146,27,51472,22.26453217283183
Forsyth County,6543,84,382295,17.115055127584718
Franklin County,1133,30,69685,16.25887924230466
Gaston County,4464,68,224529,19.881618855470787
Gates County,103,3,11562,8.908493340252551
Graham County,104,0,8441,12.320815069304585
Granville County,1629,48,60443,26.9510116969707
Greene County,467,5,21069,22.165266505292134
Guilford County,7529,174,537174,14.015942692684307
Halifax County,920,17,50010,18.39632073585283
Harnett County,1829,47,135976,13.450903100547155
Haywood County,546,31,62317,8.761654123272944
Henderson County,1808,60,117417,15.398111006072375
Hertford County,628,23,23677,26.523630527516154
Hoke County,942,13,55234,17.054712676974326
Hyde County,122,3,4937,24.711363176017823
Iredell County,2523,25,181806,13.877429787795782
Jackson County,516,7,43938,11.743820838454186
Johnston County,4080,54,209339,19.48991826654374
Jones County,143,11,9419,15.182078776940227
Lee County,1506,13,61779,24.37721555868499
Lenoir County,889,21,55949,15.889470768020876
Lincoln County,1302,13,86111,15.120019509702594
Macon County,559,2,35858,15.589268782419543
Madison County,82,1,21755,3.7692484486324984
Martin County,389,9,22440,17.33511586452763
McDowell County,850,25,45756,18.57679867121252
Mecklenburg County,26683,331,1110356,24.031031488999925
Mitchell County,94,3,14964,6.28174284950548
Montgomery County,968,22,27173,35.62359695285762
Moore County,1425,22,100880,14.12569389373513
Nash County,1888,31,94298,20.02163354471993
New Hanover County,3572,25,234473,15.234163421801231
Northampton County,370,17,19483,18.990915156803368
Onslow County,1674,18,197938,8.457193666703715
Orange County,2480,54,148476,16.703036180931598
Pamlico County,215,2,12726,16.894546597516893
Pasquotank County,618,26,39824,15.5182804339092
Pender County,817,5,63060,12.955915001585792
Perquimans County,154,2,13463,11.438758077694422
Person County,376,6,39490,9.521397822233476
Pitt County,4211,25,180742,23.298403248829825
Polk County,249,7,20724,12.015055008685582
Randolph County,2555,48,143667,17.784181475216993
Richmond County,793,11,44829,17.689442102210624
Robeson County,3974,66,130625,30.422966507177033
Rockingham County,1028,11,91010,11.295462037138776
Rowan County,3005,79,142088,21.148865491807893
Rutherford County,1036,20,67029,15.455996658162885
Sampson County,1688,22,63531,26.56970612771718
Scotland County,794,12,34823,22.801022312839216
Stanly County,1655,52,62806,26.350985574626627
Stokes County,382,3,45591,8.378846702199995
Surry County,1232,20,71783,17.162837997854645
Swain County,135,3,14271,9.459743535841918
Transylvania County,287,6,34385,8.346662789006835
Tyrrell County,108,2,4016,26.89243027888446
Union County,4300,56,239859,17.927198896018076
Vance County,970,43,44535,21.78062198271023
Wake County,16156,213,1111761,14.53190029151949
Warren County,298,7,19731,15.103137195276469
Washington County,193,7,11580,16.666666666666668
Watauga County,508,0,56177,9.042846716627801
Wayne County,2981,62,123131,24.209987736638215
Wilkes County,1097,28,68412,16.035198503186574
Wilson County,1913,44,81801,23.386022175768023
Yadkin County,677,7,37667,17.97329227174981
Yancey County,112,0,18069,6.1984614533178375
