,Total Cases,Total Deaths,Population,COVID per 1000
Alamance County,2612,42,169509,15.409211310313907
Alexander County,332,2,37497,8.854041656665867
Alleghany County,177,0,11137,15.892969381341475
Anson County,366,3,24446,14.971774523439418
Ashe County,168,1,27203,6.175789434988788
Avery County,106,0,17557,6.037477929031156
Beaufort County,435,2,46994,9.256500829893177
Bertie County,313,5,18947,16.519765662110096
Bladen County,651,7,32722,19.8948719515922
Brunswick County,1302,22,142820,9.11637025626663
Buncombe County,2033,53,261191,7.783576003767358
Burke County,1702,27,90485,18.809747471956676
Cabarrus County,2767,50,216453,12.78337560578971
Caldwell County,1265,13,82178,15.393414295796928
Camden County,76,2,10867,6.993650501518358
Carteret County,374,5,69473,5.38338635153225
Caswell County,200,2,22604,8.847991505928155
Catawba County,2242,33,159551,14.05193323764815
Chatham County,1338,55,74470,17.966966563716934
Cherokee County,285,4,28612,9.960855585069202
Chowan County,165,2,13943,11.833895144516962
Clay County,75,1,11231,6.677944973733417
Cleveland County,1304,23,97947,13.313322511153991
Columbus County,968,48,55508,17.438927722130142
Craven County,780,18,102139,7.636652013432675
Cumberland County,3384,56,335509,10.08616758417807
Currituck County,80,0,27763,2.881532975542989
Dare County,212,2,37009,5.728336350617417
Davidson County,1864,23,167609,11.121121180843511
Davie County,436,5,42846,10.175979087896186
Duplin County,2023,49,58741,34.43931836366422
Durham County,6377,80,321488,19.83588812024088
Edgecombe County,725,13,51472,14.085327945290643
Forsyth County,5513,56,382295,14.420800690566185
Franklin County,921,26,69685,13.21661763650714
Gaston County,3539,57,224529,15.761883765571485
Gates County,51,2,11562,4.411001556824079
Graham County,46,0,8441,5.449591280653951
Granville County,1341,29,60443,22.18619194943997
Greene County,341,3,21069,16.184916227633014
Guilford County,5911,158,537174,11.003883285490362
Halifax County,752,8,50010,15.036992601479705
Harnett County,1398,40,135976,10.281226098723304
Haywood County,457,24,62317,7.333472407208306
Henderson County,1542,56,117417,13.132680957612612
Hertford County,394,11,23677,16.64062170038434
Hoke County,773,11,55234,13.99500307781439
Hyde County,54,0,4937,10.937816487745595
Iredell County,1963,17,181806,10.797223413968736
Jackson County,458,7,43938,10.423778961263599
Johnston County,3424,45,209339,16.35624513349161
Jones County,100,4,9419,10.616838305552607
Lee County,1328,11,61779,21.495977597565517
Lenoir County,632,11,55949,11.296001715848362
Lincoln County,926,10,86111,10.753562262660983
Macon County,475,2,35858,13.246695298120363
Madison County,49,1,21755,2.2523557802803955
Martin County,277,6,22440,12.344028520499108
McDowell County,709,20,45756,15.495235597517265
Mecklenburg County,22989,257,1110356,20.704170554308707
Mitchell County,80,3,14964,5.346164127238707
Montgomery County,686,16,27173,25.245648253781326
Moore County,1081,20,100880,10.715701823949246
Nash County,1315,14,94298,13.945152601327706
New Hanover County,2692,21,234473,11.481066050248856
Northampton County,318,16,19483,16.321921675306676
Onslow County,1194,12,197938,6.032191898473259
Orange County,1430,48,148476,9.631186184972655
Pamlico County,73,1,12726,5.736287914505736
Pasquotank County,443,20,39824,11.123945359582162
Pender County,692,3,63060,10.973675864256263
Perquimans County,93,2,13463,6.907821436529749
Person County,243,2,39490,6.153456571283869
Pitt County,2241,14,180742,12.398889024133847
Polk County,172,6,20724,8.299556070256708
Randolph County,2243,39,143667,15.612492778439028
Richmond County,553,9,44829,12.335764795110308
Robeson County,3003,56,130625,22.989473684210527
Rockingham County,585,6,91010,6.427865069772553
Rowan County,2340,51,142088,16.468667304768875
Rutherford County,812,13,67029,12.114159542884423
Sampson County,1510,19,63531,23.767924320410508
Scotland County,415,5,34823,11.91741090658473
Stanly County,1224,31,62806,19.488583893258607
Stokes County,301,3,45591,6.602180254874866
Surry County,998,10,71783,13.903013248262123
Swain County,120,2,14271,8.408660920748371
Transylvania County,155,1,34385,4.5077795550385344
Tyrrell County,101,2,4016,25.149402390438247
Union County,3326,43,239859,13.866479890268867
Vance County,810,41,44535,18.187942068036374
Wake County,12603,182,1111761,11.336069532930189
Warren County,267,6,19731,13.532005473620192
Washington County,140,4,11580,12.089810017271157
Watauga County,331,0,56177,5.892091069298823
Wayne County,2515,42,123131,20.425400589615936
Wilkes County,905,18,68412,13.228673332163948
Wilson County,1552,36,81801,18.972873192259264
Yadkin County,562,6,37667,14.92022194493854
Yancey County,80,0,18069,4.427472466655598
