,Total Cases,Total Deaths,Population,COVID per 1000
Alamance County,2298,41,169509,13.556802293683521
Alexander County,295,2,37497,7.867296050350695
Alleghany County,165,0,11137,14.815479931759002
Anson County,311,2,24446,12.721917696146608
Ashe County,139,1,27203,5.109730544425247
Avery County,99,0,17557,5.638776556359287
Beaufort County,373,2,46994,7.937183470230242
Bertie County,254,5,18947,13.40581622420436
Bladen County,596,7,32722,18.21404559623495
Brunswick County,1213,17,142820,8.493208234140877
Buncombe County,1757,46,261191,6.726878031785168
Burke County,1637,28,90485,18.09139636403824
Cabarrus County,2504,49,216453,11.568331231260366
Caldwell County,1159,14,82178,14.103531358757818
Camden County,64,2,10867,5.88938989601546
Carteret County,332,6,69473,4.778834943071409
Caswell County,189,2,22604,8.361351973102106
Catawba County,1986,29,159551,12.44743060212722
Chatham County,1261,51,74470,16.932993151604673
Cherokee County,265,3,28612,9.26184817559066
Chowan County,145,1,13943,10.39948361184824
Clay County,76,0,11231,6.766984240049862
Cleveland County,1097,17,97947,11.199934658539823
Columbus County,851,46,55508,15.331123441666065
Craven County,673,10,102139,6.589060006461782
Cumberland County,2880,50,335509,8.583972412066442
Currituck County,71,0,27763,2.557360515794403
Dare County,203,2,37009,5.485152260261017
Davidson County,1690,18,167609,10.082990770185372
Davie County,391,6,42846,9.125706016897727
Duplin County,1961,48,58741,33.383837524046236
Durham County,5989,79,321488,18.62900014930573
Edgecombe County,605,12,51472,11.753963319863226
Forsyth County,5028,51,382295,13.152146902261343
Franklin County,811,25,69685,11.638085671234842
Gaston County,3124,41,224529,13.913570184697745
Gates County,46,2,11562,3.9785504238021105
Graham County,29,0,8441,3.435611894325317
Granville County,1194,27,60443,19.754148536637825
Greene County,318,3,21069,15.093264986473017
Guilford County,5335,153,537174,9.931605029282876
Halifax County,657,6,50010,13.137372525494902
Harnett County,1189,38,135976,8.744190151203153
Haywood County,362,8,62317,5.809008777701109
Henderson County,1429,54,117417,12.170299019733088
Hertford County,310,11,23677,13.092874941926764
Hoke County,693,9,55234,12.546619835608501
Hyde County,37,0,4937,7.494429815677537
Iredell County,1771,18,181806,9.741152657228035
Jackson County,415,4,43938,9.44512722472575
Johnston County,3135,44,209339,14.975709256278094
Jones County,79,4,9419,8.387302261386559
Lee County,1240,11,61779,20.071545347124427
Lenoir County,540,12,55949,9.651647035693221
Lincoln County,781,3,86111,9.069689122179513
Macon County,460,3,35858,12.82837860449551
Madison County,41,0,21755,1.8846242243162492
Martin County,245,6,22440,10.918003565062389
McDowell County,621,13,45756,13.571990558615264
Mecklenburg County,21517,222,1110356,19.37846960794556
Mitchell County,116,2,14964,7.751937984496124
Montgomery County,644,14,27173,23.699996319876348
Moore County,947,20,100880,9.387390959555908
Nash County,1086,12,94298,11.516681159727671
New Hanover County,2449,20,234473,10.444699389695188
Northampton County,329,16,19483,16.88651645023867
Onslow County,987,10,197938,4.986409885923875
Orange County,1308,45,148476,8.809504566394569
Pamlico County,65,1,12726,5.107653622505108
Pasquotank County,360,17,39824,9.039775010044194
Pender County,633,3,63060,10.038058991436728
Perquimans County,74,2,13463,5.496546089281735
Person County,202,2,39490,5.115219042795644
Pitt County,1833,11,180742,10.141527702470926
Polk County,146,5,20724,7.044972013124879
Randolph County,2085,36,143667,14.512727348660444
Richmond County,490,9,44829,10.930424501996475
Robeson County,2714,51,130625,20.777033492822966
Rockingham County,494,7,91010,5.427974947807933
Rowan County,2072,48,142088,14.582512245932099
Rutherford County,689,14,67029,10.279132912619911
Sampson County,1439,13,63531,22.650359666934254
Scotland County,312,2,34823,8.95959566952876
Stanly County,938,24,62806,14.934878833232494
Stokes County,277,3,45591,6.075760566778531
Surry County,878,9,71783,12.231308248471086
Swain County,106,2,14271,7.427650479994394
Transylvania County,132,1,34385,3.8388832339683003
Tyrrell County,92,1,4016,22.90836653386454
Union County,2930,42,239859,12.215509945426271
Vance County,746,40,44535,16.750870102166836
Wake County,11425,137,1111761,10.276489281419298
Warren County,252,7,19731,12.771780447012315
Washington County,124,4,11580,10.708117443868739
Watauga County,283,0,56177,5.037648859853677
Wayne County,2372,40,123131,19.26403586424215
Wilkes County,744,10,68412,10.875285037712683
Wilson County,1466,35,81801,17.921541301451082
Yadkin County,513,6,37667,13.619348501340696
Yancey County,101,0,18069,5.589683989152692
