,Total Cases,Total Deaths,Population,COVID per 1000
Alamance County,2567,42,169509,15.143738680542036
Alexander County,323,2,37497,8.614022455129744
Alleghany County,171,0,11137,15.354224656550238
Anson County,358,3,24446,14.644522621287736
Ashe County,167,1,27203,6.139028783590045
Avery County,95,0,17557,5.41094720054679
Beaufort County,419,2,46994,8.91603183385113
Bertie County,294,5,18947,15.516968385496385
Bladen County,634,6,32722,19.37534380539087
Brunswick County,1287,22,142820,9.011342949166783
Buncombe County,1965,52,261191,7.523230126612326
Burke County,1679,27,90485,18.555561695308615
Cabarrus County,2714,50,216453,12.538518754648814
Caldwell County,1246,12,82178,15.162208863686145
Camden County,76,2,10867,6.993650501518358
Carteret County,362,5,69473,5.210657377686295
Caswell County,198,2,22604,8.759511590868874
Catawba County,2203,32,159551,13.807497289268008
Chatham County,1323,55,74470,17.765543171747012
Cherokee County,277,4,28612,9.681252621277785
Chowan County,160,2,13943,11.47529226134978
Clay County,72,0,11231,6.41082717478408
Cleveland County,1255,22,97947,12.813051956670444
Columbus County,950,48,55508,17.114650140520286
Craven County,742,16,102139,7.264609992265442
Cumberland County,3276,55,335509,9.764268618725579
Currituck County,78,0,27763,2.8094946511544143
Dare County,211,2,37009,5.701315896133373
Davidson County,1836,22,167609,10.954065712461741
Davie County,430,5,42846,10.035942678429725
Duplin County,2017,48,58741,34.337175056604416
Durham County,6298,80,321488,19.590155775643257
Edgecombe County,691,13,51472,13.424774634752875
Forsyth County,5440,53,382295,14.229848677068755
Franklin County,905,26,69685,12.987012987012987
Gaston County,3438,56,224529,15.312053231431129
Gates County,49,2,11562,4.238021103615291
Graham County,44,0,8441,5.21265252932117
Granville County,1293,29,60443,21.392055324851512
Greene County,336,3,21069,15.94760074042432
Guilford County,5826,158,537174,10.845647778931966
Halifax County,746,7,50010,14.917016596680664
Harnett County,1357,40,135976,9.979702300405954
Haywood County,445,18,62317,7.140908580323186
Henderson County,1517,56,117417,12.919764599674664
Hertford County,365,11,23677,15.41580436710732
Hoke County,761,11,55234,13.777745591483507
Hyde County,48,0,4937,9.72250354466275
Iredell County,1912,17,181806,10.516704619209486
Jackson County,460,7,43938,10.469297646683964
Johnston County,3381,45,209339,16.150836681172642
Jones County,99,4,9419,10.51066992249708
Lee County,1311,11,61779,21.220803185548487
Lenoir County,600,11,55949,10.724052261881356
Lincoln County,893,10,86111,10.370335961723821
Macon County,469,2,35858,13.079368620670422
Madison County,48,1,21755,2.206389335784877
Martin County,265,6,22440,11.809269162210338
McDowell County,696,19,45756,15.211119853134015
Mecklenburg County,22803,246,1110356,20.536656711901408
Mitchell County,81,3,14964,5.4129911788291905
Montgomery County,659,14,27173,24.252014867699554
Moore County,1046,20,100880,10.368754956383823
Nash County,1252,12,94298,13.27705783791809
New Hanover County,2644,21,234473,11.27635164816418
Northampton County,311,16,19483,15.962634091259046
Onslow County,1154,12,197938,5.830108417787388
Orange County,1389,48,148476,9.355047280368545
Pamlico County,73,1,12726,5.736287914505736
Pasquotank County,430,20,39824,10.79750903977501
Pender County,675,3,63060,10.704091341579447
Perquimans County,90,2,13463,6.684988486964272
Person County,234,2,39490,5.92555077234743
Pitt County,2161,11,180742,11.956269157141119
Polk County,165,6,20724,7.961783439490445
Randolph County,2211,38,143667,15.38975547620539
Richmond County,534,9,44829,11.9119320082982
Robeson County,2856,55,130625,21.864114832535886
Rockingham County,574,4,91010,6.306999230853752
Rowan County,2291,50,142088,16.123810596250213
Rutherford County,787,13,67029,11.741186650554237
Sampson County,1504,18,63531,23.67348223701815
Scotland County,388,5,34823,11.142061281337048
Stanly County,1171,31,62806,18.644715473043977
Stokes County,295,3,45591,6.470575332850782
Surry County,974,10,71783,13.568672248303915
Swain County,123,2,14271,8.61887744376708
Transylvania County,146,1,34385,4.246037516358878
Tyrrell County,100,2,4016,24.900398406374503
Union County,3222,43,239859,13.43289182394657
Vance County,793,41,44535,17.80621982710228
Wake County,12406,179,1111761,11.158873175079895
Warren County,264,6,19731,13.379960468298616
Washington County,136,4,11580,11.744386873920552
Watauga County,309,0,56177,5.500471723303131
Wayne County,2463,42,123131,20.00308614402547
Wilkes County,871,12,68412,12.731684499795357
Wilson County,1525,36,81801,18.642803877703205
Yadkin County,558,6,37667,14.814028194440757
Yancey County,78,0,18069,4.316785654989208
