,Total Cases,Total Deaths,Population,COVID per 1000
Alamance County,2955,44,169509,17.43270268835283
Alexander County,378,2,37497,10.080806464517162
Alleghany County,193,0,11137,17.329621980784772
Anson County,421,3,24446,17.221631350732228
Ashe County,187,1,27203,6.874241811564901
Avery County,121,0,17557,6.891838013328018
Beaufort County,512,9,46994,10.895007873345534
Bertie County,372,5,18947,19.633715100015834
Bladen County,684,9,32722,20.903367764806553
Brunswick County,1365,24,142820,9.557484946085982
Buncombe County,2314,67,261191,8.859417054952123
Burke County,1817,28,90485,20.080676355196992
Cabarrus County,3029,51,216453,13.99380003973149
Caldwell County,1369,14,82178,16.65895981892964
Camden County,89,3,10867,8.1899328241465
Carteret County,446,5,69473,6.419760194607977
Caswell County,225,2,22604,9.953990444169174
Catawba County,2483,42,159551,15.562422046869026
Chatham County,1443,56,74470,19.376930307506377
Cherokee County,376,5,28612,13.141339298196561
Chowan County,193,2,13943,13.842071290253173
Clay County,83,1,11231,7.390259104264981
Cleveland County,1509,30,97947,15.406291157462709
Columbus County,1058,51,55508,19.060315630179435
Craven County,881,26,102139,8.625500543377163
Cumberland County,3861,65,335509,11.507888014926575
Currituck County,91,0,27763,3.27774375968015
Dare County,236,2,37009,6.376827258234483
Davidson County,2080,32,167609,12.409834794074303
Davie County,463,6,42846,10.806142930495263
Duplin County,2061,49,58741,35.086225975042986
Durham County,6699,82,321488,20.837480714676754
Edgecombe County,871,17,51472,16.921821572894
Forsyth County,5952,70,382295,15.56912855255758
Franklin County,996,28,69685,14.292889431010979
Gaston County,3910,62,224529,17.414231569195962
Gates County,75,2,11562,6.4867669953295275
Graham County,50,0,8441,5.923468783319512
Granville County,1468,40,60443,24.287345101996923
Greene County,378,3,21069,17.94105083297736
Guilford County,6518,166,537174,12.133870961736793
Halifax County,836,10,50010,16.716656668666268
Harnett County,1531,45,135976,11.259339883508854
Haywood County,491,25,62317,7.879069916716145
Henderson County,1667,59,117417,14.19726274730235
Hertford County,486,14,23677,20.52624910250454
Hoke County,842,12,55234,15.244233624216967
Hyde County,85,0,4937,17.21693336034029
Iredell County,2239,18,181806,12.315325126783495
Jackson County,473,7,43938,10.765169101916337
Johnston County,3664,49,209339,17.502710913876534
Jones County,128,6,9419,13.589553031107336
Lee County,1391,12,61779,22.515741595040385
Lenoir County,741,12,55949,13.244204543423475
Lincoln County,1049,10,86111,12.18195120251768
Macon County,521,2,35858,14.529533158569915
Madison County,58,1,21755,2.66605378074006
Martin County,318,7,22440,14.171122994652407
McDowell County,762,24,45756,16.653553632310516
Mecklenburg County,24545,283,1110356,22.105522913371928
Mitchell County,89,3,14964,5.94760759155306
Montgomery County,824,17,27173,30.32421889375483
Moore County,1230,21,100880,12.19270420301348
Nash County,1518,21,94298,16.09790239453647
New Hanover County,2884,21,234473,12.299923658587556
Northampton County,333,17,19483,17.09182364112303
Onslow County,1403,14,197938,7.088078085056937
Orange County,2090,50,148476,14.076349039575419
Pamlico County,92,2,12726,7.2292943580072295
Pasquotank County,515,23,39824,12.931900361591
Pender County,743,4,63060,11.782429432286712
Perquimans County,112,2,13463,8.319096783777761
Person County,298,2,39490,7.546214231451001
Pitt County,2934,15,180742,16.23308362195837
Polk County,214,6,20724,10.326191854854276
Randolph County,2346,43,143667,16.32942847000355
Richmond County,628,9,44829,14.008788953579156
Robeson County,3303,59,130625,25.286124401913877
Rockingham County,721,7,91010,7.922206350950445
Rowan County,2628,59,142088,18.49558020381735
Rutherford County,906,18,67029,13.51653761804592
Sampson County,1574,20,63531,24.775306543262346
Scotland County,573,8,34823,16.45464204692301
Stanly County,1413,31,62806,22.497850523835304
Stokes County,321,3,45591,7.040863328288478
Surry County,1110,15,71783,15.463271248067091
Swain County,125,3,14271,8.75902179244622
Transylvania County,215,2,34385,6.25272647956958
Tyrrell County,104,2,4016,25.89641434262948
Union County,3751,47,239859,15.638354199759025
Vance County,871,42,44535,19.55765128550578
Wake County,14151,196,1111761,12.728455126596455
Warren County,283,6,19731,14.342912168668592
Washington County,169,4,11580,14.594127806563039
Watauga County,391,0,56177,6.960143831105257
Wayne County,2717,51,123131,22.06592978210199
Wilkes County,999,20,68412,14.60270128047711
Wilson County,1677,36,81801,20.500971870759525
Yadkin County,604,7,37667,16.035256325165264
Yancey County,87,0,18069,4.814876307487963
