,Total Cases,Total Deaths,Population,COVID per 1000
Alamance County,2931,44,169509,17.291117285807832
Alexander County,374,2,37497,9.97413126383444
Alleghany County,193,0,11137,17.329621980784772
Anson County,415,3,24446,16.976192424118466
Ashe County,185,1,27203,6.800720508767415
Avery County,120,0,17557,6.834880674374893
Beaufort County,507,9,46994,10.788611312082393
Bertie County,367,5,18947,19.36982107985433
Bladen County,680,9,32722,20.781125848053296
Brunswick County,1361,24,142820,9.52947766419269
Buncombe County,2305,65,261191,8.824959512387487
Burke County,1804,27,90485,19.937006133613306
Cabarrus County,3014,51,216453,13.924500930918029
Caldwell County,1362,14,82178,16.573778870257247
Camden County,89,2,10867,8.1899328241465
Carteret County,445,5,69473,6.405366113454147
Caswell County,222,2,22604,9.821270571580252
Catawba County,2473,42,159551,15.49974616266899
Chatham County,1435,56,74470,19.269504498455753
Cherokee County,372,5,28612,13.001537816300853
Chowan County,187,2,13943,13.411747830452557
Clay County,83,1,11231,7.390259104264981
Cleveland County,1499,26,97947,15.304195125935454
Columbus County,1054,50,55508,18.98825394537724
Craven County,879,26,102139,8.605919384368361
Cumberland County,3805,65,335509,11.340977440247505
Currituck County,90,0,27763,3.2417245974858626
Dare County,233,2,37009,6.29576589478235
Davidson County,2060,32,167609,12.290509459515897
Davie County,464,6,42846,10.829482332073006
Duplin County,2060,49,58741,35.06920209053302
Durham County,6650,82,321488,20.685064450306076
Edgecombe County,857,17,51472,16.6498290332608
Forsyth County,5915,69,382295,15.472344655305458
Franklin County,984,28,69685,14.120685943890363
Gaston County,3877,62,224529,17.267257236259013
Gates County,74,2,11562,6.400276768725134
Graham County,50,0,8441,5.923468783319512
Granville County,1448,39,60443,23.956454841751732
Greene County,375,3,21069,17.798661540652144
Guilford County,6479,163,537174,12.061268788139412
Halifax County,830,9,50010,16.596680663867225
Harnett County,1521,45,135976,11.185797493675354
Haywood County,491,25,62317,7.879069916716145
Henderson County,1661,59,117417,14.146162821397242
Hertford County,481,12,23677,20.3150737002154
Hoke County,839,12,55234,15.189919252634247
Hyde County,80,0,4937,16.20417257443792
Iredell County,2230,18,181806,12.265821810061274
Jackson County,472,7,43938,10.742409759206154
Johnston County,3645,49,209339,17.411949039596063
Jones County,126,6,9419,13.377216264996283
Lee County,1390,11,61779,22.499554864921738
Lenoir County,735,11,55949,13.136964020804662
Lincoln County,1041,10,86111,12.089047856835945
Macon County,520,2,35858,14.501645378994924
Madison County,58,1,21755,2.66605378074006
Martin County,316,7,22440,14.081996434937611
McDowell County,757,24,45756,16.544278346009268
Mecklenburg County,24408,274,1110356,21.982139061706334
Mitchell County,90,4,14964,6.014434643143544
Montgomery County,804,17,27173,29.588194163323887
Moore County,1225,21,100880,12.143140364789849
Nash County,1507,21,94298,15.981250927909393
New Hanover County,2865,21,234473,12.21889087442904
Northampton County,332,17,19483,17.04049684340194
Onslow County,1391,14,197938,7.027453040851175
Orange County,2025,50,148476,13.63856784934939
Pamlico County,91,2,12726,7.15071507150715
Pasquotank County,512,22,39824,12.856568903173965
Pender County,738,4,63060,11.70313986679353
Perquimans County,111,2,13463,8.244819133922602
Person County,282,2,39490,7.141048366675108
Pitt County,2855,15,180742,15.795996503303051
Polk County,210,6,20724,10.13317892298784
Randolph County,2332,43,143667,16.231980900276334
Richmond County,622,9,44829,13.874947020901649
Robeson County,3250,59,130625,24.880382775119617
Rockingham County,713,7,91010,7.834303922645863
Rowan County,2616,56,142088,18.411125499690332
Rutherford County,897,18,67029,13.382267376807054
Sampson County,1566,20,63531,24.649383765405865
Scotland County,569,8,34823,16.339775435775206
Stanly County,1400,31,62806,22.29086393019775
Stokes County,320,3,45591,7.0189291746177975
Surry County,1092,14,71783,15.212515498098435
Swain County,124,3,14271,8.68894961810665
Transylvania County,207,1,34385,6.0200668896321075
Tyrrell County,103,2,4016,25.647410358565736
Union County,3732,47,239859,15.55914099533476
Vance County,866,42,44535,19.445380038172225
Wake County,14004,193,1111761,12.596232463632022
Warren County,281,6,19731,14.241548831787542
Washington County,168,4,11580,14.507772020725389
Watauga County,388,0,56177,6.906741193014935
Wayne County,2712,50,123131,22.025322623872135
Wilkes County,994,20,68412,14.529614687481729
Wilson County,1679,36,81801,20.525421449615532
Yadkin County,602,7,37667,15.982159449916372
Yancey County,85,0,18069,4.704189495821573
