,Total Cases,Total Deaths,Population,COVID per 1000
Alamance County,3916,54,169509,23.102018181925445
Alexander County,522,7,37497,13.921113689095128
Alleghany County,229,0,11137,20.56209032953219
Anson County,597,4,24446,24.421173198069212
Ashe County,268,1,27203,9.851854574863067
Avery County,355,0,17557,20.21985532835906
Beaufort County,944,23,46994,20.087670766480827
Bertie County,583,8,18947,30.770042750831266
Bladen County,896,15,32722,27.38218935272905
Brunswick County,1636,27,142820,11.454978294356533
Buncombe County,3101,82,261191,11.872537721437569
Burke County,2110,38,90485,23.31878211858319
Cabarrus County,3999,69,216453,18.47514240966861
Caldwell County,1657,18,82178,20.163547421450996
Camden County,114,3,10867,10.490475752277538
Carteret County,694,5,69473,9.989492320757705
Caswell County,352,4,22604,15.572465050433552
Catawba County,3152,52,159551,19.755438699851457
Chatham County,1669,57,74470,22.411709413186518
Cherokee County,619,12,28612,21.63427932336083
Chowan County,349,3,13943,25.03048124506921
Clay County,117,2,11231,10.41759415902413
Cleveland County,2202,62,97947,22.48154614230145
Columbus County,1368,57,55508,24.64509620234921
Craven County,1629,34,102139,15.94885401266901
Cumberland County,5446,76,335509,16.23205338753953
Currituck County,182,3,27763,6.5554875193603
Dare County,271,3,37009,7.322543165176039
Davidson County,2743,34,167609,16.36546963468549
Davie County,559,6,42846,13.046725481958642
Duplin County,2377,53,58741,40.46577348019271
Durham County,7708,94,321488,23.97601154630966
Edgecombe County,1349,47,51472,26.20842399751321
Forsyth County,6992,101,382295,18.289540799644254
Franklin County,1207,31,69685,17.32080074621511
Gaston County,5125,82,224529,22.8255592818745
Gates County,139,3,11562,12.022141498010726
Graham County,154,3,8441,18.244283852624097
Granville County,1723,50,60443,28.50619592012309
Greene County,601,5,21069,28.525321562485168
Guilford County,8541,180,537174,15.899876017826626
Halifax County,1022,19,50010,20.435912817436513
Harnett County,2226,53,135976,16.370535976937106
Haywood County,607,31,62317,9.740520243272302
Henderson County,2005,64,117417,17.0758919066234
Hertford County,747,30,23677,31.54960510199772
Hoke County,1153,17,55234,20.874823478292356
Hyde County,125,5,4937,25.319019647559248
Iredell County,3068,32,181806,16.875130633752462
Jackson County,648,7,43938,14.74805407619828
Johnston County,4480,56,209339,21.400694567185283
Jones County,157,11,9419,16.668436139717592
Lee County,1635,14,61779,26.465303743990678
Lenoir County,1005,32,55949,17.962787538651273
Lincoln County,1599,14,86111,18.569056218137057
Macon County,596,2,35858,16.62111662669418
Madison County,103,1,21755,4.734543783038382
Martin County,456,10,22440,20.32085561497326
McDowell County,979,26,45756,21.396101057784772
Mecklenburg County,28579,352,1110356,25.73859194708724
Mitchell County,151,3,14964,10.090884790163058
Montgomery County,1047,30,27173,38.53089463805984
Moore County,1651,29,100880,16.3659793814433
Nash County,2332,39,94298,24.730110924940085
New Hanover County,4268,30,234473,18.20252225202902
Northampton County,450,17,19483,23.097058974490583
Onslow County,2180,25,197938,11.013549697379988
Orange County,2653,55,148476,17.868207656456264
Pamlico County,269,2,12726,21.137828068521138
Pasquotank County,700,30,39824,17.577340297308155
Pender County,956,5,63060,15.160164922296225
Perquimans County,187,3,13463,13.889920522914656
Person County,430,7,39490,10.888832615852115
Pitt County,4895,29,180742,27.082803111617665
Polk County,311,11,20724,15.006755452615325
Randolph County,2821,52,143667,19.63568530003411
Richmond County,1010,16,44829,22.53005866738049
Robeson County,4484,75,130625,34.32727272727273
Rockingham County,1242,14,91010,13.646851994286342
Rowan County,3354,97,142088,23.605089803502054
Rutherford County,1183,33,67029,17.649077265064374
Sampson County,2224,28,63531,35.00653224410131
Scotland County,1154,13,34823,33.13901731614163
Stanly County,1946,56,62806,30.984300862974877
Stokes County,431,3,45591,9.453620232063345
Surry County,1316,23,71783,18.333031497708372
Swain County,144,3,14271,10.090393104898045
Transylvania County,330,7,34385,9.59720808492075
Tyrrell County,116,3,4016,28.884462151394423
Union County,4778,59,239859,19.920036354691714
Vance County,1039,44,44535,23.329965195913328
Wake County,17485,242,1111761,15.727301101585683
Warren County,338,7,19731,17.130403932897472
Washington County,208,8,11580,17.962003454231432
Watauga County,830,1,56177,14.77472987165566
Wayne County,3366,67,123131,27.336738920336877
Wilkes County,1224,33,68412,17.891597965269252
Wilson County,2219,49,81801,27.126807740736666
Yadkin County,741,8,37667,19.672392279714337
Yancey County,212,0,18069,11.732802036637334
