,Total Cases,Total Deaths,Population,COVID per 1000
Alamance County,2448,41,169509,14.441711059589757
Alexander County,299,2,37497,7.973971251033416
Alleghany County,167,0,11137,14.995061506689414
Anson County,328,3,24446,13.417327988218931
Ashe County,157,1,27203,5.771422269602617
Avery County,99,0,17557,5.638776556359287
Beaufort County,406,2,46994,8.639400774566965
Bertie County,272,5,18947,14.35583469678577
Bladen County,623,7,32722,19.03917853431942
Brunswick County,1249,21,142820,8.745273771180507
Buncombe County,1884,47,261191,7.213112243530596
Burke County,1655,28,90485,18.290324363154113
Cabarrus County,2630,50,216453,12.150443745293435
Caldwell County,1215,14,82178,14.78497894813697
Camden County,72,2,10867,6.625563633017392
Carteret County,344,6,69473,4.9515639169173635
Caswell County,195,2,22604,8.62679171827995
Catawba County,2120,29,159551,13.287287450407707
Chatham County,1300,52,74470,17.456693970726466
Cherokee County,273,4,28612,9.541451139382078
Chowan County,157,1,13943,11.260130531449473
Clay County,76,0,11231,6.766984240049862
Cleveland County,1178,20,97947,12.026912513910585
Columbus County,903,48,55508,16.267925344094547
Craven County,699,12,102139,6.843615073576205
Cumberland County,3081,51,335509,9.183062153325245
Currituck County,73,0,27763,2.6293988401829775
Dare County,209,2,37009,5.647274987165284
Davidson County,1781,18,167609,10.625921042426123
Davie County,422,6,42846,9.849227465807777
Duplin County,2013,48,58741,34.269079518564546
Durham County,6171,80,321488,19.195117702682527
Edgecombe County,646,13,51472,12.550512900217594
Forsyth County,5273,52,382295,13.7930132489308
Franklin County,866,26,69685,12.427351653870991
Gaston County,3322,52,224529,14.795416182319434
Gates County,46,2,11562,3.9785504238021105
Graham County,39,0,8441,4.620305650989219
Granville County,1245,27,60443,20.597918700263058
Greene County,331,3,21069,15.710285253215625
Guilford County,5651,156,537174,10.51986879484115
Halifax County,700,6,50010,13.997200559888022
Harnett County,1288,39,135976,9.472259810554803
Haywood County,432,12,62317,6.9322977678643065
Henderson County,1482,54,117417,12.621681698561536
Hertford County,344,11,23677,14.528867677492926
Hoke County,717,9,55234,12.981134808270268
Hyde County,44,0,4937,8.912294915940855
Iredell County,1820,18,181806,10.0106707149379
Jackson County,447,5,43938,10.173426191451592
Johnston County,3304,46,209339,15.783012243299146
Jones County,93,4,9419,9.873659624163924
Lee County,1289,11,61779,20.864695122938215
Lenoir County,573,12,55949,10.241469910096695
Lincoln County,848,9,86111,9.847754642264055
Macon County,463,3,35858,12.912041943220482
Madison County,45,0,21755,2.068490002298322
Martin County,258,6,22440,11.497326203208557
McDowell County,683,14,45756,14.927004108750765
Mecklenburg County,22255,228,1110356,20.04312130523904
Mitchell County,116,2,14964,7.751937984496124
Montgomery County,644,14,27173,23.699996319876348
Moore County,1009,20,100880,10.001982553528945
Nash County,1180,12,94298,12.513520965449956
New Hanover County,2566,20,234473,10.943690744776584
Northampton County,350,16,19483,17.964379202381565
Onslow County,1065,10,197938,5.380472673261324
Orange County,1348,47,148476,9.078908375764433
Pamlico County,68,1,12726,5.343391482005344
Pasquotank County,401,20,39824,10.069304941743672
Pender County,658,3,63060,10.434506818902632
Perquimans County,86,2,13463,6.387877887543638
Person County,223,2,39490,5.6469992403140035
Pitt County,2020,11,180742,11.176151641566431
Polk County,163,5,20724,7.865276973557228
Randolph County,2174,37,143667,15.132215470497748
Richmond County,506,9,44829,11.28733632246983
Robeson County,2804,53,130625,21.466028708133972
Rockingham County,549,8,91010,6.032304142401934
Rowan County,2197,48,142088,15.462248747255222
Rutherford County,746,14,67029,11.129511107132734
Sampson County,1508,14,63531,23.73644362594639
Scotland County,343,2,34823,9.849811905924245
Stanly County,1064,26,62806,16.941056586950292
Stokes County,291,3,45591,6.38283871816806
Surry County,954,10,71783,13.290054748338743
Swain County,119,2,14271,8.338588746408801
Transylvania County,137,1,34385,3.9842954776792205
Tyrrell County,98,1,4016,24.40239043824701
Union County,3096,43,239859,12.907583205133015
Vance County,773,41,44535,17.357134837768047
Wake County,12028,170,1111761,10.818872041742784
Warren County,256,7,19731,12.974507120774415
Washington County,133,4,11580,11.4853195164076
Watauga County,292,0,56177,5.1978567741246415
Wayne County,2412,42,123131,19.588893130080972
Wilkes County,834,11,68412,12.190843711629539
Wilson County,1490,35,81801,18.214936247723134
Yadkin County,541,6,37667,14.36270475482518
Yancey County,101,0,18069,5.589683989152692
