,Total Cases,Total Deaths,Population,COVID per 1000
Alamance County,4155,57,169509,24.51197281560271
Alexander County,557,8,37497,14.85452169506894
Alleghany County,246,0,11137,22.088533716440693
Anson County,647,6,24446,26.46649758651722
Ashe County,294,1,27203,10.80763151123038
Avery County,420,0,17557,23.922082360312125
Beaufort County,1020,27,46994,21.704898497680556
Bertie County,627,11,18947,33.09231012825249
Bladen County,944,17,32722,28.849092353768107
Brunswick County,1741,27,142820,12.190169444055455
Buncombe County,3355,88,261191,12.845006144928425
Burke County,2242,42,90485,24.777587445432946
Cabarrus County,4216,76,216453,19.47766951717001
Caldwell County,1818,18,82178,22.12270924091606
Camden County,121,3,10867,11.134627772154229
Carteret County,794,5,69473,11.428900436140658
Caswell County,466,5,22604,20.6158202088126
Catawba County,3399,53,159551,21.303533039592356
Chatham County,1735,59,74470,23.29797233785417
Cherokee County,677,12,28612,23.661400810848594
Chowan County,396,4,13943,28.40134834684071
Clay County,133,2,11231,11.842222420087259
Cleveland County,2446,68,97947,24.97268931156646
Columbus County,1429,57,55508,25.744036895582617
Craven County,1819,40,102139,17.809064118505173
Cumberland County,5839,80,335509,17.40340795626943
Currituck County,194,3,27763,6.987717465691748
Dare County,289,3,37009,7.808911345888838
Davidson County,2998,38,167609,17.886867650305174
Davie County,608,6,42846,14.190356159268076
Duplin County,2492,54,58741,42.42352019883897
Durham County,7985,97,321488,24.837630020405115
Edgecombe County,1487,51,51472,28.88949331675474
Forsyth County,7363,104,382295,19.25999555317229
Franklin County,1270,31,69685,18.224869053598336
Gaston County,5588,89,224529,24.88765371065653
Gates County,146,3,11562,12.627573084241481
Graham County,188,5,8441,22.272242625281365
Granville County,1791,50,60443,29.631222804956735
Greene County,702,5,21069,33.31909440410081
Guilford County,9153,187,537174,17.03917166504708
Halifax County,1095,21,50010,21.895620875824836
Harnett County,2401,54,135976,17.657527799023356
Haywood County,635,31,62317,10.189835839337581
Henderson County,2112,64,117417,17.98717391859782
Hertford County,801,31,23677,33.830299446720446
Hoke County,1305,18,55234,23.626751638483544
Hyde County,145,5,4937,29.370062791168724
Iredell County,3208,33,181806,17.645182227209222
Jackson County,706,7,43938,16.068095953388866
Johnston County,4726,57,209339,22.57582199207983
Jones County,162,14,9419,17.199278054995222
Lee County,1736,15,61779,28.1001634859742
Lenoir County,1065,33,55949,19.035192764839408
Lincoln County,1811,15,86111,21.03099487870307
Macon County,658,2,35858,18.350158960343578
Madison County,118,1,21755,5.424040450471156
Martin County,512,12,22440,22.816399286987522
McDowell County,1080,27,45756,23.603461841070022
Mecklenburg County,29593,362,1110356,26.65181257182381
Mitchell County,173,3,14964,11.561079925153702
Montgomery County,1070,34,27173,39.377323078055426
Moore County,1842,33,100880,18.259318001586042
Nash County,2608,44,94298,27.65700226940126
New Hanover County,4481,33,234473,19.110942411279762
Northampton County,486,17,19483,24.944823692449827
Onslow County,2378,26,197938,12.013862926775051
Orange County,2760,57,148476,18.58886284652065
Pamlico County,273,2,12726,21.45214521452145
Pasquotank County,746,33,39824,18.732422659702692
Pender County,1047,7,63060,16.603235014272123
Perquimans County,196,3,13463,14.558419371611082
Person County,466,8,39490,11.800455811597873
Pitt County,5133,33,180742,28.399597215921037
Polk County,335,11,20724,16.164833043813935
Randolph County,3011,54,143667,20.95818803204633
Richmond County,1086,20,44829,24.225389814628922
Robeson County,4856,83,130625,37.17511961722488
Rockingham County,1429,14,91010,15.701571255905945
Rowan County,3602,103,142088,25.350487022127133
Rutherford County,1353,33,67029,20.185292932909636
Sampson County,2331,28,63531,36.69074939793172
Scotland County,1316,17,34823,37.791115067627715
Stanly County,2117,56,62806,33.70697067159188
Stokes County,490,4,45591,10.747735298633502
Surry County,1411,23,71783,19.65646462254294
Swain County,163,3,14271,11.42176441734987
Transylvania County,341,9,34385,9.917115021084776
Tyrrell County,116,3,4016,28.884462151394423
Union County,5105,59,239859,21.283337293993554
Vance County,1089,44,44535,24.452677669248907
Wake County,18345,257,1111761,16.500848653622498
Warren County,363,7,19731,18.397445643910597
Washington County,219,8,11580,18.911917098445596
Watauga County,1041,2,56177,18.530715417341618
Wayne County,3582,71,123131,29.090968155866516
Wilkes County,1331,35,68412,19.455651055370403
Wilson County,2374,57,81801,29.021650102076993
Yadkin County,783,9,37667,20.78742665994106
Yancey County,221,0,18069,12.23089268913609
