,Total Cases,Total Deaths,Population,COVID per 1000
Alamance County,2681,42,169509,15.816269342630775
Alexander County,346,2,37497,9.22740485905539
Alleghany County,181,0,11137,16.2521325312023
Anson County,381,3,24446,15.58537183997382
Ashe County,175,1,27203,6.433113994779988
Avery County,110,0,17557,6.265307284843652
Beaufort County,462,2,46994,9.831042260714133
Bertie County,326,5,18947,17.205890114530003
Bladen County,658,8,32722,20.108795305910398
Brunswick County,1326,22,142820,9.284413947626383
Buncombe County,2113,54,261191,8.089865271008572
Burke County,1720,27,90485,19.008675471072554
Cabarrus County,2828,50,216453,13.065191981631116
Caldwell County,1295,14,82178,15.758475504392903
Camden County,79,2,10867,7.269715652894083
Carteret County,385,5,69473,5.541721244224375
Caswell County,203,2,22604,8.980711378517077
Catawba County,2288,35,159551,14.340242304968317
Chatham County,1372,55,74470,18.423526252182086
Cherokee County,299,4,28612,10.45016077170418
Chowan County,168,2,13943,12.04905687441727
Clay County,76,1,11231,6.766984240049862
Cleveland County,1341,24,97947,13.691077827804833
Columbus County,990,50,55508,17.83526698854219
Craven County,792,19,102139,7.754138967485486
Cumberland County,3493,61,335509,10.411047095606973
Currituck County,85,0,27763,3.061628786514426
Dare County,216,2,37009,5.836418168553595
Davidson County,1913,26,167609,11.413468250511608
Davie County,443,5,42846,10.33935489894039
Duplin County,2030,49,58741,34.55848555523399
Durham County,6447,81,321488,20.053625640770417
Edgecombe County,753,14,51472,14.62931302455704
Forsyth County,5601,60,382295,14.650989419165828
Franklin County,934,28,69685,13.403171414221138
Gaston County,3636,58,224529,16.193899229052818
Gates County,58,2,11562,5.016433143054835
Graham County,49,0,8441,5.8049994076531215
Granville County,1364,29,60443,22.566715748721936
Greene County,346,3,21069,16.42223171484171
Guilford County,6025,160,537174,11.216105023698095
Halifax County,761,8,50010,15.216956608678265
Harnett County,1432,41,135976,10.531270224157204
Haywood County,467,24,62317,7.493942262945906
Henderson County,1575,58,117417,13.413730550090703
Hertford County,410,12,23677,17.31638298770959
Hoke County,788,12,55234,14.266574935727993
Hyde County,62,0,4937,12.558233745189387
Iredell County,2026,17,181806,11.143746631024278
Jackson County,460,7,43938,10.469297646683964
Johnston County,3461,47,209339,16.532991941300953
Jones County,113,4,9419,11.997027285274445
Lee County,1342,11,61779,21.722591819226597
Lenoir County,649,11,55949,11.599849863268334
Lincoln County,939,10,86111,10.904530199393806
Macon County,480,2,35858,13.386134195995314
Madison County,49,1,21755,2.2523557802803955
Martin County,286,7,22440,12.745098039215685
McDowell County,720,21,45756,15.735641227380016
Mecklenburg County,23318,259,1110356,21.00047192071732
Mitchell County,80,3,14964,5.346164127238707
Montgomery County,722,16,27173,26.570492768557024
Moore County,1108,20,100880,10.98334655035686
Nash County,1359,16,94298,14.411758467836009
New Hanover County,2729,21,234473,11.638866735189126
Northampton County,321,16,19483,16.47590206846995
Onslow County,1242,12,197938,6.274692075296305
Orange County,1514,48,148476,10.19693418464937
Pamlico County,74,1,12726,5.814867201005815
Pasquotank County,458,21,39824,11.500602651667336
Pender County,705,4,63060,11.179828734538535
Perquimans County,93,2,13463,6.907821436529749
Person County,250,2,39490,6.330716637123323
Pitt County,2341,14,180742,12.95216385787476
Polk County,184,6,20724,8.878594865856012
Randolph County,2269,39,143667,15.79346683650386
Richmond County,573,9,44829,12.781904570702
Robeson County,3067,56,130625,23.479425837320573
Rockingham County,626,6,91010,6.878365014833535
Rowan County,2390,51,142088,16.820561905298124
Rutherford County,843,14,67029,12.576645929373854
Sampson County,1517,19,63531,23.878106751034927
Scotland County,448,6,34823,12.865060448554116
Stanly County,1261,31,62806,20.077699582842403
Stokes County,306,3,45591,6.711851023228268
Surry County,1009,11,71783,14.056252873242968
Swain County,122,2,14271,8.548805269427511
Transylvania County,164,1,34385,4.769521593718191
Tyrrell County,103,2,4016,25.647410358565736
Union County,3419,46,239859,14.254207680345536
Vance County,822,41,44535,18.457393061636914
Wake County,12847,185,1111761,11.555541163973192
Warren County,273,6,19731,13.836095484263343
Washington County,146,4,11580,12.607944732297064
Watauga County,348,0,56177,6.194706018477313
Wayne County,2555,43,123131,20.75025785545476
Wilkes County,920,18,68412,13.44793311115009
Wilson County,1582,36,81801,19.339616875099328
Yadkin County,579,6,37667,15.37154538455412
Yancey County,84,0,18069,4.6488460899883775
