,Total Cases,Total Deaths,Population,COVID per 1000
Alamance County,3881,54,169509,22.895539469880656
Alexander County,516,7,37497,13.761100888071045
Alleghany County,226,0,11137,20.29271796713657
Anson County,577,4,24446,23.603043442690012
Ashe County,266,1,27203,9.77833327206558
Avery County,348,0,17557,19.82115395568719
Beaufort County,918,23,46994,19.5344086479125
Bertie County,577,8,18947,30.453369926637464
Bladen County,893,15,32722,27.29050791516411
Brunswick County,1622,26,142820,11.35695280773001
Buncombe County,3081,82,261191,11.795965404627266
Burke County,2104,38,90485,23.252472785544565
Cabarrus County,3966,68,216453,18.322684370279
Caldwell County,1653,18,82178,20.1148725936382
Camden County,113,3,10867,10.398454035152296
Carteret County,677,5,69473,9.744792941142602
Caswell County,349,4,22604,15.43974517784463
Catawba County,3129,52,159551,19.611284166191375
Chatham County,1654,57,74470,22.210286021216596
Cherokee County,614,12,28612,21.459527470991194
Chowan County,346,3,13943,24.815319515168902
Clay County,116,2,11231,10.328554892707684
Cleveland County,2176,61,97947,22.216096460330586
Columbus County,1357,56,55508,24.446926569143187
Craven County,1591,34,102139,15.576811991501778
Cumberland County,5389,76,335509,16.062162266884048
Currituck County,182,3,27763,6.5554875193603
Dare County,271,3,37009,7.322543165176039
Davidson County,2714,34,167609,16.1924478995758
Davie County,553,6,42846,12.906689072492181
Duplin County,2372,53,58741,40.38065405764287
Durham County,7666,93,321488,23.845369033991936
Edgecombe County,1342,47,51472,26.072427727696613
Forsyth County,6956,98,382295,18.195372683398947
Franklin County,1207,31,69685,17.32080074621511
Gaston County,5087,81,224529,22.656316110613773
Gates County,138,3,11562,11.93565127140633
Graham County,143,3,8441,16.941120720293803
Granville County,1715,49,60443,28.373839816025015
Greene County,593,5,21069,28.145616782951254
Guilford County,8437,180,537174,15.70627022156694
Halifax County,1006,19,50010,20.11597680463907
Harnett County,2210,52,135976,16.252868153203508
Haywood County,603,31,62317,9.676332300977261
Henderson County,1994,64,117417,16.982208709130706
Hertford County,744,29,23677,31.422899860624234
Hoke County,1138,17,55234,20.603251620378753
Hyde County,126,5,4937,25.52157180473972
Iredell County,3045,30,181806,16.748622157684565
Jackson County,638,7,43938,14.520460649096455
Johnston County,4460,56,209339,21.305155752153205
Jones County,157,11,9419,16.668436139717592
Lee County,1631,14,61779,26.40055682351608
Lenoir County,996,31,55949,17.801926754723052
Lincoln County,1575,14,86111,18.290346181091845
Macon County,593,2,35858,16.53745328796921
Madison County,99,1,21755,4.550678005056309
Martin County,453,10,22440,20.18716577540107
McDowell County,972,26,45756,21.24311565696302
Mecklenburg County,28416,347,1110356,25.591792181966866
Mitchell County,150,3,14964,10.024057738572575
Montgomery County,1042,30,27173,38.3468884554521
Moore County,1630,27,100880,16.157811260904044
Nash County,2295,39,94298,24.337737809921737
New Hanover County,4231,30,234473,18.044721567088747
Northampton County,449,17,19483,23.04573217676949
Onslow County,2151,25,197938,10.86703917388273
Orange County,2636,55,148476,17.75371103747407
Pamlico County,267,2,12726,20.98066949552098
Pasquotank County,695,30,39824,17.4517878666131
Pender County,940,5,63060,14.906438312718047
Perquimans County,186,3,13463,13.815642873059497
Person County,427,7,39490,10.812864016206635
Pitt County,4852,29,180742,26.84489493310907
Polk County,308,10,20724,14.8619957537155
Randolph County,2809,52,143667,19.552158811696494
Richmond County,995,16,44829,22.19545383568672
Robeson County,4455,75,130625,34.10526315789474
Rockingham County,1207,14,91010,13.262278870453796
Rowan County,3325,94,142088,23.40099093519509
Rutherford County,1160,33,67029,17.305942204120605
Sampson County,2200,28,63531,34.628763910531866
Scotland County,1095,13,34823,31.444734801711512
Stanly County,1891,56,62806,30.108588351431393
Stokes County,424,3,45591,9.30008115636858
Surry County,1313,23,71783,18.291238872713595
Swain County,142,3,14271,9.950248756218905
Transylvania County,329,7,34385,9.568125636178566
Tyrrell County,116,3,4016,28.884462151394423
Union County,4750,58,239859,19.80330110606648
Vance County,1032,44,44535,23.172785449646344
Wake County,17416,239,1111761,15.665237402643195
Warren County,338,7,19731,17.130403932897472
Washington County,209,8,11580,18.048359240069086
Watauga County,816,1,56177,14.525517560567492
Wayne County,3336,67,123131,27.093095970957762
Wilkes County,1201,33,68412,17.5553996374905
Wilson County,2196,49,81801,26.845637583892618
Yadkin County,736,7,37667,19.539650091592108
Yancey County,209,0,18069,11.566771819137749
