,Total Cases,Total Deaths,Population,COVID per 1000
Alamance County,3012,44,169509,17.7689680193972
Alexander County,383,2,37497,10.214150465370563
Alleghany County,195,0,11137,17.509203555715185
Anson County,429,3,24446,17.548883252883908
Ashe County,190,1,27203,6.984523765761129
Avery County,127,0,17557,7.233582047046762
Beaufort County,524,9,46994,11.150359620377069
Bertie County,385,5,18947,20.31983955243574
Bladen County,689,9,32722,21.05617016074812
Brunswick County,1372,24,142820,9.606497689399244
Buncombe County,2347,67,261191,8.985761377689125
Burke County,1816,28,90485,20.069624799690555
Cabarrus County,3069,52,216453,14.17859766323405
Caldwell County,1393,14,82178,16.95100878580642
Camden County,92,3,10867,8.465997975522223
Carteret County,460,5,69473,6.621277330761591
Caswell County,235,2,22604,10.396390019465581
Catawba County,2512,43,159551,15.744182111049131
Chatham County,1452,56,74470,19.49778434268833
Cherokee County,382,5,28612,13.351041521040123
Chowan County,199,2,13943,14.27239475005379
Clay County,86,1,11231,7.657376903214318
Cleveland County,1537,32,97947,15.692160045739023
Columbus County,1067,51,55508,19.222454420984363
Craven County,884,26,102139,8.654872281890365
Cumberland County,3914,65,335509,11.665856951676409
Currituck County,94,0,27763,3.385801246263012
Dare County,239,2,37009,6.4578886216866165
Davidson County,2106,32,167609,12.564957729000232
Davie County,465,6,42846,10.85282173365075
Duplin County,2065,50,58741,35.154321513082856
Durham County,6753,83,321488,21.005449659085254
Edgecombe County,891,19,51472,17.31038234379857
Forsyth County,5984,70,382295,15.652833544775632
Franklin County,1008,28,69685,14.465092918131592
Gaston County,3946,63,224529,17.574567205127178
Gates County,76,2,11562,6.573257221933922
Graham County,51,0,8441,6.041938158985902
Granville County,1490,41,60443,24.65132438826663
Greene County,384,3,21069,18.225829417627793
Guilford County,6572,168,537174,12.234397048256245
Halifax County,841,10,50010,16.816636672665467
Harnett County,1566,45,135976,11.516738247926105
Haywood County,493,25,62317,7.9111638878636645
Henderson County,1674,60,117417,14.256879327524976
Hertford County,491,14,23677,20.737424504793683
Hoke County,853,12,55234,15.443386320020277
Hyde County,89,0,4937,18.027141989062184
Iredell County,2271,19,181806,12.49133691957361
Jackson County,476,7,43938,10.833447130046885
Johnston County,3717,50,209339,17.75588877371154
Jones County,128,6,9419,13.589553031107336
Lee County,1403,12,61779,22.70998235646417
Lenoir County,752,12,55949,13.440812168224634
Lincoln County,1066,10,86111,12.37937081209137
Macon County,529,2,35858,14.752635395169836
Madison County,62,1,21755,2.849919558722133
Martin County,323,7,22440,14.393939393939394
McDowell County,767,24,45756,16.762828918611767
Mecklenburg County,24744,284,1110356,22.28474471250662
Mitchell County,89,3,14964,5.94760759155306
Montgomery County,840,17,27173,30.913038678099586
Moore County,1251,21,100880,12.400872323552736
Nash County,1547,21,94298,16.40543807928058
New Hanover County,2903,21,234473,12.380956442746074
Northampton County,335,17,19483,17.19447723656521
Onslow County,1421,14,197938,7.179015651365579
Orange County,2143,50,148476,14.43330908699049
Pamlico County,96,2,12726,7.5436115040075435
Pasquotank County,523,23,39824,13.132784250703093
Pender County,752,4,63060,11.925150650174437
Perquimans County,120,2,13463,8.91331798261903
Person County,302,3,39490,7.647505697644974
Pitt County,3088,17,180742,17.085126865919378
Polk County,217,6,20724,10.470951553754102
Randolph County,2370,43,143667,16.49648144667878
Richmond County,643,9,44829,14.343393785272927
Robeson County,3368,59,130625,25.78373205741627
Rockingham County,733,8,91010,8.054059993407318
Rowan County,2708,60,142088,19.05861156466415
Rutherford County,914,19,67029,13.63588894359158
Sampson County,1587,20,63531,24.979931057279124
Scotland County,597,8,34823,17.143841713809838
Stanly County,1427,31,62806,22.72075916313728
Stokes County,322,3,45591,7.062797481959159
Surry County,1118,15,71783,15.574718248053161
Swain County,125,3,14271,8.75902179244622
Transylvania County,228,2,34385,6.630798313217973
Tyrrell County,105,2,4016,26.14541832669323
Union County,3806,48,239859,15.867655580987163
Vance County,882,42,44535,19.80464802963961
Wake County,14387,197,1111761,12.94073096645772
Warren County,287,6,19731,14.545638842430693
Washington County,170,4,11580,14.680483592400691
Watauga County,404,0,56177,7.191555262829984
Wayne County,2751,51,123131,22.342058458064987
Wilkes County,1002,20,68412,14.646553236274338
Wilson County,1694,36,81801,20.708793291035562
Yadkin County,614,7,37667,16.300740701409723
Yancey County,87,0,18069,4.814876307487963
