,Total Cases,Total Deaths,Population,COVID per 1000
Alamance County,3668,48,169509,21.6389690222938
Alexander County,479,4,37497,12.774355281755874
Alleghany County,219,0,11137,19.66418245488013
Anson County,547,4,24446,22.375848809621207
Ashe County,246,1,27203,9.043120244090725
Avery County,317,0,17557,18.055476448140343
Beaufort County,809,12,46994,17.21496361237605
Bertie County,530,7,18947,27.972766137119333
Bladen County,810,12,32722,24.753988142534077
Brunswick County,1511,26,142820,10.57975073519115
Buncombe County,2823,76,261191,10.808182517774348
Burke County,2002,33,90485,22.125214123887936
Cabarrus County,3717,61,216453,17.17231916397555
Caldwell County,1551,18,82178,18.873664484411886
Camden County,107,3,10867,9.846323732400847
Carteret County,604,5,69473,8.694025016913045
Caswell County,307,3,22604,13.581666961599717
Catawba County,2934,51,159551,18.389104424290664
Chatham County,1589,57,74470,21.337451322680273
Cherokee County,561,10,28612,19.60715783587306
Chowan County,299,3,13943,21.444452413397403
Clay County,109,2,11231,9.705280028492565
Cleveland County,1970,57,97947,20.112918210869143
Columbus County,1300,53,55508,23.420047560711968
Craven County,1229,30,102139,12.032622210908663
Cumberland County,4951,75,335509,14.75668312921561
Currituck County,146,0,27763,5.258797680365955
Dare County,257,2,37009,6.9442568023994165
Davidson County,2553,34,167609,15.231878956380625
Davie County,524,6,42846,12.229846426737618
Duplin County,2131,53,58741,36.27789789074071
Durham County,7436,90,321488,23.129945752252027
Edgecombe County,1235,37,51472,23.993627603357165
Forsyth County,6747,94,382295,17.648674452974795
Franklin County,1172,31,69685,16.818540575446654
Gaston County,4782,75,224529,21.297916972863195
Gates County,118,3,11562,10.205846739318456
Graham County,119,1,8441,14.097855704300438
Granville County,1672,48,60443,27.662425756497857
Greene County,498,5,21069,23.636622525986045
Guilford County,7995,176,537174,14.88344558746328
Halifax County,950,18,50010,18.99620075984803
Harnett County,1982,51,135976,14.576101664999706
Haywood County,574,31,62317,9.210969719338223
Henderson County,1887,64,117417,16.07092669715629
Hertford County,667,25,23677,28.170798665371457
Hoke County,1052,16,55234,19.046239635007424
Hyde County,124,3,4937,25.116467490378774
Iredell County,2634,27,181806,14.4879706940365
Jackson County,523,7,43938,11.903136237425462
Johnston County,4200,55,209339,20.063151156736204
Jones County,143,11,9419,15.182078776940227
Lee County,1558,13,61779,25.218925524854725
Lenoir County,930,26,55949,16.6222810059161
Lincoln County,1427,14,86111,16.571634285979723
Macon County,573,2,35858,15.979697696469406
Madison County,89,1,21755,4.091013560101127
Martin County,412,9,22440,18.36007130124777
McDowell County,879,26,45756,19.21059533175977
Mecklenburg County,27346,339,1110356,24.62813728209691
Mitchell County,102,3,14964,6.8163592622293505
Montgomery County,1016,25,27173,37.390056305891875
Moore County,1494,27,100880,14.809674861221254
Nash County,2057,35,94298,21.813824259263185
New Hanover County,3830,28,234473,16.33450333300636
Northampton County,399,17,19483,20.479392290714983
Onslow County,1794,21,197938,9.06344410876133
Orange County,2566,54,148476,17.282254371076807
Pamlico County,227,2,12726,17.837498035517836
Pasquotank County,647,29,39824,16.24648453194054
Pender County,871,5,63060,13.812242308912147
Perquimans County,168,3,13463,12.478645175666642
Person County,398,6,39490,10.07850088630033
Pitt County,4466,27,180742,24.70925407486915
Polk County,256,8,20724,12.352827639451844
Randolph County,2638,50,143667,18.36190635288549
Richmond County,881,13,44829,19.652457114814073
Robeson County,4204,71,130625,32.183732057416265
Rockingham County,1115,13,91010,12.251400944951104
Rowan County,3136,86,142088,22.07082934519453
Rutherford County,1090,22,67029,16.261618105596085
Sampson County,1747,24,63531,27.498386614408712
Scotland County,899,12,34823,25.816270855469085
Stanly County,1778,56,62806,28.309397191351145
Stokes County,403,3,45591,8.839463929284289
Surry County,1265,21,71783,17.62255687279718
Swain County,139,3,14271,9.740032233200196
Transylvania County,301,6,34385,8.753817071397412
Tyrrell County,111,2,4016,27.639442231075698
Union County,4532,57,239859,18.89443381319859
Vance County,1008,43,44535,22.63388346244527
Wake County,16745,227,1111761,15.061690417274935
Warren County,311,7,19731,15.761998885003294
Washington County,199,8,11580,17.184801381692573
Watauga County,565,1,56177,10.057496840343912
Wayne County,3106,64,123131,25.225166692384533
Wilkes County,1143,31,68412,16.70759515874408
Wilson County,2023,46,81801,24.730749012848253
Yadkin County,701,7,37667,18.610454774736507
Yancey County,118,0,18069,6.530521888317007
