,Total Cases,Total Deaths,Population,COVID per 1000
Alamance County,3950,54,169509,23.302597502197525
Alexander County,528,7,37497,14.08112649011921
Alleghany County,233,0,11137,20.921253479393016
Anson County,605,4,24446,24.748425100220896
Ashe County,269,1,27203,9.888615226261809
Avery County,359,0,17557,20.447684684171556
Beaufort County,966,23,46994,20.555815636038645
Bertie County,590,8,18947,31.13949437905737
Bladen County,907,15,32722,27.7183546238005
Brunswick County,1642,27,142820,11.496989217196472
Buncombe County,3141,82,261191,12.025682355058176
Burke County,2127,38,90485,23.50665856219263
Cabarrus County,4031,69,216453,18.62298050847066
Caldwell County,1672,18,82178,20.346078025748984
Camden County,115,3,10867,10.58249746940278
Carteret County,713,5,69473,10.262979862680465
Caswell County,361,4,22604,15.970624668200319
Catawba County,3188,52,159551,19.981071882971587
Chatham County,1684,57,74470,22.61313280515644
Cherokee County,628,12,28612,21.94883265762617
Chowan County,360,3,13943,25.81940758803701
Clay County,119,2,11231,10.59567269165702
Cleveland County,2242,63,97947,22.889930268410467
Columbus County,1377,57,55508,24.80723499315414
Craven County,1636,34,102139,16.017388069199814
Cumberland County,5515,76,335509,16.437711059911955
Currituck County,184,3,27763,6.627525843748875
Dare County,274,3,37009,7.403604528628171
Davidson County,2783,34,167609,16.6041203038023
Davie County,563,6,42846,13.140083088269616
Duplin County,2379,54,58741,40.499821249212644
Durham County,7756,94,321488,24.12531727467277
Edgecombe County,1366,47,51472,26.538700652782094
Forsyth County,7041,101,382295,18.417714068978146
Franklin County,1212,31,69685,17.392552199182035
Gaston County,5181,84,224529,23.074970271100838
Gates County,142,3,11562,12.281612177823906
Graham County,158,3,8441,18.71816135528966
Granville County,1740,50,60443,28.7874526413315
Greene County,607,5,21069,28.810100147135604
Guilford County,8635,180,537174,16.074865872138265
Halifax County,1030,19,50010,20.595880823835234
Harnett County,2249,53,135976,16.539683473554156
Haywood County,610,31,62317,9.788661199993582
Henderson County,2024,64,117417,17.237708338656244
Hertford County,755,29,23677,31.887485745660346
Hoke County,1179,17,55234,21.34554803200927
Hyde County,125,5,4937,25.319019647559248
Iredell County,3089,32,181806,16.990638372770977
Jackson County,655,7,43938,14.907369475169556
Johnston County,4534,56,209339,21.65864936777189
Jones County,159,11,9419,16.880772905828643
Lee County,1646,14,61779,26.64335777529581
Lenoir County,1016,32,55949,18.15939516345243
Lincoln County,1653,14,86111,19.196153801488776
Macon County,603,3,35858,16.816331083719113
Madison County,110,1,21755,5.05630889450701
Martin County,462,10,22440,20.58823529411765
McDowell County,1008,27,45756,22.029897718332023
Mecklenburg County,28774,352,1110356,25.91421129799812
Mitchell County,158,3,14964,10.558674151296445
Montgomery County,1052,30,27173,38.71490082066757
Moore County,1690,29,100880,16.75257731958763
Nash County,2377,39,94298,25.207321470232667
New Hanover County,4316,30,234473,18.407236654113692
Northampton County,454,17,19483,23.30236616537494
Onslow County,2205,25,197938,11.139851872808658
Orange County,2668,55,148476,17.969234084969962
Pamlico County,270,2,12726,21.216407355021218
Pasquotank County,710,30,39824,17.828445158698273
Pender County,968,5,63060,15.35045987947986
Perquimans County,187,3,13463,13.889920522914656
Person County,437,7,39490,11.066092681691568
Pitt County,4931,29,180742,27.281982051764395
Polk County,315,11,20724,15.19976838448176
Randolph County,2843,52,143667,19.788817195319734
Richmond County,1023,17,44829,22.82004952151509
Robeson County,4546,75,130625,34.80191387559809
Rockingham County,1276,14,91010,14.020437314580816
Rowan County,3388,97,142088,23.844378131861944
Rutherford County,1212,32,67029,18.08172582016739
Sampson County,2240,28,63531,35.25837779981426
Scotland County,1170,13,34823,33.59848376073285
Stanly County,1982,56,62806,31.557494506894244
Stokes County,447,3,45591,9.804566690794235
Surry County,1332,23,71783,18.55592549768051
Swain County,144,3,14271,10.090393104898045
Transylvania County,329,7,34385,9.568125636178566
Tyrrell County,117,3,4016,29.133466135458168
Union County,4834,59,239859,20.153506851942183
Vance County,1047,44,44535,23.50959919164702
Wake County,17651,242,1111761,15.876613768606742
Warren County,346,7,19731,17.53585728042167
Washington County,208,8,11580,17.962003454231432
Watauga County,852,1,56177,15.166349217651351
Wayne County,3390,67,123131,27.53165327984017
Wilkes County,1243,33,68412,18.1693270186517
Wilson County,2252,49,81801,27.530225791860737
Yadkin County,744,8,37667,19.752037592587676
Yancey County,212,0,18069,11.732802036637334
