,Total Cases,Total Deaths,Population,COVID per 1000
Alamance County,2365,41,169509,13.952061542454972
Alexander County,295,2,37497,7.867296050350695
Alleghany County,166,0,11137,14.905270719224207
Anson County,317,3,24446,12.96735662276037
Ashe County,152,1,27203,5.587619012608903
Avery County,99,0,17557,5.638776556359287
Beaufort County,406,2,46994,8.639400774566965
Bertie County,263,5,18947,13.880825460495066
Bladen County,608,7,32722,18.580771346494714
Brunswick County,1234,20,142820,8.640246464080661
Buncombe County,1815,47,261191,6.948937750535049
Burke County,1637,28,90485,18.09139636403824
Cabarrus County,2594,49,216453,11.98412588414113
Caldwell County,1197,14,82178,14.565942222979386
Camden County,68,2,10867,6.257476764516426
Carteret County,332,6,69473,4.778834943071409
Caswell County,191,2,22604,8.449831888161388
Catawba County,2074,29,159551,12.99897838308754
Chatham County,1290,52,74470,17.322411709413185
Cherokee County,266,4,28612,9.296798546064588
Chowan County,150,1,13943,10.75808649501542
Clay County,76,0,11231,6.766984240049862
Cleveland County,1143,18,97947,11.669576403565193
Columbus County,881,48,55508,15.871586077682496
Craven County,695,12,102139,6.804452755558602
Cumberland County,3021,51,335509,9.004229394740529
Currituck County,72,0,27763,2.59337967798869
Dare County,206,2,37009,5.566213623713151
Davidson County,1730,18,167609,10.321641439302185
Davie County,407,6,42846,9.499136442141623
Duplin County,1970,48,58741,33.53705248463594
Durham County,6080,79,321488,18.912058925994128
Edgecombe County,626,12,51472,12.161952129313024
Forsyth County,5148,52,382295,13.466040623079035
Franklin County,846,25,69685,12.1403458420033
Gaston County,3263,47,224529,14.532643890098829
Gates County,46,2,11562,3.9785504238021105
Graham County,35,0,8441,4.1464281483236585
Granville County,1227,27,60443,20.300117466042387
Greene County,324,3,21069,15.37804357112345
Guilford County,5498,154,537174,10.235044883036037
Halifax County,678,6,50010,13.557288542291541
Harnett County,1243,39,135976,9.141319056304054
Haywood County,393,12,62317,6.306465330487668
Henderson County,1459,54,117417,12.425798649258626
Hertford County,316,11,23677,13.346285424673734
Hoke County,710,9,55234,12.854401274577253
Hyde County,38,0,4937,7.696981972858011
Iredell County,1782,18,181806,9.801656710999637
Jackson County,438,5,43938,9.968592107059948
Johnston County,3207,46,209339,15.319648990393572
Jones County,79,4,9419,8.387302261386559
Lee County,1261,11,61779,20.41146667961605
Lenoir County,558,12,55949,9.97336860354966
Lincoln County,802,3,86111,9.313560404594071
Macon County,460,3,35858,12.82837860449551
Madison County,42,0,21755,1.9305906688117673
Martin County,258,6,22440,11.497326203208557
McDowell County,675,13,45756,14.752163650668765
Mecklenburg County,21876,225,1110356,19.701789336032768
Mitchell County,116,2,14964,7.751937984496124
Montgomery County,644,14,27173,23.699996319876348
Moore County,980,20,100880,9.714512291831879
Nash County,1130,12,94298,11.983287026235976
New Hanover County,2566,20,234473,10.943690744776584
Northampton County,334,16,19483,17.14315043884412
Onslow County,1026,10,197938,5.1834412795926
Orange County,1329,47,148476,8.950941566313748
Pamlico County,67,1,12726,5.2648121955052645
Pasquotank County,388,19,39824,9.742868621936521
Pender County,643,3,63060,10.196638122423089
Perquimans County,80,2,13463,5.942211988412686
Person County,207,2,39490,5.241833375538111
Pitt County,1899,11,180742,10.506689092739927
Polk County,149,5,20724,7.189731712024706
Randolph County,2149,37,143667,14.95820195312772
Richmond County,505,9,44829,11.265029333690245
Robeson County,2745,53,130625,21.014354066985646
Rockingham County,541,8,91010,5.944401714097352
Rowan County,2151,48,142088,15.138505714768312
Rutherford County,707,14,67029,10.547673395097645
Sampson County,1455,14,63531,22.90220522264721
Scotland County,331,2,34823,9.505212072480832
Stanly County,1026,24,62806,16.336018851702068
Stokes County,291,3,45591,6.38283871816806
Surry County,916,9,71783,12.760681498404916
Swain County,117,2,14271,8.198444397729661
Transylvania County,132,1,34385,3.8388832339683003
Tyrrell County,95,1,4016,23.655378486055778
Union County,3016,42,239859,12.574053923346632
Vance County,759,40,44535,17.042775345234087
Wake County,11774,164,1111761,10.590405671722609
Warren County,256,7,19731,12.974507120774415
Washington County,132,4,11580,11.398963730569948
Watauga County,283,0,56177,5.037648859853677
Wayne County,2401,40,123131,19.499557381975293
Wilkes County,780,11,68412,11.401508507279425
Wilson County,1476,35,81801,18.043789195731105
Yadkin County,529,6,37667,14.044123503331829
Yancey County,101,0,18069,5.589683989152692
