,Total Cases,Total Deaths,Population,COVID per 1000
Alamance County,3934,54,169509,23.20820723383419
Alexander County,526,7,37497,14.027788889777849
Alleghany County,231,0,11137,20.741671904462603
Anson County,602,4,24446,24.625705636914013
Ashe County,268,1,27203,9.851854574863067
Avery County,356,0,17557,20.276812667312182
Beaufort County,956,23,46994,20.343022513512363
Bertie County,588,8,18947,31.03393677099277
Bladen County,906,15,32722,27.687794144612187
Brunswick County,1639,27,142820,11.475983755776502
Buncombe County,3125,82,261191,11.964424501609933
Burke County,2120,38,90485,23.429297673647564
Cabarrus County,4035,69,216453,18.641460270820918
Caldwell County,1664,18,82178,20.24872837012339
Camden County,115,3,10867,10.58249746940278
Carteret County,708,5,69473,10.191009456911319
Caswell County,358,4,22604,15.837904795611395
Catawba County,3173,52,159551,19.887058056671535
Chatham County,1672,57,74470,22.451994091580502
Cherokee County,625,12,28612,21.84398154620439
Chowan County,356,3,13943,25.532525281503265
Clay County,118,2,11231,10.506633425340576
Cleveland County,2224,62,97947,22.706157411661408
Columbus County,1374,57,55508,24.753188729552498
Craven County,1634,34,102139,15.997806910191015
Cumberland County,5500,76,335509,16.393002870265775
Currituck County,184,3,27763,6.627525843748875
Dare County,273,3,37009,7.3765840741441275
Davidson County,2761,34,167609,16.472862435788056
Davie County,561,6,42846,13.09340428511413
Duplin County,2379,53,58741,40.499821249212644
Durham County,7741,94,321488,24.0786592345593
Edgecombe County,1362,47,51472,26.460988498601182
Forsyth County,7023,101,382295,18.370630010855493
Franklin County,1210,31,69685,17.363851617995266
Gaston County,5162,83,224529,22.990348685470472
Gates County,142,3,11562,12.281612177823906
Graham County,155,3,8441,18.362753228290487
Granville County,1731,50,60443,28.638552024221166
Greene County,604,5,21069,28.667710854810384
Guilford County,8597,180,537174,16.004125292735687
Halifax County,1025,19,50010,20.495900819836034
Harnett County,2244,53,135976,16.502912278637407
Haywood County,609,31,62317,9.772614214419821
Henderson County,2021,64,117417,17.212158375703687
Hertford County,754,30,23677,31.845250665202517
Hoke County,1167,17,55234,21.128290545678386
Hyde County,126,5,4937,25.52157180473972
Iredell County,3080,32,181806,16.941135056048754
Jackson County,653,7,43938,14.861850789749193
Johnston County,4521,56,209339,21.59654913800104
Jones County,158,11,9419,16.774604522773117
Lee County,1640,14,61779,26.54623739458392
Lenoir County,1011,32,55949,18.070028061270087
Lincoln County,1625,14,86111,18.870992091602698
Macon County,598,2,35858,16.676892185844164
Madison County,105,1,21755,4.826476672029418
Martin County,460,10,22440,20.499108734402853
McDowell County,986,26,45756,21.54908645860652
Mecklenburg County,28708,352,1110356,25.854770902305205
Mitchell County,157,3,14964,10.49184709970596
Montgomery County,1049,30,27173,38.60449711110293
Moore County,1664,29,100880,16.49484536082474
Nash County,2343,39,94298,24.84676239156716
New Hanover County,4293,30,234473,18.30914433644812
Northampton County,452,17,19483,23.19971256993276
Onslow County,2193,25,197938,11.079226828602895
Orange County,2663,55,148476,17.93555860879873
Pamlico County,270,2,12726,21.216407355021218
Pasquotank County,707,30,39824,17.753113700281236
Pender County,967,5,63060,15.334601966381225
Perquimans County,187,3,13463,13.889920522914656
Person County,436,7,39490,11.040769815143074
Pitt County,4918,29,180742,27.210056323378076
Polk County,313,11,20724,15.103261918548542
Randolph County,2834,52,143667,19.72617232906652
Richmond County,1013,16,44829,22.596979633719243
Robeson County,4530,75,130625,34.67942583732057
Rockingham County,1257,14,91010,13.811669047357434
Rowan County,3369,97,142088,23.71065818366083
Rutherford County,1197,33,67029,17.857942084769277
Sampson County,2238,28,63531,35.22689710535015
Scotland County,1167,13,34823,33.512333802372
Stanly County,1956,56,62806,31.143521319619143
Stokes County,441,3,45591,9.672961768770152
Surry County,1323,23,71783,18.43054762269618
Swain County,144,3,14271,10.090393104898045
Transylvania County,330,7,34385,9.59720808492075
Tyrrell County,116,3,4016,28.884462151394423
Union County,4799,59,239859,20.007587791160642
Vance County,1042,44,44535,23.39732794431346
Wake County,17596,242,1111761,15.827142704232294
Warren County,344,7,19731,17.43449394354062
Washington County,208,8,11580,17.962003454231432
Watauga County,841,1,56177,14.970539544653505
Wayne County,3381,67,123131,27.458560395026435
Wilkes County,1234,33,68412,18.037771151260014
Wilson County,2240,49,81801,27.38352831872471
Yadkin County,742,8,37667,19.698940717338786
Yancey County,212,0,18069,11.732802036637334
