,Total Cases,Total Deaths,Population,COVID per 1000
Alamance County,3294,46,169509,19.43259649930092
Alexander County,427,3,37497,11.387577672880496
Alleghany County,205,0,11137,18.407111430367245
Anson County,458,3,24446,18.735171398183752
Ashe County,210,1,27203,7.719736793735985
Avery County,150,0,17557,8.543600842968617
Beaufort County,608,10,46994,12.937821849597821
Bertie County,457,6,18947,24.119913442761387
Bladen County,738,10,32722,22.55363364097549
Brunswick County,1410,24,142820,9.87256686738552
Buncombe County,2565,72,261191,9.820399630921433
Burke County,1874,30,90485,20.710615019063933
Cabarrus County,3308,54,216453,15.282763463661857
Caldwell County,1453,17,82178,17.68113120299837
Camden County,100,3,10867,9.202171712524155
Carteret County,526,5,69473,7.571286686914341
Caswell County,249,3,22604,11.015749424880552
Catawba County,2658,47,159551,16.65925002036966
Chatham County,1514,56,74470,20.33033436283067
Cherokee County,466,5,28612,16.286872640849992
Chowan County,231,2,13943,16.567453202323748
Clay County,90,1,11231,8.0135339684801
Cleveland County,1636,44,97947,16.70291075785884
Columbus County,1158,52,55508,20.8618577502342
Craven County,1013,26,102139,9.917857037958077
Cumberland County,4238,67,335509,12.631553848033883
Currituck County,113,0,27763,4.070165327954472
Dare County,245,2,37009,6.620011348590883
Davidson County,2236,32,167609,13.340572403629876
Davie County,493,6,42846,11.50632497782757
Duplin County,2086,52,58741,35.51182308779217
Durham County,7017,84,321488,21.826631165082368
Edgecombe County,1023,21,51472,19.87488343176873
Forsyth County,6287,82,382295,16.445415189840308
Franklin County,1084,29,69685,15.555715003228816
Gaston County,4208,66,224529,18.741454333293248
Gates County,94,3,11562,8.130081300813009
Graham County,69,0,8441,8.174386920980927
Granville County,1558,46,60443,25.776351273100275
Greene County,431,4,21069,20.45659499738953
Guilford County,7076,170,537174,13.172640522437796
Halifax County,878,13,50010,17.556488702259546
Harnett County,1705,46,135976,12.538977466611755
Haywood County,518,28,62317,8.312338527207665
Henderson County,1717,60,117417,14.623095463178245
Hertford County,572,18,23677,24.15846602187777
Hoke County,887,13,55234,16.05894919795778
Hyde County,104,0,4937,21.065424346769294
Iredell County,2423,24,181806,13.327392935326667
Jackson County,496,7,43938,11.288633984250534
Johnston County,3907,52,209339,18.663507516516272
Jones County,138,7,9419,14.651236861662596
Lee County,1455,13,61779,23.551692322633905
Lenoir County,824,18,55949,14.727698439650396
Lincoln County,1157,13,86111,13.436146369221122
Macon County,548,2,35858,15.282503207094651
Madison County,71,1,21755,3.2636175591817973
Martin County,360,7,22440,16.0427807486631
McDowell County,808,24,45756,17.658886266282018
Mecklenburg County,25856,301,1110356,23.286225318726608
Mitchell County,93,3,14964,6.214915797914996
Montgomery County,895,18,27173,32.937106686784674
Moore County,1331,21,100880,13.193893735130848
Nash County,1752,27,94298,18.5793972300579
New Hanover County,3214,23,234473,13.707335172919697
Northampton County,346,17,19483,17.759072011497203
Onslow County,1527,14,197938,7.714536875183138
Orange County,2344,50,148476,15.78706322907406
Pamlico County,171,2,12726,13.437057991513438
Pasquotank County,580,23,39824,14.564081960626758
Pender County,786,4,63060,12.464319695528069
Perquimans County,144,2,13463,10.695981579142837
Person County,343,6,39490,8.685743226133198
Pitt County,3761,19,180742,20.808666496995716
Polk County,234,7,20724,11.29125651418645
Randolph County,2453,44,143667,17.074206324347276
Richmond County,685,11,44829,15.280287314015482
Robeson County,3674,61,130625,28.126315789473683
Rockingham County,886,8,91010,9.735193934732447
Rowan County,2867,70,142088,20.177636394347164
Rutherford County,943,20,67029,14.068537498694594
Sampson County,1633,21,63531,25.70398702995388
Scotland County,697,8,34823,20.015506992504953
Stanly County,1556,31,62806,24.77470305384836
Stokes County,342,3,45591,7.501480555372771
Surry County,1187,17,71783,16.535948622933006
Swain County,134,3,14271,9.389671361502348
Transylvania County,260,2,34385,7.561436672967864
Tyrrell County,108,2,4016,26.89243027888446
Union County,4068,52,239859,16.959963978837568
Vance County,922,42,44535,20.70281800830807
Wake County,15391,202,1111761,13.843802759765813
Warren County,291,7,19731,14.748365516192793
Washington County,181,6,11580,15.630397236614852
Watauga County,471,0,56177,8.384214180180502
Wayne County,2859,56,123131,23.219173075829808
Wilkes County,1061,25,68412,15.508975033619834
Wilson County,1779,38,81801,21.74790039241574
Yadkin County,653,7,37667,17.336129768763108
Yancey County,99,0,18069,5.478997177486303
