specimen_collection_date,pos,tests,Positive tests rate,Total tests,7 day average rate,Data Reliability
2020-02-28,0.0,2.0,0.0,2.0,0.0,More reliable
2020-03-01,0.0,2.0,0.0,2.0,0.0,More reliable
2020-03-02,0.0,2.0,0.0,2.0,0.0,More reliable
2020-03-03,2.0,7.0,28.57142857142857,7.0,0.0,More reliable
2020-03-04,0.0,12.0,0.0,12.0,0.0,More reliable
2020-03-05,6.0,23.0,26.08695652173913,23.0,0.0,More reliable
2020-03-06,1.0,21.0,4.761904761904762,21.0,8.488612836438922,More reliable
2020-03-07,7.0,19.0,36.84210526315789,19.0,13.751770731175764,More reliable
2020-03-08,3.0,10.0,30.0,10.0,18.03748501689005,More reliable
2020-03-09,4.0,49.0,8.16326530612245,49.0,19.20366577490754,More reliable
2020-03-10,7.0,70.0,10.0,70.0,16.55060455041775,More reliable
2020-03-11,12.0,80.0,15.0,80.0,18.693461693274887,More reliable
2020-03-12,9.0,152.0,5.921052631578947,152.0,15.812618280394863,More reliable
2020-03-13,18.0,187.0,9.62566844919786,187.0,16.50744166429388,More reliable
2020-03-14,10.0,73.0,13.698630136986301,73.0,13.20123093198365,More reliable
2020-03-15,11.0,93.0,11.827956989247312,93.0,10.60522478759041,More reliable
2020-03-16,42.0,241.0,17.42738589211618,241.0,11.928670585589515,More reliable
2020-03-17,29.0,249.0,11.646586345381527,249.0,12.163897206358303,More reliable
2020-03-18,26.0,250.0,10.4,250.0,11.506754349215447,More reliable
2020-03-19,22.0,218.0,10.091743119266056,218.0,12.102567276027893,More reliable
2020-03-20,38.0,235.0,16.170212765957448,235.0,13.037502178422118,More reliable
2020-03-21,17.0,128.0,13.28125,128.0,12.977876444566931,More reliable
2020-03-22,27.0,121.0,22.31404958677686,121.0,14.475889672785438,More reliable
2020-03-23,37.0,283.0,13.074204946996467,283.0,13.854006680625478,More reliable
2020-03-24,49.0,277.0,17.689530685920577,277.0,14.717284443559631,More reliable
2020-03-25,49.0,309.0,15.857605177993527,309.0,15.496942326130133,More reliable
2020-03-26,44.0,344.0,12.790697674418606,344.0,15.882507262580498,More reliable
2020-03-27,36.0,394.0,9.137055837563452,394.0,14.877770558524213,More reliable
2020-03-28,22.0,233.0,9.44206008583691,233.0,14.329314856500915,More reliable
2020-03-29,16.0,120.0,13.333333333333334,120.0,13.046355391723267,More reliable
2020-03-30,47.0,305.0,15.40983606557377,305.0,13.380016980091455,More reliable
2020-03-31,60.0,308.0,19.480519480519483,308.0,13.635872522177014,More reliable
2020-04-01,45.0,307.0,14.65798045602606,307.0,13.464497561895943,More reliable
2020-04-02,43.0,327.0,13.149847094801222,327.0,13.515804621950604,More reliable
2020-04-03,31.0,314.0,9.872611464968154,314.0,13.620883997294133,More reliable
2020-04-04,20.0,163.0,12.269938650306749,163.0,14.024866649361254,More reliable
2020-04-05,37.0,217.0,17.050691244239633,217.0,14.555917779490724,More reliable
2020-04-06,62.0,397.0,15.617128463476071,397.0,14.585530979191052,More reliable
2020-04-07,65.0,478.0,13.598326359832635,478.0,13.745217676235788,More reliable
2020-04-08,80.0,501.0,15.968063872255488,501.0,13.93237244998285,More reliable
2020-04-09,87.0,589.0,14.770797962648558,589.0,14.163936859675326,More reliable
2020-04-10,44.0,551.0,7.985480943738657,551.0,13.894346785213969,More reliable
2020-04-11,54.0,308.0,17.532467532467532,308.0,14.646136625522654,More reliable
2020-04-12,31.0,193.0,16.06217616580311,193.0,14.504920185746006,More reliable
2020-04-13,43.0,462.0,9.307359307359308,462.0,13.60352459201504,More reliable
2020-04-14,62.0,553.0,11.211573236889691,553.0,13.262559860166048,More reliable
2020-04-15,70.0,513.0,13.64522417153996,513.0,12.930725617206688,More reliable
2020-04-16,67.0,559.0,11.985688729874775,559.0,12.532852869667577,More reliable
2020-04-17,61.0,589.0,10.35653650254669,589.0,12.871575092354439,More reliable
2020-04-18,22.0,277.0,7.9422382671480145,277.0,11.501542340165935,More reliable
2020-04-19,45.0,289.0,15.570934256055363,289.0,11.431364924487685,More reliable
2020-04-20,62.0,662.0,9.365558912386707,662.0,11.439679153777314,More reliable
2020-04-21,51.0,624.0,8.173076923076923,624.0,11.00560825180406,More reliable
2020-04-22,51.0,922.0,5.531453362255966,922.0,9.846498136192062,More reliable
2020-04-23,66.0,1187.0,5.560235888795282,1187.0,8.928576301752134,More reliable
2020-04-24,70.0,1332.0,5.255255255255255,1332.0,8.199821837853358,More reliable
2020-04-25,62.0,1863.0,3.3279656468062266,1863.0,7.540640034947389,More reliable
2020-04-26,39.0,1435.0,2.7177700348432055,1435.0,5.704473717631367,More reliable
2020-04-27,69.0,1933.0,3.569580962234868,1933.0,4.876476867609675,More reliable
2020-04-28,93.0,2930.0,3.174061433447099,2930.0,4.162331797662558,More reliable
2020-04-29,100.0,1391.0,7.189072609633357,1391.0,4.3991345472878995,More reliable
2020-04-30,53.0,1226.0,4.32300163132137,1226.0,4.2223867962201975,More reliable
2020-05-01,54.0,1435.0,3.7630662020905925,1435.0,4.009216931482388,More reliable
2020-05-02,56.0,964.0,5.809128630705394,964.0,4.3636687863251264,More reliable
2020-05-03,22.0,429.0,5.128205128205128,429.0,4.7080166568054,More reliable
2020-05-04,67.0,1141.0,5.872042068361086,1141.0,5.036939671966289,More reliable
2020-05-05,62.0,1373.0,4.515659140568099,1373.0,5.2285964872692885,More reliable
2020-05-06,53.0,1586.0,3.3417402269861283,1586.0,4.678977575462542,More reliable
2020-05-07,40.0,1744.0,2.293577981651376,1744.0,4.389059911223972,More reliable
2020-05-08,40.0,1785.0,2.2408963585434174,1785.0,4.171607076431519,More reliable
2020-05-09,17.0,867.0,1.9607843137254901,867.0,3.6218436025772465,More reliable
2020-05-10,12.0,555.0,2.1621621621621623,555.0,3.198123178856822,More reliable
2020-05-11,40.0,1584.0,2.525252525252525,1584.0,2.720010386984171,More reliable
2020-05-12,67.0,1744.0,3.841743119266055,1744.0,2.623736669655308,More reliable
2020-05-13,48.0,1583.0,3.0322173089071383,1583.0,2.579519109929738,More reliable
2020-05-14,44.0,1816.0,2.4229074889867843,1816.0,2.5979947538347963,More reliable
2020-05-15,50.0,1734.0,2.883506343713956,1734.0,2.6897961802877304,More reliable
2020-05-16,11.0,823.0,1.336573511543135,823.0,2.600623208547394,More reliable
2020-05-17,14.0,435.0,3.218390804597701,435.0,2.751513014609613,More reliable
2020-05-18,60.0,2044.0,2.935420743639922,2044.0,2.8101084743792413,More reliable
2020-05-19,52.0,1724.0,3.0162412993039442,1724.0,2.6921796429560834,More reliable
2020-05-20,50.0,1954.0,2.5588536335721597,1954.0,2.6245562607653716,More reliable
2020-05-21,35.0,2381.0,1.4699706005879882,2381.0,2.488422419565544,More reliable
2020-05-22,46.0,2430.0,1.8930041152263373,2430.0,2.3469221012101693,More reliable
2020-05-23,22.0,1291.0,1.7041053446940357,1291.0,2.3994266488031557,More reliable
2020-05-24,12.0,885.0,1.3559322033898304,885.0,2.133361134344888,More reliable
2020-05-25,13.0,687.0,1.8922852983988356,687.0,1.9843417850247331,More reliable
2020-05-26,58.0,2201.0,2.635165833711949,2201.0,1.9299024327973053,More reliable
2020-05-27,46.0,2187.0,2.1033379058070416,2187.0,1.8648287574022884,More reliable
2020-05-28,32.0,2314.0,1.382886776145203,2314.0,1.852388211053319,More reliable
2020-05-29,45.0,2539.0,1.7723513194170932,2539.0,1.835152097366284,More reliable
2020-05-30,29.0,1618.0,1.792336217552534,1618.0,1.847756507774641,More reliable
2020-05-31,32.0,1451.0,2.205375603032391,1451.0,1.9691055648664353,More reliable
2020-06-01,44.0,2551.0,1.724813798510388,2551.0,1.9451810648823713,More reliable
2020-06-02,58.0,2775.0,2.09009009009009,2775.0,1.8673131015078202,More reliable
2020-06-03,38.0,2324.0,1.6351118760757317,2324.0,1.8004236686890616,More reliable
2020-06-04,49.0,2524.0,1.941362916006339,2524.0,1.8802059743835093,More reliable
2020-06-05,39.0,2530.0,1.541501976284585,2530.0,1.847227496793151,More reliable
2020-06-06,21.0,1851.0,1.1345218800648298,1851.0,1.7532540200091937,More reliable
2020-06-07,22.0,1903.0,1.1560693641618496,1903.0,1.603353128741973,More reliable
2020-06-08,41.0,3257.0,1.2588271415412957,3257.0,1.5367836063178173,More reliable
2020-06-09,43.0,3562.0,1.2071869736103313,3562.0,1.410654589677852,More reliable
2020-06-10,21.0,3058.0,0.6867233485938522,3058.0,1.2751705143232976,More reliable
2020-06-11,32.0,3472.0,0.9216589861751152,3472.0,1.1294985243474083,More reliable
2020-06-12,39.0,3283.0,1.187937861711849,3283.0,1.0789893651227318,More reliable
2020-06-13,25.0,1903.0,1.3137151865475565,1903.0,1.1045884089059785,More reliable
2020-06-14,17.0,1519.0,1.119157340355497,1519.0,1.0993152626479283,More reliable
2020-06-15,39.0,3422.0,1.1396843950905904,3422.0,1.0822948702978274,More reliable
2020-06-16,55.0,3021.0,1.8205892088712348,3021.0,1.169923761049385,More reliable
2020-06-17,65.0,3630.0,1.790633608815427,3630.0,1.3276252267953244,More reliable
2020-06-18,55.0,3929.0,1.3998472893866123,3929.0,1.395937841539824,More reliable
2020-06-19,55.0,3426.0,1.6053706946876825,3426.0,1.4555711033935144,More reliable
2020-06-20,57.0,1640.0,3.4756097560975614,1640.0,1.7644131847578008,More reliable
