,specimen_collection_date,case_disposition,transmission_category,case_count,last_updated_at
0,2020-03-03T00:00:00.000,Confirmed,Community,2,2020-09-30T14:20:31.423
1,2020-03-05T00:00:00.000,Confirmed,Community,1,2020-09-30T14:20:31.423
2,2020-03-05T00:00:00.000,Confirmed,From Contact,5,2020-09-30T14:20:31.423
3,2020-03-07T00:00:00.000,Confirmed,From Contact,5,2020-09-30T14:20:31.423
4,2020-03-08T00:00:00.000,Confirmed,From Contact,1,2020-09-30T14:20:31.423
5,2020-03-10T00:00:00.000,Confirmed,From Contact,2,2020-09-30T14:20:31.423
6,2020-03-10T00:00:00.000,Confirmed,Community,4,2020-09-30T14:20:31.423
7,2020-03-11T00:00:00.000,Confirmed,From Contact,4,2020-09-30T14:20:31.423
8,2020-03-11T00:00:00.000,Confirmed,Community,5,2020-09-30T14:20:31.423
9,2020-03-12T00:00:00.000,Confirmed,Community,6,2020-09-30T14:20:31.423
10,2020-03-13T00:00:00.000,Confirmed,From Contact,3,2020-09-30T14:20:31.423
11,2020-03-13T00:00:00.000,Confirmed,Community,12,2020-09-30T14:20:31.423
12,2020-03-14T00:00:00.000,Confirmed,Community,10,2020-09-30T14:20:31.423
13,2020-03-15T00:00:00.000,Confirmed,Community,9,2020-09-30T14:20:31.423
14,2020-03-15T00:00:00.000,Confirmed,From Contact,1,2020-09-30T14:20:31.423
15,2020-03-15T00:00:00.000,Confirmed,Unknown,1,2020-09-30T14:20:31.423
16,2020-03-16T00:00:00.000,Confirmed,Community,31,2020-09-30T14:20:31.423
17,2020-03-16T00:00:00.000,Confirmed,Unknown,1,2020-09-30T14:20:31.423
18,2020-03-16T00:00:00.000,Confirmed,From Contact,9,2020-09-30T14:20:31.423
19,2020-03-17T00:00:00.000,Confirmed,Community,19,2020-09-30T14:20:31.423
20,2020-03-17T00:00:00.000,Confirmed,From Contact,5,2020-09-30T14:20:31.423
21,2020-03-17T00:00:00.000,Death,From Contact,1,2020-09-30T14:20:31.423
22,2020-03-17T00:00:00.000,Confirmed,Unknown,2,2020-09-30T14:20:31.423
23,2020-03-18T00:00:00.000,Confirmed,Unknown,1,2020-09-30T14:20:31.423
24,2020-03-18T00:00:00.000,Confirmed,Community,14,2020-09-30T14:20:31.423
25,2020-03-18T00:00:00.000,Confirmed,From Contact,6,2020-09-30T14:20:31.423
26,2020-03-19T00:00:00.000,Confirmed,Community,16,2020-09-30T14:20:31.423
27,2020-03-19T00:00:00.000,Confirmed,From Contact,3,2020-09-30T14:20:31.423
28,2020-03-20T00:00:00.000,Confirmed,Community,30,2020-09-30T14:20:31.423
29,2020-03-20T00:00:00.000,Confirmed,From Contact,5,2020-09-30T14:20:31.423
30,2020-03-20T00:00:00.000,Confirmed,Unknown,1,2020-09-30T14:20:31.423
31,2020-03-21T00:00:00.000,Confirmed,Community,15,2020-09-30T14:20:31.423
32,2020-03-21T00:00:00.000,Confirmed,From Contact,2,2020-09-30T14:20:31.423
33,2020-03-22T00:00:00.000,Confirmed,From Contact,3,2020-09-30T14:20:31.423
34,2020-03-22T00:00:00.000,Confirmed,Community,21,2020-09-30T14:20:31.423
35,2020-03-23T00:00:00.000,Confirmed,Community,26,2020-09-30T14:20:31.423
36,2020-03-23T00:00:00.000,Confirmed,From Contact,4,2020-09-30T14:20:31.423
37,2020-03-23T00:00:00.000,Confirmed,Unknown,3,2020-09-30T14:20:31.423
38,2020-03-24T00:00:00.000,Confirmed,Community,32,2020-09-30T14:20:31.423
39,2020-03-24T00:00:00.000,Confirmed,From Contact,7,2020-09-30T14:20:31.423
40,2020-03-24T00:00:00.000,Confirmed,Unknown,2,2020-09-30T14:20:31.423
41,2020-03-24T00:00:00.000,Death,Community,1,2020-09-30T14:20:31.423
42,2020-03-25T00:00:00.000,Confirmed,From Contact,4,2020-09-30T14:20:31.423
43,2020-03-25T00:00:00.000,Confirmed,Unknown,5,2020-09-30T14:20:31.423
44,2020-03-25T00:00:00.000,Confirmed,Community,34,2020-09-30T14:20:31.423
45,2020-03-26T00:00:00.000,Death,Community,2,2020-09-30T14:20:31.423
46,2020-03-26T00:00:00.000,Death,From Contact,1,2020-09-30T14:20:31.423
47,2020-03-26T00:00:00.000,Confirmed,Unknown,6,2020-09-30T14:20:31.423
48,2020-03-26T00:00:00.000,Confirmed,From Contact,6,2020-09-30T14:20:31.423
49,2020-03-26T00:00:00.000,Confirmed,Community,29,2020-09-30T14:20:31.423
50,2020-03-27T00:00:00.000,Confirmed,From Contact,4,2020-09-30T14:20:31.423
51,2020-03-27T00:00:00.000,Death,Community,1,2020-09-30T14:20:31.423
52,2020-03-27T00:00:00.000,Confirmed,Community,25,2020-09-30T14:20:31.423
53,2020-03-27T00:00:00.000,Confirmed,Unknown,3,2020-09-30T14:20:31.423
54,2020-03-27T00:00:00.000,Death,From Contact,1,2020-09-30T14:20:31.423
55,2020-03-28T00:00:00.000,Confirmed,From Contact,4,2020-09-30T14:20:31.423
56,2020-03-28T00:00:00.000,Confirmed,Community,13,2020-09-30T14:20:31.423
57,2020-03-29T00:00:00.000,Confirmed,From Contact,1,2020-09-30T14:20:31.423
58,2020-03-29T00:00:00.000,Confirmed,Unknown,1,2020-09-30T14:20:31.423
59,2020-03-29T00:00:00.000,Confirmed,Community,11,2020-09-30T14:20:31.423
60,2020-03-30T00:00:00.000,Confirmed,From Contact,12,2020-09-30T14:20:31.423
61,2020-03-30T00:00:00.000,Confirmed,Unknown,3,2020-09-30T14:20:31.423
62,2020-03-30T00:00:00.000,Death,Community,1,2020-09-30T14:20:31.423
63,2020-03-30T00:00:00.000,Confirmed,Community,27,2020-09-30T14:20:31.423
64,2020-03-31T00:00:00.000,Confirmed,From Contact,14,2020-09-30T14:20:31.423
65,2020-03-31T00:00:00.000,Confirmed,Community,29,2020-09-30T14:20:31.423
66,2020-03-31T00:00:00.000,Confirmed,Unknown,12,2020-09-30T14:20:31.423
67,2020-03-31T00:00:00.000,Death,Community,1,2020-09-30T14:20:31.423
68,2020-04-01T00:00:00.000,Death,Community,2,2020-09-30T14:20:31.423
69,2020-04-01T00:00:00.000,Confirmed,Unknown,7,2020-09-30T14:20:31.423
70,2020-04-01T00:00:00.000,Confirmed,Community,18,2020-09-30T14:20:31.423
71,2020-04-01T00:00:00.000,Confirmed,From Contact,14,2020-09-30T14:20:31.423
72,2020-04-01T00:00:00.000,Death,From Contact,1,2020-09-30T14:20:31.423
73,2020-04-02T00:00:00.000,Confirmed,Unknown,4,2020-09-30T14:20:31.423
74,2020-04-02T00:00:00.000,Confirmed,From Contact,11,2020-09-30T14:20:31.423
75,2020-04-02T00:00:00.000,Confirmed,Community,18,2020-09-30T14:20:31.423
76,2020-04-03T00:00:00.000,Confirmed,Community,13,2020-09-30T14:20:31.423
77,2020-04-03T00:00:00.000,Confirmed,From Contact,11,2020-09-30T14:20:31.423
78,2020-04-03T00:00:00.000,Confirmed,Unknown,3,2020-09-30T14:20:31.423
79,2020-04-04T00:00:00.000,Confirmed,Community,7,2020-09-30T14:20:31.423
80,2020-04-04T00:00:00.000,Confirmed,From Contact,8,2020-09-30T14:20:31.423
81,2020-04-05T00:00:00.000,Confirmed,From Contact,7,2020-09-30T14:20:31.423
82,2020-04-05T00:00:00.000,Confirmed,Community,24,2020-09-30T14:20:31.423
83,2020-04-05T00:00:00.000,Death,Community,1,2020-09-30T14:20:31.423
84,2020-04-05T00:00:00.000,Confirmed,Unknown,4,2020-09-30T14:20:31.423
85,2020-04-06T00:00:00.000,Confirmed,Unknown,8,2020-09-30T14:20:31.423
86,2020-04-06T00:00:00.000,Death,From Contact,1,2020-09-30T14:20:31.423
