,specimen_collection_date,case_disposition,transmission_category,case_count,last_updated_at
0,2020-03-03T00:00:00.000,Confirmed,Community,2,2020-08-27T15:19:04.163
1,2020-03-05T00:00:00.000,Confirmed,Community,1,2020-08-27T15:19:04.163
2,2020-03-05T00:00:00.000,Confirmed,From Contact,5,2020-08-27T15:19:04.163
3,2020-03-07T00:00:00.000,Confirmed,From Contact,5,2020-08-27T15:19:04.163
4,2020-03-08T00:00:00.000,Confirmed,From Contact,1,2020-08-27T15:19:04.163
5,2020-03-10T00:00:00.000,Confirmed,Community,4,2020-08-27T15:19:04.163
6,2020-03-10T00:00:00.000,Confirmed,From Contact,2,2020-08-27T15:19:04.163
7,2020-03-11T00:00:00.000,Confirmed,From Contact,4,2020-08-27T15:19:04.163
8,2020-03-11T00:00:00.000,Confirmed,Community,5,2020-08-27T15:19:04.163
9,2020-03-12T00:00:00.000,Confirmed,Community,6,2020-08-27T15:19:04.163
10,2020-03-13T00:00:00.000,Confirmed,Community,12,2020-08-27T15:19:04.163
11,2020-03-13T00:00:00.000,Confirmed,From Contact,3,2020-08-27T15:19:04.163
12,2020-03-14T00:00:00.000,Confirmed,Community,10,2020-08-27T15:19:04.163
13,2020-03-15T00:00:00.000,Confirmed,Community,9,2020-08-27T15:19:04.163
14,2020-03-15T00:00:00.000,Confirmed,Unknown,1,2020-08-27T15:19:04.163
15,2020-03-15T00:00:00.000,Confirmed,From Contact,1,2020-08-27T15:19:04.163
16,2020-03-16T00:00:00.000,Confirmed,From Contact,9,2020-08-27T15:19:04.163
17,2020-03-16T00:00:00.000,Confirmed,Community,31,2020-08-27T15:19:04.163
18,2020-03-16T00:00:00.000,Confirmed,Unknown,1,2020-08-27T15:19:04.163
19,2020-03-17T00:00:00.000,Confirmed,Community,19,2020-08-27T15:19:04.163
20,2020-03-17T00:00:00.000,Confirmed,Unknown,2,2020-08-27T15:19:04.163
21,2020-03-17T00:00:00.000,Death,From Contact,1,2020-08-27T15:19:04.163
22,2020-03-17T00:00:00.000,Confirmed,From Contact,5,2020-08-27T15:19:04.163
23,2020-03-18T00:00:00.000,Confirmed,Community,14,2020-08-27T15:19:04.163
24,2020-03-18T00:00:00.000,Confirmed,From Contact,6,2020-08-27T15:19:04.163
25,2020-03-18T00:00:00.000,Confirmed,Unknown,1,2020-08-27T15:19:04.163
26,2020-03-19T00:00:00.000,Confirmed,Community,16,2020-08-27T15:19:04.163
27,2020-03-19T00:00:00.000,Confirmed,From Contact,3,2020-08-27T15:19:04.163
28,2020-03-20T00:00:00.000,Confirmed,From Contact,5,2020-08-27T15:19:04.163
29,2020-03-20T00:00:00.000,Confirmed,Community,30,2020-08-27T15:19:04.163
30,2020-03-20T00:00:00.000,Confirmed,Unknown,1,2020-08-27T15:19:04.163
31,2020-03-21T00:00:00.000,Confirmed,From Contact,2,2020-08-27T15:19:04.163
32,2020-03-21T00:00:00.000,Confirmed,Community,15,2020-08-27T15:19:04.163
33,2020-03-22T00:00:00.000,Confirmed,Community,21,2020-08-27T15:19:04.163
34,2020-03-22T00:00:00.000,Confirmed,From Contact,3,2020-08-27T15:19:04.163
35,2020-03-23T00:00:00.000,Confirmed,Unknown,3,2020-08-27T15:19:04.163
36,2020-03-23T00:00:00.000,Confirmed,From Contact,4,2020-08-27T15:19:04.163
37,2020-03-23T00:00:00.000,Confirmed,Community,26,2020-08-27T15:19:04.163
38,2020-03-24T00:00:00.000,Confirmed,Unknown,2,2020-08-27T15:19:04.163
39,2020-03-24T00:00:00.000,Death,Community,1,2020-08-27T15:19:04.163
40,2020-03-24T00:00:00.000,Confirmed,Community,32,2020-08-27T15:19:04.163
41,2020-03-24T00:00:00.000,Confirmed,From Contact,7,2020-08-27T15:19:04.163
42,2020-03-25T00:00:00.000,Confirmed,Unknown,5,2020-08-27T15:19:04.163
43,2020-03-25T00:00:00.000,Confirmed,From Contact,4,2020-08-27T15:19:04.163
44,2020-03-25T00:00:00.000,Confirmed,Community,34,2020-08-27T15:19:04.163
45,2020-03-26T00:00:00.000,Confirmed,Community,28,2020-08-27T15:19:04.163
46,2020-03-26T00:00:00.000,Death,From Contact,1,2020-08-27T15:19:04.163
47,2020-03-26T00:00:00.000,Confirmed,Unknown,6,2020-08-27T15:19:04.163
48,2020-03-26T00:00:00.000,Confirmed,From Contact,6,2020-08-27T15:19:04.163
49,2020-03-26T00:00:00.000,Death,Community,2,2020-08-27T15:19:04.163
50,2020-03-27T00:00:00.000,Confirmed,Community,25,2020-08-27T15:19:04.163
51,2020-03-27T00:00:00.000,Confirmed,Unknown,3,2020-08-27T15:19:04.163
52,2020-03-27T00:00:00.000,Death,From Contact,1,2020-08-27T15:19:04.163
53,2020-03-27T00:00:00.000,Confirmed,From Contact,4,2020-08-27T15:19:04.163
54,2020-03-27T00:00:00.000,Death,Community,1,2020-08-27T15:19:04.163
55,2020-03-28T00:00:00.000,Confirmed,Community,13,2020-08-27T15:19:04.163
56,2020-03-28T00:00:00.000,Confirmed,From Contact,4,2020-08-27T15:19:04.163
57,2020-03-29T00:00:00.000,Confirmed,Unknown,1,2020-08-27T15:19:04.163
58,2020-03-29T00:00:00.000,Confirmed,Community,11,2020-08-27T15:19:04.163
59,2020-03-29T00:00:00.000,Confirmed,From Contact,1,2020-08-27T15:19:04.163
60,2020-03-30T00:00:00.000,Confirmed,Community,27,2020-08-27T15:19:04.163
61,2020-03-30T00:00:00.000,Confirmed,Unknown,3,2020-08-27T15:19:04.163
62,2020-03-30T00:00:00.000,Confirmed,From Contact,12,2020-08-27T15:19:04.163
63,2020-03-30T00:00:00.000,Death,Community,1,2020-08-27T15:19:04.163
64,2020-03-31T00:00:00.000,Confirmed,From Contact,14,2020-08-27T15:19:04.163
65,2020-03-31T00:00:00.000,Confirmed,Community,29,2020-08-27T15:19:04.163
66,2020-03-31T00:00:00.000,Death,Community,1,2020-08-27T15:19:04.163
67,2020-03-31T00:00:00.000,Confirmed,Unknown,12,2020-08-27T15:19:04.163
68,2020-04-01T00:00:00.000,Confirmed,From Contact,14,2020-08-27T15:19:04.163
69,2020-04-01T00:00:00.000,Death,Community,2,2020-08-27T15:19:04.163
70,2020-04-01T00:00:00.000,Confirmed,Unknown,7,2020-08-27T15:19:04.163
71,2020-04-01T00:00:00.000,Confirmed,Community,18,2020-08-27T15:19:04.163
72,2020-04-01T00:00:00.000,Death,From Contact,1,2020-08-27T15:19:04.163
73,2020-04-02T00:00:00.000,Confirmed,Unknown,4,2020-08-27T15:19:04.163
74,2020-04-02T00:00:00.000,Confirmed,Community,18,2020-08-27T15:19:04.163
75,2020-04-02T00:00:00.000,Confirmed,From Contact,11,2020-08-27T15:19:04.163
76,2020-04-03T00:00:00.000,Confirmed,From Contact,11,2020-08-27T15:19:04.163
77,2020-04-03T00:00:00.000,Confirmed,Community,13,2020-08-27T15:19:04.163
78,2020-04-03T00:00:00.000,Confirmed,Unknown,3,2020-08-27T15:19:04.163
79,2020-04-04T00:00:00.000,Confirmed,Community,7,2020-08-27T15:19:04.163
80,2020-04-04T00:00:00.000,Confirmed,From Contact,8,2020-08-27T15:19:04.163
81,2020-04-05T00:00:00.000,Confirmed,Unknown,4,2020-08-27T15:19:04.163
82,2020-04-05T00:00:00.000,Confirmed,Community,24,2020-08-27T15:19:04.163
83,2020-04-05T00:00:00.000,Confirmed,From Contact,7,2020-08-27T15:19:04.163
84,2020-04-05T00:00:00.000,Death,Community,1,2020-08-27T15:19:04.163
85,2020-04-06T00:00:00.000,Death,From Contact,1,2020-08-27T15:19:04.163
86,2020-04-06T00:00:00.000,Confirmed,Community,26,2020-08-27T15:19:04.163
87,2020-04-06T00:00:00.000,Confirmed,Unknown,8,2020-08-27T15:19:04.163
88,2020-04-06T00:00:00.000,Confirmed,From Contact,18,2020-08-27T15:19:04.163
89,2020-04-07T00:00:00.000,Confirmed,Unknown,7,2020-08-27T15:19:04.163
90,2020-04-07T00:00:00.000,Confirmed,From Contact,26,2020-08-27T15:19:04.163
91,2020-04-07T00:00:00.000,Death,Community,1,2020-08-27T15:19:04.163
92,2020-04-07T00:00:00.000,Confirmed,Community,24,2020-08-27T15:19:04.163
93,2020-04-08T00:00:00.000,Confirmed,Community,44,2020-08-27T15:19:04.163
94,2020-04-08T00:00:00.000,Confirmed,Unknown,2,2020-08-27T15:19:04.163
95,2020-04-08T00:00:00.000,Death,From Contact,1,2020-08-27T15:19:04.163
96,2020-04-08T00:00:00.000,Confirmed,From Contact,20,2020-08-27T15:19:04.163
97,2020-04-09T00:00:00.000,Confirmed,Unknown,2,2020-08-27T15:19:04.163
98,2020-04-09T00:00:00.000,Confirmed,Community,58,2020-08-27T15:19:04.163
99,2020-04-09T00:00:00.000,Confirmed,From Contact,17,2020-08-27T15:19:04.163
100,2020-04-10T00:00:00.000,Confirmed,Community,17,2020-08-27T15:19:04.163
101,2020-04-10T00:00:00.000,Death,Community,2,2020-08-27T15:19:04.163
102,2020-04-10T00:00:00.000,Confirmed,From Contact,9,2020-08-27T15:19:04.163
