,specimen_collection_date,case_disposition,transmission_category,case_count,last_updated_at
0,2020-03-03T00:00:00.000,Confirmed,Community,2,2020-08-26T15:18:30.967
1,2020-03-05T00:00:00.000,Confirmed,Community,1,2020-08-26T15:18:30.967
2,2020-03-05T00:00:00.000,Confirmed,From Contact,5,2020-08-26T15:18:30.967
3,2020-03-07T00:00:00.000,Confirmed,From Contact,5,2020-08-26T15:18:30.967
4,2020-03-08T00:00:00.000,Confirmed,From Contact,1,2020-08-26T15:18:30.967
5,2020-03-10T00:00:00.000,Confirmed,Community,4,2020-08-26T15:18:30.967
6,2020-03-10T00:00:00.000,Confirmed,From Contact,2,2020-08-26T15:18:30.967
7,2020-03-11T00:00:00.000,Confirmed,From Contact,4,2020-08-26T15:18:30.967
8,2020-03-11T00:00:00.000,Confirmed,Community,5,2020-08-26T15:18:30.967
9,2020-03-12T00:00:00.000,Confirmed,Community,6,2020-08-26T15:18:30.967
10,2020-03-13T00:00:00.000,Confirmed,From Contact,3,2020-08-26T15:18:30.967
11,2020-03-13T00:00:00.000,Confirmed,Community,12,2020-08-26T15:18:30.967
12,2020-03-14T00:00:00.000,Confirmed,Community,10,2020-08-26T15:18:30.967
13,2020-03-15T00:00:00.000,Confirmed,Community,9,2020-08-26T15:18:30.967
14,2020-03-15T00:00:00.000,Confirmed,Unknown,1,2020-08-26T15:18:30.967
15,2020-03-15T00:00:00.000,Confirmed,From Contact,1,2020-08-26T15:18:30.967
16,2020-03-16T00:00:00.000,Confirmed,Community,31,2020-08-26T15:18:30.967
17,2020-03-16T00:00:00.000,Confirmed,From Contact,9,2020-08-26T15:18:30.967
18,2020-03-16T00:00:00.000,Confirmed,Unknown,1,2020-08-26T15:18:30.967
19,2020-03-17T00:00:00.000,Confirmed,Community,19,2020-08-26T15:18:30.967
20,2020-03-17T00:00:00.000,Death,From Contact,1,2020-08-26T15:18:30.967
21,2020-03-17T00:00:00.000,Confirmed,Unknown,2,2020-08-26T15:18:30.967
22,2020-03-17T00:00:00.000,Confirmed,From Contact,5,2020-08-26T15:18:30.967
23,2020-03-18T00:00:00.000,Confirmed,From Contact,6,2020-08-26T15:18:30.967
24,2020-03-18T00:00:00.000,Confirmed,Community,14,2020-08-26T15:18:30.967
25,2020-03-18T00:00:00.000,Confirmed,Unknown,1,2020-08-26T15:18:30.967
26,2020-03-19T00:00:00.000,Confirmed,Community,16,2020-08-26T15:18:30.967
27,2020-03-19T00:00:00.000,Confirmed,From Contact,3,2020-08-26T15:18:30.967
28,2020-03-20T00:00:00.000,Confirmed,From Contact,5,2020-08-26T15:18:30.967
29,2020-03-20T00:00:00.000,Confirmed,Unknown,1,2020-08-26T15:18:30.967
30,2020-03-20T00:00:00.000,Confirmed,Community,30,2020-08-26T15:18:30.967
31,2020-03-21T00:00:00.000,Confirmed,Community,15,2020-08-26T15:18:30.967
32,2020-03-21T00:00:00.000,Confirmed,From Contact,2,2020-08-26T15:18:30.967
33,2020-03-22T00:00:00.000,Confirmed,From Contact,3,2020-08-26T15:18:30.967
34,2020-03-22T00:00:00.000,Confirmed,Community,21,2020-08-26T15:18:30.967
35,2020-03-23T00:00:00.000,Confirmed,Community,26,2020-08-26T15:18:30.967
36,2020-03-23T00:00:00.000,Confirmed,From Contact,4,2020-08-26T15:18:30.967
37,2020-03-23T00:00:00.000,Confirmed,Unknown,3,2020-08-26T15:18:30.967
38,2020-03-24T00:00:00.000,Death,Community,1,2020-08-26T15:18:30.967
39,2020-03-24T00:00:00.000,Confirmed,Unknown,2,2020-08-26T15:18:30.967
40,2020-03-24T00:00:00.000,Confirmed,Community,32,2020-08-26T15:18:30.967
41,2020-03-24T00:00:00.000,Confirmed,From Contact,7,2020-08-26T15:18:30.967
42,2020-03-25T00:00:00.000,Confirmed,From Contact,4,2020-08-26T15:18:30.967
43,2020-03-25T00:00:00.000,Confirmed,Unknown,5,2020-08-26T15:18:30.967
44,2020-03-25T00:00:00.000,Confirmed,Community,34,2020-08-26T15:18:30.967
45,2020-03-26T00:00:00.000,Confirmed,Community,28,2020-08-26T15:18:30.967
46,2020-03-26T00:00:00.000,Death,Community,2,2020-08-26T15:18:30.967
47,2020-03-26T00:00:00.000,Confirmed,From Contact,6,2020-08-26T15:18:30.967
48,2020-03-26T00:00:00.000,Confirmed,Unknown,6,2020-08-26T15:18:30.967
49,2020-03-26T00:00:00.000,Death,From Contact,1,2020-08-26T15:18:30.967
50,2020-03-27T00:00:00.000,Confirmed,Unknown,3,2020-08-26T15:18:30.967
51,2020-03-27T00:00:00.000,Death,From Contact,1,2020-08-26T15:18:30.967
52,2020-03-27T00:00:00.000,Death,Community,1,2020-08-26T15:18:30.967
53,2020-03-27T00:00:00.000,Confirmed,From Contact,4,2020-08-26T15:18:30.967
54,2020-03-27T00:00:00.000,Confirmed,Community,25,2020-08-26T15:18:30.967
55,2020-03-28T00:00:00.000,Confirmed,From Contact,4,2020-08-26T15:18:30.967
56,2020-03-28T00:00:00.000,Confirmed,Community,13,2020-08-26T15:18:30.967
57,2020-03-29T00:00:00.000,Confirmed,From Contact,1,2020-08-26T15:18:30.967
58,2020-03-29T00:00:00.000,Confirmed,Community,11,2020-08-26T15:18:30.967
59,2020-03-29T00:00:00.000,Confirmed,Unknown,1,2020-08-26T15:18:30.967
60,2020-03-30T00:00:00.000,Death,Community,1,2020-08-26T15:18:30.967
61,2020-03-30T00:00:00.000,Confirmed,Unknown,3,2020-08-26T15:18:30.967
62,2020-03-30T00:00:00.000,Confirmed,Community,27,2020-08-26T15:18:30.967
63,2020-03-30T00:00:00.000,Confirmed,From Contact,12,2020-08-26T15:18:30.967
64,2020-03-31T00:00:00.000,Confirmed,Unknown,12,2020-08-26T15:18:30.967
65,2020-03-31T00:00:00.000,Death,Community,1,2020-08-26T15:18:30.967
66,2020-03-31T00:00:00.000,Confirmed,Community,29,2020-08-26T15:18:30.967
67,2020-03-31T00:00:00.000,Confirmed,From Contact,14,2020-08-26T15:18:30.967
68,2020-04-01T00:00:00.000,Confirmed,Unknown,7,2020-08-26T15:18:30.967
69,2020-04-01T00:00:00.000,Confirmed,Community,18,2020-08-26T15:18:30.967
70,2020-04-01T00:00:00.000,Confirmed,From Contact,14,2020-08-26T15:18:30.967
71,2020-04-01T00:00:00.000,Death,Community,2,2020-08-26T15:18:30.967
72,2020-04-01T00:00:00.000,Death,From Contact,1,2020-08-26T15:18:30.967
73,2020-04-02T00:00:00.000,Confirmed,Community,18,2020-08-26T15:18:30.967
74,2020-04-02T00:00:00.000,Confirmed,From Contact,11,2020-08-26T15:18:30.967
75,2020-04-02T00:00:00.000,Confirmed,Unknown,4,2020-08-26T15:18:30.967
76,2020-04-03T00:00:00.000,Confirmed,Community,13,2020-08-26T15:18:30.967
77,2020-04-03T00:00:00.000,Confirmed,Unknown,3,2020-08-26T15:18:30.967
78,2020-04-03T00:00:00.000,Confirmed,From Contact,11,2020-08-26T15:18:30.967
79,2020-04-04T00:00:00.000,Confirmed,From Contact,8,2020-08-26T15:18:30.967
80,2020-04-04T00:00:00.000,Confirmed,Community,7,2020-08-26T15:18:30.967
81,2020-04-05T00:00:00.000,Confirmed,From Contact,7,2020-08-26T15:18:30.967
82,2020-04-05T00:00:00.000,Confirmed,Community,24,2020-08-26T15:18:30.967
83,2020-04-05T00:00:00.000,Confirmed,Unknown,4,2020-08-26T15:18:30.967
84,2020-04-05T00:00:00.000,Death,Community,1,2020-08-26T15:18:30.967
85,2020-04-06T00:00:00.000,Confirmed,Unknown,8,2020-08-26T15:18:30.967
86,2020-04-06T00:00:00.000,Confirmed,Community,26,2020-08-26T15:18:30.967
87,2020-04-06T00:00:00.000,Confirmed,From Contact,18,2020-08-26T15:18:30.967
88,2020-04-06T00:00:00.000,Death,From Contact,1,2020-08-26T15:18:30.967
89,2020-04-07T00:00:00.000,Confirmed,From Contact,26,2020-08-26T15:18:30.967
90,2020-04-07T00:00:00.000,Confirmed,Unknown,7,2020-08-26T15:18:30.967
91,2020-04-07T00:00:00.000,Death,Community,1,2020-08-26T15:18:30.967
92,2020-04-07T00:00:00.000,Confirmed,Community,24,2020-08-26T15:18:30.967
93,2020-04-08T00:00:00.000,Confirmed,Unknown,2,2020-08-26T15:18:30.967
94,2020-04-08T00:00:00.000,Confirmed,Community,44,2020-08-26T15:18:30.967
95,2020-04-08T00:00:00.000,Confirmed,From Contact,20,2020-08-26T15:18:30.967
96,2020-04-08T00:00:00.000,Death,From Contact,1,2020-08-26T15:18:30.967
97,2020-04-09T00:00:00.000,Confirmed,Unknown,2,2020-08-26T15:18:30.967
98,2020-04-09T00:00:00.000,Confirmed,From Contact,17,2020-08-26T15:18:30.967
99,2020-04-09T00:00:00.000,Confirmed,Community,58,2020-08-26T15:18:30.967
100,2020-04-10T00:00:00.000,Confirmed,From Contact,9,2020-08-26T15:18:30.967
101,2020-04-10T00:00:00.000,Death,Community,2,2020-08-26T15:18:30.967
102,2020-04-10T00:00:00.000,Confirmed,Community,17,2020-08-26T15:18:30.967
103,2020-04-11T00:00:00.000,Confirmed,From Contact,7,2020-08-26T15:18:30.967
104,2020-04-11T00:00:00.000,Death,From Contact,1,2020-08-26T15:18:30.967
