,specimen_collection_date,case_disposition,transmission_category,case_count,last_updated_at
0,2020-03-03T00:00:00.000,Confirmed,Community,2,2020-09-16T14:20:05.893
1,2020-03-05T00:00:00.000,Confirmed,Community,1,2020-09-16T14:20:05.893
2,2020-03-05T00:00:00.000,Confirmed,From Contact,5,2020-09-16T14:20:05.893
3,2020-03-07T00:00:00.000,Confirmed,From Contact,5,2020-09-16T14:20:05.893
4,2020-03-08T00:00:00.000,Confirmed,From Contact,1,2020-09-16T14:20:05.893
5,2020-03-10T00:00:00.000,Confirmed,From Contact,2,2020-09-16T14:20:05.893
6,2020-03-10T00:00:00.000,Confirmed,Community,4,2020-09-16T14:20:05.893
7,2020-03-11T00:00:00.000,Confirmed,Community,5,2020-09-16T14:20:05.893
8,2020-03-11T00:00:00.000,Confirmed,From Contact,4,2020-09-16T14:20:05.893
9,2020-03-12T00:00:00.000,Confirmed,Community,6,2020-09-16T14:20:05.893
10,2020-03-13T00:00:00.000,Confirmed,From Contact,3,2020-09-16T14:20:05.893
11,2020-03-13T00:00:00.000,Confirmed,Community,12,2020-09-16T14:20:05.893
12,2020-03-14T00:00:00.000,Confirmed,Community,10,2020-09-16T14:20:05.893
13,2020-03-15T00:00:00.000,Confirmed,Unknown,1,2020-09-16T14:20:05.893
14,2020-03-15T00:00:00.000,Confirmed,Community,9,2020-09-16T14:20:05.893
15,2020-03-15T00:00:00.000,Confirmed,From Contact,1,2020-09-16T14:20:05.893
16,2020-03-16T00:00:00.000,Confirmed,From Contact,9,2020-09-16T14:20:05.893
17,2020-03-16T00:00:00.000,Confirmed,Unknown,1,2020-09-16T14:20:05.893
18,2020-03-16T00:00:00.000,Confirmed,Community,31,2020-09-16T14:20:05.893
19,2020-03-17T00:00:00.000,Death,From Contact,1,2020-09-16T14:20:05.893
20,2020-03-17T00:00:00.000,Confirmed,Unknown,2,2020-09-16T14:20:05.893
21,2020-03-17T00:00:00.000,Confirmed,From Contact,5,2020-09-16T14:20:05.893
22,2020-03-17T00:00:00.000,Confirmed,Community,19,2020-09-16T14:20:05.893
23,2020-03-18T00:00:00.000,Confirmed,Unknown,1,2020-09-16T14:20:05.893
24,2020-03-18T00:00:00.000,Confirmed,From Contact,6,2020-09-16T14:20:05.893
25,2020-03-18T00:00:00.000,Confirmed,Community,14,2020-09-16T14:20:05.893
26,2020-03-19T00:00:00.000,Confirmed,Community,16,2020-09-16T14:20:05.893
27,2020-03-19T00:00:00.000,Confirmed,From Contact,3,2020-09-16T14:20:05.893
28,2020-03-20T00:00:00.000,Confirmed,Community,30,2020-09-16T14:20:05.893
29,2020-03-20T00:00:00.000,Confirmed,Unknown,1,2020-09-16T14:20:05.893
30,2020-03-20T00:00:00.000,Confirmed,From Contact,5,2020-09-16T14:20:05.893
31,2020-03-21T00:00:00.000,Confirmed,From Contact,2,2020-09-16T14:20:05.893
32,2020-03-21T00:00:00.000,Confirmed,Community,15,2020-09-16T14:20:05.893
33,2020-03-22T00:00:00.000,Confirmed,From Contact,3,2020-09-16T14:20:05.893
34,2020-03-22T00:00:00.000,Confirmed,Community,21,2020-09-16T14:20:05.893
35,2020-03-23T00:00:00.000,Confirmed,Community,26,2020-09-16T14:20:05.893
36,2020-03-23T00:00:00.000,Confirmed,Unknown,3,2020-09-16T14:20:05.893
37,2020-03-23T00:00:00.000,Confirmed,From Contact,4,2020-09-16T14:20:05.893
38,2020-03-24T00:00:00.000,Confirmed,Community,32,2020-09-16T14:20:05.893
39,2020-03-24T00:00:00.000,Confirmed,Unknown,2,2020-09-16T14:20:05.893
40,2020-03-24T00:00:00.000,Death,Community,1,2020-09-16T14:20:05.893
41,2020-03-24T00:00:00.000,Confirmed,From Contact,7,2020-09-16T14:20:05.893
42,2020-03-25T00:00:00.000,Confirmed,Unknown,5,2020-09-16T14:20:05.893
43,2020-03-25T00:00:00.000,Confirmed,Community,34,2020-09-16T14:20:05.893
44,2020-03-25T00:00:00.000,Confirmed,From Contact,4,2020-09-16T14:20:05.893
45,2020-03-26T00:00:00.000,Confirmed,From Contact,6,2020-09-16T14:20:05.893
46,2020-03-26T00:00:00.000,Confirmed,Unknown,6,2020-09-16T14:20:05.893
47,2020-03-26T00:00:00.000,Death,Community,2,2020-09-16T14:20:05.893
48,2020-03-26T00:00:00.000,Confirmed,Community,29,2020-09-16T14:20:05.893
49,2020-03-26T00:00:00.000,Death,From Contact,1,2020-09-16T14:20:05.893
50,2020-03-27T00:00:00.000,Death,From Contact,1,2020-09-16T14:20:05.893
51,2020-03-27T00:00:00.000,Confirmed,From Contact,4,2020-09-16T14:20:05.893
52,2020-03-27T00:00:00.000,Confirmed,Community,25,2020-09-16T14:20:05.893
53,2020-03-27T00:00:00.000,Death,Community,1,2020-09-16T14:20:05.893
54,2020-03-27T00:00:00.000,Confirmed,Unknown,3,2020-09-16T14:20:05.893
55,2020-03-28T00:00:00.000,Confirmed,Community,13,2020-09-16T14:20:05.893
56,2020-03-28T00:00:00.000,Confirmed,From Contact,4,2020-09-16T14:20:05.893
57,2020-03-29T00:00:00.000,Confirmed,From Contact,1,2020-09-16T14:20:05.893
58,2020-03-29T00:00:00.000,Confirmed,Community,11,2020-09-16T14:20:05.893
59,2020-03-29T00:00:00.000,Confirmed,Unknown,1,2020-09-16T14:20:05.893
60,2020-03-30T00:00:00.000,Confirmed,Unknown,3,2020-09-16T14:20:05.893
61,2020-03-30T00:00:00.000,Confirmed,Community,27,2020-09-16T14:20:05.893
62,2020-03-30T00:00:00.000,Confirmed,From Contact,12,2020-09-16T14:20:05.893
63,2020-03-30T00:00:00.000,Death,Community,1,2020-09-16T14:20:05.893
64,2020-03-31T00:00:00.000,Death,Community,1,2020-09-16T14:20:05.893
65,2020-03-31T00:00:00.000,Confirmed,Community,29,2020-09-16T14:20:05.893
66,2020-03-31T00:00:00.000,Confirmed,Unknown,12,2020-09-16T14:20:05.893
67,2020-03-31T00:00:00.000,Confirmed,From Contact,14,2020-09-16T14:20:05.893
68,2020-04-01T00:00:00.000,Confirmed,From Contact,14,2020-09-16T14:20:05.893
69,2020-04-01T00:00:00.000,Death,Community,2,2020-09-16T14:20:05.893
70,2020-04-01T00:00:00.000,Confirmed,Unknown,7,2020-09-16T14:20:05.893
71,2020-04-01T00:00:00.000,Death,From Contact,1,2020-09-16T14:20:05.893
72,2020-04-01T00:00:00.000,Confirmed,Community,18,2020-09-16T14:20:05.893
73,2020-04-02T00:00:00.000,Confirmed,Unknown,4,2020-09-16T14:20:05.893
74,2020-04-02T00:00:00.000,Confirmed,From Contact,11,2020-09-16T14:20:05.893
75,2020-04-02T00:00:00.000,Confirmed,Community,18,2020-09-16T14:20:05.893
76,2020-04-03T00:00:00.000,Confirmed,From Contact,11,2020-09-16T14:20:05.893
77,2020-04-03T00:00:00.000,Confirmed,Community,13,2020-09-16T14:20:05.893
78,2020-04-03T00:00:00.000,Confirmed,Unknown,3,2020-09-16T14:20:05.893
79,2020-04-04T00:00:00.000,Confirmed,Community,7,2020-09-16T14:20:05.893
