,specimen_collection_date,case_disposition,transmission_category,case_count,last_updated_at
0,2020-03-03T00:00:00.000,Confirmed,Community,2,2020-07-22T15:15:02.710
1,2020-03-05T00:00:00.000,Confirmed,Community,1,2020-07-22T15:15:02.710
2,2020-03-05T00:00:00.000,Confirmed,From Contact,5,2020-07-22T15:15:02.710
3,2020-03-05T00:00:00.000,Confirmed,Unknown,1,2020-07-22T15:15:02.710
4,2020-03-07T00:00:00.000,Confirmed,From Contact,5,2020-07-22T15:15:02.710
5,2020-03-08T00:00:00.000,Confirmed,From Contact,1,2020-07-22T15:15:02.710
6,2020-03-10T00:00:00.000,Confirmed,From Contact,2,2020-07-22T15:15:02.710
7,2020-03-10T00:00:00.000,Confirmed,Community,4,2020-07-22T15:15:02.710
8,2020-03-11T00:00:00.000,Confirmed,From Contact,4,2020-07-22T15:15:02.710
9,2020-03-11T00:00:00.000,Confirmed,Community,5,2020-07-22T15:15:02.710
10,2020-03-12T00:00:00.000,Confirmed,Community,6,2020-07-22T15:15:02.710
11,2020-03-13T00:00:00.000,Confirmed,From Contact,3,2020-07-22T15:15:02.710
12,2020-03-13T00:00:00.000,Confirmed,Community,12,2020-07-22T15:15:02.710
13,2020-03-14T00:00:00.000,Confirmed,Community,10,2020-07-22T15:15:02.710
14,2020-03-15T00:00:00.000,Confirmed,From Contact,1,2020-07-22T15:15:02.710
15,2020-03-15T00:00:00.000,Confirmed,Community,9,2020-07-22T15:15:02.710
16,2020-03-15T00:00:00.000,Confirmed,Unknown,1,2020-07-22T15:15:02.710
17,2020-03-16T00:00:00.000,Confirmed,From Contact,9,2020-07-22T15:15:02.710
18,2020-03-16T00:00:00.000,Confirmed,Community,31,2020-07-22T15:15:02.710
19,2020-03-16T00:00:00.000,Confirmed,Unknown,1,2020-07-22T15:15:02.710
20,2020-03-17T00:00:00.000,Confirmed,Unknown,2,2020-07-22T15:15:02.710
21,2020-03-17T00:00:00.000,Death,From Contact,1,2020-07-22T15:15:02.710
22,2020-03-17T00:00:00.000,Confirmed,Community,19,2020-07-22T15:15:02.710
23,2020-03-17T00:00:00.000,Confirmed,From Contact,5,2020-07-22T15:15:02.710
24,2020-03-18T00:00:00.000,Confirmed,Unknown,1,2020-07-22T15:15:02.710
25,2020-03-18T00:00:00.000,Confirmed,From Contact,6,2020-07-22T15:15:02.710
26,2020-03-18T00:00:00.000,Confirmed,Community,14,2020-07-22T15:15:02.710
27,2020-03-19T00:00:00.000,Confirmed,From Contact,3,2020-07-22T15:15:02.710
28,2020-03-19T00:00:00.000,Confirmed,Community,16,2020-07-22T15:15:02.710
29,2020-03-20T00:00:00.000,Confirmed,Community,30,2020-07-22T15:15:02.710
30,2020-03-20T00:00:00.000,Confirmed,From Contact,5,2020-07-22T15:15:02.710
31,2020-03-20T00:00:00.000,Confirmed,Unknown,1,2020-07-22T15:15:02.710
32,2020-03-21T00:00:00.000,Confirmed,From Contact,2,2020-07-22T15:15:02.710
33,2020-03-21T00:00:00.000,Confirmed,Community,15,2020-07-22T15:15:02.710
34,2020-03-22T00:00:00.000,Confirmed,Community,21,2020-07-22T15:15:02.710
35,2020-03-22T00:00:00.000,Confirmed,From Contact,3,2020-07-22T15:15:02.710
36,2020-03-23T00:00:00.000,Confirmed,From Contact,4,2020-07-22T15:15:02.710
37,2020-03-23T00:00:00.000,Confirmed,Unknown,3,2020-07-22T15:15:02.710
38,2020-03-23T00:00:00.000,Confirmed,Community,26,2020-07-22T15:15:02.710
39,2020-03-24T00:00:00.000,Death,Community,1,2020-07-22T15:15:02.710
40,2020-03-24T00:00:00.000,Confirmed,Community,32,2020-07-22T15:15:02.710
41,2020-03-24T00:00:00.000,Confirmed,Unknown,2,2020-07-22T15:15:02.710
42,2020-03-24T00:00:00.000,Confirmed,From Contact,7,2020-07-22T15:15:02.710
43,2020-03-25T00:00:00.000,Confirmed,Community,34,2020-07-22T15:15:02.710
44,2020-03-25T00:00:00.000,Confirmed,Unknown,4,2020-07-22T15:15:02.710
45,2020-03-25T00:00:00.000,Confirmed,From Contact,4,2020-07-22T15:15:02.710
46,2020-03-26T00:00:00.000,Death,From Contact,1,2020-07-22T15:15:02.710
47,2020-03-26T00:00:00.000,Death,Community,2,2020-07-22T15:15:02.710
48,2020-03-26T00:00:00.000,Confirmed,From Contact,6,2020-07-22T15:15:02.710
49,2020-03-26T00:00:00.000,Confirmed,Community,29,2020-07-22T15:15:02.710
50,2020-03-26T00:00:00.000,Confirmed,Unknown,6,2020-07-22T15:15:02.710
51,2020-03-27T00:00:00.000,Confirmed,From Contact,4,2020-07-22T15:15:02.710
52,2020-03-27T00:00:00.000,Death,Community,1,2020-07-22T15:15:02.710
53,2020-03-27T00:00:00.000,Death,From Contact,1,2020-07-22T15:15:02.710
54,2020-03-27T00:00:00.000,Confirmed,Community,25,2020-07-22T15:15:02.710
55,2020-03-27T00:00:00.000,Confirmed,Unknown,3,2020-07-22T15:15:02.710
56,2020-03-28T00:00:00.000,Confirmed,Community,13,2020-07-22T15:15:02.710
57,2020-03-28T00:00:00.000,Confirmed,From Contact,4,2020-07-22T15:15:02.710
58,2020-03-29T00:00:00.000,Confirmed,Community,11,2020-07-22T15:15:02.710
59,2020-03-29T00:00:00.000,Confirmed,From Contact,1,2020-07-22T15:15:02.710
60,2020-03-29T00:00:00.000,Confirmed,Unknown,1,2020-07-22T15:15:02.710
61,2020-03-30T00:00:00.000,Confirmed,From Contact,12,2020-07-22T15:15:02.710
62,2020-03-30T00:00:00.000,Death,Community,1,2020-07-22T15:15:02.710
63,2020-03-30T00:00:00.000,Confirmed,Unknown,3,2020-07-22T15:15:02.710
64,2020-03-30T00:00:00.000,Confirmed,Community,27,2020-07-22T15:15:02.710
65,2020-03-31T00:00:00.000,Confirmed,From Contact,14,2020-07-22T15:15:02.710
66,2020-03-31T00:00:00.000,Confirmed,Community,29,2020-07-22T15:15:02.710
67,2020-03-31T00:00:00.000,Death,Community,1,2020-07-22T15:15:02.710
68,2020-03-31T00:00:00.000,Confirmed,Unknown,12,2020-07-22T15:15:02.710
69,2020-04-01T00:00:00.000,Death,From Contact,1,2020-07-22T15:15:02.710
70,2020-04-01T00:00:00.000,Confirmed,Community,18,2020-07-22T15:15:02.710
71,2020-04-01T00:00:00.000,Death,Community,2,2020-07-22T15:15:02.710
72,2020-04-01T00:00:00.000,Confirmed,From Contact,14,2020-07-22T15:15:02.710
73,2020-04-01T00:00:00.000,Confirmed,Unknown,7,2020-07-22T15:15:02.710
74,2020-04-02T00:00:00.000,Confirmed,Unknown,5,2020-07-22T15:15:02.710
75,2020-04-02T00:00:00.000,Confirmed,Community,18,2020-07-22T15:15:02.710
76,2020-04-02T00:00:00.000,Confirmed,From Contact,11,2020-07-22T15:15:02.710
77,2020-04-03T00:00:00.000,Confirmed,From Contact,11,2020-07-22T15:15:02.710
78,2020-04-03T00:00:00.000,Confirmed,Unknown,3,2020-07-22T15:15:02.710
79,2020-04-03T00:00:00.000,Confirmed,Community,13,2020-07-22T15:15:02.710
80,2020-04-04T00:00:00.000,Confirmed,Community,7,2020-07-22T15:15:02.710
81,2020-04-04T00:00:00.000,Confirmed,From Contact,8,2020-07-22T15:15:02.710
82,2020-04-05T00:00:00.000,Confirmed,Unknown,4,2020-07-22T15:15:02.710
83,2020-04-05T00:00:00.000,Confirmed,From Contact,7,2020-07-22T15:15:02.710
84,2020-04-05T00:00:00.000,Confirmed,Community,24,2020-07-22T15:15:02.710
85,2020-04-05T00:00:00.000,Death,Community,1,2020-07-22T15:15:02.710
86,2020-04-06T00:00:00.000,Confirmed,From Contact,18,2020-07-22T15:15:02.710
87,2020-04-06T00:00:00.000,Death,From Contact,1,2020-07-22T15:15:02.710
88,2020-04-06T00:00:00.000,Confirmed,Unknown,8,2020-07-22T15:15:02.710
89,2020-04-06T00:00:00.000,Confirmed,Community,26,2020-07-22T15:15:02.710
90,2020-04-07T00:00:00.000,Confirmed,Community,24,2020-07-22T15:15:02.710
91,2020-04-07T00:00:00.000,Death,Community,1,2020-07-22T15:15:02.710
92,2020-04-07T00:00:00.000,Confirmed,From Contact,27,2020-07-22T15:15:02.710
93,2020-04-07T00:00:00.000,Confirmed,Unknown,7,2020-07-22T15:15:02.710
94,2020-04-08T00:00:00.000,Confirmed,Community,44,2020-07-22T15:15:02.710
95,2020-04-08T00:00:00.000,Death,From Contact,1,2020-07-22T15:15:02.710
96,2020-04-08T00:00:00.000,Confirmed,Unknown,2,2020-07-22T15:15:02.710
97,2020-04-08T00:00:00.000,Confirmed,From Contact,20,2020-07-22T15:15:02.710
98,2020-04-09T00:00:00.000,Confirmed,From Contact,17,2020-07-22T15:15:02.710
99,2020-04-09T00:00:00.000,Confirmed,Unknown,2,2020-07-22T15:15:02.710
100,2020-04-09T00:00:00.000,Confirmed,Community,58,2020-07-22T15:15:02.710
101,2020-04-10T00:00:00.000,Confirmed,From Contact,9,2020-07-22T15:15:02.710
102,2020-04-10T00:00:00.000,Death,Community,2,2020-07-22T15:15:02.710
103,2020-04-10T00:00:00.000,Confirmed,Community,18,2020-07-22T15:15:02.710
104,2020-04-11T00:00:00.000,Confirmed,From Contact,7,2020-07-22T15:15:02.710
