,specimen_collection_date,case_disposition,transmission_category,case_count,last_updated_at
0,2020-03-03T00:00:00.000,Confirmed,Community,2,2020-08-15T15:18:11.317
1,2020-03-05T00:00:00.000,Confirmed,Community,1,2020-08-15T15:18:11.317
2,2020-03-05T00:00:00.000,Confirmed,Unknown,1,2020-08-15T15:18:11.317
3,2020-03-05T00:00:00.000,Confirmed,From Contact,5,2020-08-15T15:18:11.317
4,2020-03-07T00:00:00.000,Confirmed,From Contact,5,2020-08-15T15:18:11.317
5,2020-03-08T00:00:00.000,Confirmed,From Contact,1,2020-08-15T15:18:11.317
6,2020-03-10T00:00:00.000,Confirmed,From Contact,2,2020-08-15T15:18:11.317
7,2020-03-10T00:00:00.000,Confirmed,Community,4,2020-08-15T15:18:11.317
8,2020-03-11T00:00:00.000,Confirmed,From Contact,4,2020-08-15T15:18:11.317
9,2020-03-11T00:00:00.000,Confirmed,Community,5,2020-08-15T15:18:11.317
10,2020-03-12T00:00:00.000,Confirmed,Community,6,2020-08-15T15:18:11.317
11,2020-03-13T00:00:00.000,Confirmed,Community,12,2020-08-15T15:18:11.317
12,2020-03-13T00:00:00.000,Confirmed,From Contact,3,2020-08-15T15:18:11.317
13,2020-03-14T00:00:00.000,Confirmed,Community,10,2020-08-15T15:18:11.317
14,2020-03-15T00:00:00.000,Confirmed,From Contact,1,2020-08-15T15:18:11.317
15,2020-03-15T00:00:00.000,Confirmed,Unknown,1,2020-08-15T15:18:11.317
16,2020-03-15T00:00:00.000,Confirmed,Community,9,2020-08-15T15:18:11.317
17,2020-03-16T00:00:00.000,Confirmed,Community,31,2020-08-15T15:18:11.317
18,2020-03-16T00:00:00.000,Confirmed,From Contact,9,2020-08-15T15:18:11.317
19,2020-03-16T00:00:00.000,Confirmed,Unknown,1,2020-08-15T15:18:11.317
20,2020-03-17T00:00:00.000,Confirmed,Unknown,2,2020-08-15T15:18:11.317
21,2020-03-17T00:00:00.000,Death,From Contact,1,2020-08-15T15:18:11.317
22,2020-03-17T00:00:00.000,Confirmed,From Contact,5,2020-08-15T15:18:11.317
23,2020-03-17T00:00:00.000,Confirmed,Community,19,2020-08-15T15:18:11.317
24,2020-03-18T00:00:00.000,Confirmed,From Contact,6,2020-08-15T15:18:11.317
25,2020-03-18T00:00:00.000,Confirmed,Community,14,2020-08-15T15:18:11.317
26,2020-03-18T00:00:00.000,Confirmed,Unknown,1,2020-08-15T15:18:11.317
27,2020-03-19T00:00:00.000,Confirmed,From Contact,3,2020-08-15T15:18:11.317
28,2020-03-19T00:00:00.000,Confirmed,Community,16,2020-08-15T15:18:11.317
29,2020-03-20T00:00:00.000,Confirmed,From Contact,5,2020-08-15T15:18:11.317
30,2020-03-20T00:00:00.000,Confirmed,Unknown,1,2020-08-15T15:18:11.317
31,2020-03-20T00:00:00.000,Confirmed,Community,30,2020-08-15T15:18:11.317
32,2020-03-21T00:00:00.000,Confirmed,Community,15,2020-08-15T15:18:11.317
33,2020-03-21T00:00:00.000,Confirmed,From Contact,2,2020-08-15T15:18:11.317
34,2020-03-22T00:00:00.000,Confirmed,Community,21,2020-08-15T15:18:11.317
35,2020-03-22T00:00:00.000,Confirmed,From Contact,3,2020-08-15T15:18:11.317
36,2020-03-23T00:00:00.000,Confirmed,From Contact,4,2020-08-15T15:18:11.317
37,2020-03-23T00:00:00.000,Confirmed,Unknown,3,2020-08-15T15:18:11.317
38,2020-03-23T00:00:00.000,Confirmed,Community,26,2020-08-15T15:18:11.317
39,2020-03-24T00:00:00.000,Confirmed,Unknown,2,2020-08-15T15:18:11.317
40,2020-03-24T00:00:00.000,Death,Community,1,2020-08-15T15:18:11.317
41,2020-03-24T00:00:00.000,Confirmed,Community,32,2020-08-15T15:18:11.317
42,2020-03-24T00:00:00.000,Confirmed,From Contact,7,2020-08-15T15:18:11.317
43,2020-03-25T00:00:00.000,Confirmed,Community,34,2020-08-15T15:18:11.317
44,2020-03-25T00:00:00.000,Confirmed,Unknown,4,2020-08-15T15:18:11.317
45,2020-03-25T00:00:00.000,Confirmed,From Contact,4,2020-08-15T15:18:11.317
46,2020-03-26T00:00:00.000,Death,Community,2,2020-08-15T15:18:11.317
47,2020-03-26T00:00:00.000,Death,From Contact,1,2020-08-15T15:18:11.317
48,2020-03-26T00:00:00.000,Confirmed,Unknown,6,2020-08-15T15:18:11.317
49,2020-03-26T00:00:00.000,Confirmed,Community,29,2020-08-15T15:18:11.317
50,2020-03-26T00:00:00.000,Confirmed,From Contact,6,2020-08-15T15:18:11.317
51,2020-03-27T00:00:00.000,Confirmed,From Contact,4,2020-08-15T15:18:11.317
52,2020-03-27T00:00:00.000,Death,From Contact,1,2020-08-15T15:18:11.317
53,2020-03-27T00:00:00.000,Death,Community,1,2020-08-15T15:18:11.317
54,2020-03-27T00:00:00.000,Confirmed,Community,25,2020-08-15T15:18:11.317
55,2020-03-27T00:00:00.000,Confirmed,Unknown,3,2020-08-15T15:18:11.317
56,2020-03-28T00:00:00.000,Confirmed,Community,13,2020-08-15T15:18:11.317
57,2020-03-28T00:00:00.000,Confirmed,From Contact,4,2020-08-15T15:18:11.317
58,2020-03-29T00:00:00.000,Confirmed,Unknown,1,2020-08-15T15:18:11.317
