,specimen_collection_date,case_disposition,transmission_category,case_count,last_updated_at
0,2020-03-03T00:00:00.000,Confirmed,Community,2,2020-08-06T15:15:02.467
1,2020-03-05T00:00:00.000,Confirmed,Community,1,2020-08-06T15:15:02.467
2,2020-03-05T00:00:00.000,Confirmed,From Contact,5,2020-08-06T15:15:02.467
3,2020-03-05T00:00:00.000,Confirmed,Unknown,1,2020-08-06T15:15:02.467
4,2020-03-07T00:00:00.000,Confirmed,From Contact,5,2020-08-06T15:15:02.467
5,2020-03-08T00:00:00.000,Confirmed,From Contact,1,2020-08-06T15:15:02.467
6,2020-03-10T00:00:00.000,Confirmed,Community,4,2020-08-06T15:15:02.467
7,2020-03-10T00:00:00.000,Confirmed,From Contact,2,2020-08-06T15:15:02.467
8,2020-03-11T00:00:00.000,Confirmed,From Contact,4,2020-08-06T15:15:02.467
9,2020-03-11T00:00:00.000,Confirmed,Community,5,2020-08-06T15:15:02.467
10,2020-03-12T00:00:00.000,Confirmed,Community,6,2020-08-06T15:15:02.467
11,2020-03-13T00:00:00.000,Confirmed,From Contact,3,2020-08-06T15:15:02.467
12,2020-03-13T00:00:00.000,Confirmed,Community,12,2020-08-06T15:15:02.467
13,2020-03-14T00:00:00.000,Confirmed,Community,10,2020-08-06T15:15:02.467
14,2020-03-15T00:00:00.000,Confirmed,Unknown,1,2020-08-06T15:15:02.467
15,2020-03-15T00:00:00.000,Confirmed,From Contact,1,2020-08-06T15:15:02.467
16,2020-03-15T00:00:00.000,Confirmed,Community,9,2020-08-06T15:15:02.467
17,2020-03-16T00:00:00.000,Confirmed,Unknown,1,2020-08-06T15:15:02.467
18,2020-03-16T00:00:00.000,Confirmed,From Contact,9,2020-08-06T15:15:02.467
19,2020-03-16T00:00:00.000,Confirmed,Community,31,2020-08-06T15:15:02.467
20,2020-03-17T00:00:00.000,Confirmed,Unknown,2,2020-08-06T15:15:02.467
21,2020-03-17T00:00:00.000,Death,From Contact,1,2020-08-06T15:15:02.467
22,2020-03-17T00:00:00.000,Confirmed,Community,19,2020-08-06T15:15:02.467
23,2020-03-17T00:00:00.000,Confirmed,From Contact,5,2020-08-06T15:15:02.467
24,2020-03-18T00:00:00.000,Confirmed,Community,14,2020-08-06T15:15:02.467
25,2020-03-18T00:00:00.000,Confirmed,From Contact,6,2020-08-06T15:15:02.467
26,2020-03-18T00:00:00.000,Confirmed,Unknown,1,2020-08-06T15:15:02.467
27,2020-03-19T00:00:00.000,Confirmed,From Contact,3,2020-08-06T15:15:02.467
28,2020-03-19T00:00:00.000,Confirmed,Community,16,2020-08-06T15:15:02.467
29,2020-03-20T00:00:00.000,Confirmed,From Contact,5,2020-08-06T15:15:02.467
30,2020-03-20T00:00:00.000,Confirmed,Unknown,1,2020-08-06T15:15:02.467
31,2020-03-20T00:00:00.000,Confirmed,Community,30,2020-08-06T15:15:02.467
32,2020-03-21T00:00:00.000,Confirmed,From Contact,2,2020-08-06T15:15:02.467
33,2020-03-21T00:00:00.000,Confirmed,Community,15,2020-08-06T15:15:02.467
34,2020-03-22T00:00:00.000,Confirmed,Community,21,2020-08-06T15:15:02.467
35,2020-03-22T00:00:00.000,Confirmed,From Contact,3,2020-08-06T15:15:02.467
36,2020-03-23T00:00:00.000,Confirmed,From Contact,4,2020-08-06T15:15:02.467
37,2020-03-23T00:00:00.000,Confirmed,Unknown,3,2020-08-06T15:15:02.467
38,2020-03-23T00:00:00.000,Confirmed,Community,26,2020-08-06T15:15:02.467
39,2020-03-24T00:00:00.000,Confirmed,Unknown,2,2020-08-06T15:15:02.467
40,2020-03-24T00:00:00.000,Death,Community,1,2020-08-06T15:15:02.467
41,2020-03-24T00:00:00.000,Confirmed,Community,32,2020-08-06T15:15:02.467
42,2020-03-24T00:00:00.000,Confirmed,From Contact,7,2020-08-06T15:15:02.467
43,2020-03-25T00:00:00.000,Confirmed,Unknown,4,2020-08-06T15:15:02.467
44,2020-03-25T00:00:00.000,Confirmed,Community,34,2020-08-06T15:15:02.467
45,2020-03-25T00:00:00.000,Confirmed,From Contact,4,2020-08-06T15:15:02.467
46,2020-03-26T00:00:00.000,Death,From Contact,1,2020-08-06T15:15:02.467
47,2020-03-26T00:00:00.000,Death,Community,2,2020-08-06T15:15:02.467
48,2020-03-26T00:00:00.000,Confirmed,From Contact,6,2020-08-06T15:15:02.467
49,2020-03-26T00:00:00.000,Confirmed,Unknown,6,2020-08-06T15:15:02.467
50,2020-03-26T00:00:00.000,Confirmed,Community,29,2020-08-06T15:15:02.467
51,2020-03-27T00:00:00.000,Confirmed,From Contact,4,2020-08-06T15:15:02.467
52,2020-03-27T00:00:00.000,Death,From Contact,1,2020-08-06T15:15:02.467
53,2020-03-27T00:00:00.000,Death,Community,1,2020-08-06T15:15:02.467
54,2020-03-27T00:00:00.000,Confirmed,Unknown,3,2020-08-06T15:15:02.467
55,2020-03-27T00:00:00.000,Confirmed,Community,25,2020-08-06T15:15:02.467
56,2020-03-28T00:00:00.000,Confirmed,Community,13,2020-08-06T15:15:02.467
57,2020-03-28T00:00:00.000,Confirmed,From Contact,4,2020-08-06T15:15:02.467
58,2020-03-29T00:00:00.000,Confirmed,Community,11,2020-08-06T15:15:02.467
59,2020-03-29T00:00:00.000,Confirmed,Unknown,1,2020-08-06T15:15:02.467
60,2020-03-29T00:00:00.000,Confirmed,From Contact,1,2020-08-06T15:15:02.467
61,2020-03-30T00:00:00.000,Confirmed,Community,27,2020-08-06T15:15:02.467
62,2020-03-30T00:00:00.000,Death,Community,1,2020-08-06T15:15:02.467
63,2020-03-30T00:00:00.000,Confirmed,From Contact,12,2020-08-06T15:15:02.467
64,2020-03-30T00:00:00.000,Confirmed,Unknown,3,2020-08-06T15:15:02.467
65,2020-03-31T00:00:00.000,Death,Community,1,2020-08-06T15:15:02.467
66,2020-03-31T00:00:00.000,Confirmed,Community,29,2020-08-06T15:15:02.467
67,2020-03-31T00:00:00.000,Confirmed,Unknown,12,2020-08-06T15:15:02.467
68,2020-03-31T00:00:00.000,Confirmed,From Contact,14,2020-08-06T15:15:02.467
69,2020-04-01T00:00:00.000,Death,From Contact,1,2020-08-06T15:15:02.467
70,2020-04-01T00:00:00.000,Confirmed,Community,18,2020-08-06T15:15:02.467
71,2020-04-01T00:00:00.000,Confirmed,Unknown,7,2020-08-06T15:15:02.467
72,2020-04-01T00:00:00.000,Death,Community,2,2020-08-06T15:15:02.467
73,2020-04-01T00:00:00.000,Confirmed,From Contact,14,2020-08-06T15:15:02.467
74,2020-04-02T00:00:00.000,Confirmed,From Contact,11,2020-08-06T15:15:02.467
75,2020-04-02T00:00:00.000,Confirmed,Unknown,4,2020-08-06T15:15:02.467
76,2020-04-02T00:00:00.000,Confirmed,Community,18,2020-08-06T15:15:02.467
77,2020-04-03T00:00:00.000,Confirmed,Unknown,3,2020-08-06T15:15:02.467
78,2020-04-03T00:00:00.000,Confirmed,Community,13,2020-08-06T15:15:02.467
79,2020-04-03T00:00:00.000,Confirmed,From Contact,11,2020-08-06T15:15:02.467
80,2020-04-04T00:00:00.000,Confirmed,From Contact,8,2020-08-06T15:15:02.467
81,2020-04-04T00:00:00.000,Confirmed,Community,7,2020-08-06T15:15:02.467
82,2020-04-05T00:00:00.000,Confirmed,From Contact,7,2020-08-06T15:15:02.467
83,2020-04-05T00:00:00.000,Confirmed,Community,24,2020-08-06T15:15:02.467
84,2020-04-05T00:00:00.000,Death,Community,1,2020-08-06T15:15:02.467
85,2020-04-05T00:00:00.000,Confirmed,Unknown,4,2020-08-06T15:15:02.467
86,2020-04-06T00:00:00.000,Confirmed,From Contact,18,2020-08-06T15:15:02.467
87,2020-04-06T00:00:00.000,Confirmed,Unknown,8,2020-08-06T15:15:02.467
88,2020-04-06T00:00:00.000,Confirmed,Community,26,2020-08-06T15:15:02.467
89,2020-04-06T00:00:00.000,Death,From Contact,1,2020-08-06T15:15:02.467
90,2020-04-07T00:00:00.000,Confirmed,Unknown,7,2020-08-06T15:15:02.467
91,2020-04-07T00:00:00.000,Confirmed,From Contact,27,2020-08-06T15:15:02.467
92,2020-04-07T00:00:00.000,Confirmed,Community,24,2020-08-06T15:15:02.467
93,2020-04-07T00:00:00.000,Death,Community,1,2020-08-06T15:15:02.467
94,2020-04-08T00:00:00.000,Death,From Contact,1,2020-08-06T15:15:02.467
95,2020-04-08T00:00:00.000,Confirmed,Community,44,2020-08-06T15:15:02.467
96,2020-04-08T00:00:00.000,Confirmed,From Contact,20,2020-08-06T15:15:02.467
97,2020-04-08T00:00:00.000,Confirmed,Unknown,2,2020-08-06T15:15:02.467
98,2020-04-09T00:00:00.000,Confirmed,From Contact,17,2020-08-06T15:15:02.467
99,2020-04-09T00:00:00.000,Confirmed,Community,58,2020-08-06T15:15:02.467
